DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
KRT18P60	0	0	0	0
LOC124902954	11.8478608804565	10.2072188441642	11.4197677232335	11.3827330216259
MSRB3	2452.50720225449	2833.52395113999	2554.91348789797	2839.99188889566
LEMD3	6672.32031917707	6707.1635025003	6853.93695534434	6480.56933364569
LOC124902953	7.89857392030431	0	6.22896421267283	4.74280542567746
APOOP3	0	0	0	0
RNU6-166P	0	0	0	0
WIF1	0	0	0	0
LOC107984522	0	0	0	0
RNU6ATAC42P	0	0	1.03816070211214	1.89712217027099
LOC124903125	0	0	0	0
LINC02231	0	0	0	0
LINC02389	9.87321740038039	0	8.30528561689711	0.948561085135493
RPL7P39	0	0	0	0
LOC124903113	0	0	0	0
TBC1D30	4530.81946503456	4659.59540236096	4104.8874161514	4496.17954354224
GNS	22072.5648202904	19610.1088434083	20962.5408970483	19427.47958466
MIR548Z	0	0	0	0
MIR548C	0	5.10360942208211	5.19080351056069	7.58848868108394
RASSF3-DT	0	0	8.30528561689711	3.79424434054197
LOC107984521	0	0	0	0
LOC124903098	0	0	0	0
LOC105369803	0	0	0	0
RASSF3	7420.7101981259	7576.81854802309	7568.19151839749	7374.11387584332
TBK1	6366.25057976528	6154.95296303102	6564.29011945505	6414.1700576862
LOC100420899	0	0	0	1.89712217027099
XPOT	71200.7072828432	73797.1715214228	67742.0621342213	70695.3091140631
RPS11P6	1.97464348007608	0	0	0
LOC124903101	0	0	0	0
ATP6V1E1P3	19.7464348007608	17.3522720350792	22.8395354464671	17.0740995324389
OOEPP2	1.97464348007608	0	0	0
C12orf56	0	0	0	0
RNU5A-7P	0	0	0	0
LOC124902952	43.4421565616737	33.6838221857419	11.4197677232335	31.3025158094713
RNU6-1009P	0	0	0	0
KICS2	2867.18233307047	2995.8187307622	2857.01825221261	2954.76778019706
LOC105369798	0	0	0	1.89712217027099
LOC105369801	0	1.02072188441642	0	0
LOC100419700	0	0	0	0
RPL36AP41	0	0	0	0
SRGAP1	12799.6390378531	13826.6986463048	12982.1995799123	14088.0292364323
MIR10527	0	0	0	0
PABPC1P4	5.92393044022824	4.08288753766568	9.34344631900925	4.74280542567746
RXYLT1-AS1	0	0	2.07632140422428	0
RXYLT1	3007.38202015587	3172.40361676624	3219.33633724974	3042.03540002952
RPS27P24	0	0	0	0
LOC100418730	0	0	0	0
S100A11P4	0	0	0	0
DPY19L2	0	0	0	0
LOC105369797	0	0	0	0
LOC124902951	0	0	0	0
HNRNPA1P69	0	0	0	0
AVPR1A	0	0	0	1.89712217027099
RSL24D1P5	0	0	0	0
LDHAL6CP	0	0	0	0
LOC100506911	0	0	0	0
RPL14P1	1963.78294093566	1706.64699074426	1823.01019290892	1623.93657775196
RNU1-83P	0	0	0	0
LOC105369795	0	0	0	0
GAPDHP44	0	0	0	0
RPL32P26	0	0	0	0
LOC124903103	0	0	0	0
PPM1H	163.895408846315	175.564164119624	162.991230231606	144.181284940595
MIRLET7IHG	756.288452869138	776.769354040896	726.712491478497	836.630877089504
MIRLET7I	11.8478608804565	12.2486626129971	7.26712491478497	14.2284162770324
LINC01465	63.1885913624345	74.5126975623987	59.1751600203919	64.5021537892135
RNU6-399P	0	0	0	0
MON2	8361.62781638215	7642.14474862574	7546.39014365314	7211.90993028515
RNU6-595P	0	0	0	0
USP15	10957.2966709422	10880.895287879	11132.1972087485	10826.8762257365
MIR6125	0.987321740038039	0	1.03816070211214	0
KLF17P1	8.88589566034235	2.04144376883284	4.15264280844856	0
LOC124902950	8.88589566034235	7.14505319091495	12.4579284253457	14.2284162770324
RPS3P6	0	0	0	0
KRT8P19	0	0	0	0
RPL21P104	0	0	0	0
TAFA2	72.0744870227769	42.8703191454897	45.6790708929341	37.9424434054197
LOC105369793	5.92393044022824	2.04144376883284	6.22896421267283	0
DUX4L52	0	0	0	0
PGBD3P1	0	0	0	0
LOC107984481	0	0	0	0
LOC124903071	0	0	0	0
LOC124903070	0	0	0	0
LOC100996696	10.8605391404184	9.18649695974779	12.4579284253457	11.3827330216259
SLC16A7	22623.4903512316	22160.8928325649	20592.9556870964	19734.8133762439
RNU4-20P	0	0	0	0
LINC02448	0	0	0	0
RNU6-871P	0	0	0	0
RNU6-279P	0	0	0	0
LRIG3-DT	8.88589566034235	19.393715803912	20.7632140422428	3.79424434054197
LRIG3	4712.48666520156	4213.53993887099	5175.23110002901	4840.50721744642
LOC100506869	0	0	0	0
LOC124902949	0	0	0	0
LINC02388	0	0	0	0
LOC105369789	0	0	0	0
LOC105369788	0	0	0	0
LOC101060021	0	0	0	0
LOC105369787	7.89857392030431	3.06216565324926	0	0.948561085135493
RPL21P103	0	0	0	0
LOC105369786	0	0	0	0
LOC101927608	0	0	0	0
LOC124902948	0	2.04144376883284	0	0
LOC283387	0	0	0	0
LOC105369783	0	0	2.07632140422428	0
MIR26A2	8.88589566034235	0	8.30528561689711	9.48561085135493
CTDSP2	15523.6597186181	15533.3456370491	14639.1040604833	15313.5701584274
RNU6-1083P	0.987321740038039	0	1.03816070211214	1.89712217027099
AVIL	119.465930544603	108.196519748141	110.045034423887	152.718334706814
TSFM	3680.73544686181	3721.55199058227	3842.23275851703	3709.82240396491
EEF1AKMT3	1169.97626194508	1140.14634489314	1193.88480742896	1216.0553111437
METTL1	1359.54203603238	1421.86558499207	1248.9073246409	1393.43623406404
CYP27B1	3900.90819489029	4653.47107105446	4249.19175374499	4557.83601407604
MARCHF9	985.347096557963	1185.05810780746	1124.32804038745	1196.13552835586
MIR6759	10.8605391404184	3.06216565324926	4.15264280844856	2.84568325540648
CDK4	11975.2253849214	12870.2822406067	12034.3588588839	12906.1221243535
TSPAN31	2183.95568896414	2317.03867762528	1978.73429822574	1916.0933919737
AGAP2-AS1	782.946139850165	719.608928513577	686.224224096124	779.717211981375
AGAP2	134.275756645173	142.901063818299	113.159516530223	153.66689579195
OS9	11245.5946190333	11105.4541024507	11812.1924686319	10953.0348500595
RPL13AP23	0	0	0	0
LOC124903112	0	0	0	0
B4GALNT1	747.402557208796	835.971223337049	747.47570552074	682.015420212419
SLC26A10	0.987321740038039	4.08288753766568	2.07632140422428	1.89712217027099
LOC101927583	0.987321740038039	0	0	0
ARHGEF25	45.4168000417498	53.0775379896539	49.8317137013827	58.8107872784005
DTX3	92.8082435635757	112.279407285806	80.9765347647468	131.849990833833
PIP4K2C	5278.22202224336	6050.83933082055	5587.38089876753	5989.2146915455
KIF5A	48.3787652618639	68.3883662559002	30.106660361252	59.759348363536
DCTN2	10353.0557660389	10989.0918076272	10547.7127334593	10292.8363348052
MBD6	10000.5819048453	9243.65738527511	10057.7008820624	9988.34822647674
MIR616	20.7337565407988	61.2433130649853	26.9921782549156	34.1481990648777
DDIT3	864.893844273322	1176.89233273213	1034.00805930369	1181.90711207882
MIR6758	33.5689391612933	26.5387689948269	20.7632140422428	21.8169049581163
LOC124903093	42.4548348216357	35.7252659545747	33.2211424675885	21.8169049581163
MARS1	36657.2815641323	40034.7537505809	33455.7667862658	40922.8223349154
ARHGAP9	12.8351826204945	20.4144376883284	11.4197677232335	8.53704976621943
GLI1	1.97464348007608	0	0	17.0740995324389
LOC124902947	29.6196522011412	40.8288753766568	23.8776961485792	15.1769773621679
INHBE	297.18384375145	437.889688414645	209.708461826652	321.562207860932
INHBC	2.96196522011412	2.04144376883284	4.15264280844856	10.4341719364904
RNU6-879P	0	0	0	0
R3HDM2	10773.6548272951	10736.9735021763	9819.96208127872	11047.8909585731
STAC3	130.326469685021	123.507348014387	144.304337593587	146.078407110866
NDUFA4L2	90.8336000834996	73.4919756779823	52.9461958077191	63.553592704078
SHMT2	32437.4684472097	35852.8561901268	31944.2048039905	35725.6561494581
NXPH4	536.115704840655	548.127651931618	473.401280163135	486.611836674508
MIR1228	0	0	0	0
LRP1-AS	0	0	4.15264280844856	4.74280542567746
LRP1	14008.1208476597	10569.575113132	12828.5517959997	9828.04140308884
LOC124902946	40.4801913415596	20.4144376883284	26.9921782549156	34.1481990648777
STAT6	20233.1844185995	18546.5166398464	19334.7049161365	18662.9393500408
NAB2	3689.62134252215	4262.53458932298	3175.73358776103	3986.80224082448
NEMP1	5734.36466614093	5190.3707822575	5854.18819921035	5234.16006777765
MYO1A	16.7844695806467	8.16577507533137	13.4960891274578	17.0740995324389
TAC3	3.94928696015216	0	3.11448210633642	1.89712217027099
ZBTB39	1916.39149741383	2170.05472626931	1745.14814025051	1997.66964529535
GPR182	1.97464348007608	0	2.07632140422428	0
LOC390332	9.87321740038039	6.12433130649853	10.3816070211214	18.9712217027099
LOC124902945	39.4928696015216	57.1604255273196	33.2211424675885	47.4280542567746
RDH16	103.668782703994	66.3469224870674	119.388480742896	80.6276922365169
LOC100420982	0	0	0	0
SDR9C7	0	0	0	2.84568325540648
YWHAQP3	0	0	0	0
LOC124900330	0	0	0	0
HSD17B6	97.7448522637659	90.8442477130615	73.7094098499619	74.9363257257039
PRIM1	2356.7369934708	2445.64963506174	2433.44868575085	2453.92752724552
NACA	50373.1551767408	49185.5254443741	55909.1064515471	47889.0549441505
RN7SL809P	65.1632348425106	61.2433130649853	67.480445637289	39.8395655756907
PTGES3	55770.8431295287	54314.6529135666	58571.9886524648	52861.4121524307
SNORD59A	49.366087001902	38.787431607824	37.373785276037	41.7366877459617
SNORD59B	57.2646609222063	52.0568161052375	72.6712491478497	53.1194207675876
ATP5F1B	114132.418504917	118098.542748864	114125.005983187	116537.369236491
BAZ2A	31048.3067589762	29166.1071253148	30096.2787542309	29986.8615843883
RNU6-343P	25.670365240989	16.3315501506627	23.8776961485792	10.4341719364904
RBMS2	18818.352365125	20436.8935697856	19541.2988958568	21030.547818539
SNORA105C	0	0	0	0
HSPD1P4	136.250400125249	117.383016707888	127.693766359793	115.72445238653
LOC124902944	20.7337565407988	17.3522720350792	17.6487319359064	19.9197827878453
GLS2	916.2345747553	1443.30074456482	913.581417858682	1066.18265969229
SPRYD4	2469.29167183514	1971.01395880811	2252.80872358334	2166.51351844947
MIP	5.92393044022824	8.16577507533137	3.11448210633642	5.69136651081296
TIMELESS	9085.33465183004	8470.97091877188	8109.07324419792	8297.06381168015
LOC100128676	0	0	0	0.948561085135493
APONP	0	0	0	0
APOF	9.87321740038039	1.02072188441642	23.8776961485792	0
RNU7-40P	9.87321740038039	8.16577507533137	16.6105712337942	16.1255384473034
STAT2	5445.07939630979	4644.28457409472	4863.78288939537	4646.05219499364
IL23A	13.8225043605325	20.4144376883284	24.9158568506913	20.8683438729808
PAN2	4621.65306511806	4521.79794796475	4416.33562678504	4702.01729901664
CNPY2-AS1	33.5689391612933	34.7045440701583	38.4119459781491	34.1481990648777
CNPY2	5130.12376123765	5056.65621539895	5297.73406287825	4985.63706347215
CS	43255.5527528065	42198.6841455437	44865.1529024782	43623.3757442962
COQ10A	350.499217713504	346.024718817167	317.677174846315	339.584868478506
ANKRD52	18450.0813560908	18982.3648844922	17544.9158656952	19241.5616119735
SLC39A5	3.94928696015216	9.18649695974779	6.22896421267283	1.89712217027099
NABP2	4881.31868274807	5359.81061507063	5348.60393728174	5521.5740765737
RNF41	10842.7673490977	11606.6285476991	10079.5022568068	10930.2693840163
LOC107984468	3.94928696015216	0	0	1.89712217027099
TRS-CGA4-1	0	0	0	0
SMARCC2	15174.1478226446	14831.0889805706	14792.7518443959	15052.7158600151
MYL6	23064.8231690286	18631.2365562529	30453.4060357575	19872.3547335886
MYL6B	1960.82097571555	2188.42772018881	2392.96041836848	2239.5527220049
LOC124902942	3.94928696015216	1.02072188441642	0	9.48561085135493
LOC124902943	10.8605391404184	2.04144376883284	20.7632140422428	22.7654660432518
ESYT1	20817.6788887021	20794.1462293313	19536.1080923462	20313.4356381766
ZC3H10	783.933461590203	752.272028814902	787.963972903113	886.904614601686
RPL41	81339.5142312938	76901.1867719332	98154.9799025964	74885.1034271066
PA2G4	30378.9026192304	30830.904518798	33171.3107538871	31567.1643522241
LOC105369782	2.96196522011412	0	0	0
ERBB3	1830.49450603052	1635.19645883511	1497.0277324457	1608.7596003898
RPS26	31004.8646024145	33617.4752632548	35543.5079582133	34470.7098338238
LOC105369781	0	0	7.26712491478497	0
IKZF4	895.500818214502	769.624300849982	821.185115370702	873.624759409789
SUOX	1349.668818632	1373.8916564245	1238.52571761978	1282.45458710319
LOC100131294	1179.84947934546	1018.68044064759	988.328988410756	866.98483181384
RAB5B	16127.9006235214	16215.1878558393	16335.4586477345	16310.5078589048
CDK2	5478.64833547108	5666.02718039555	5422.3133471317	5733.10319855892
PMEL	47.3914435218259	55.1189817584867	62.2896421267283	54.0679818527231
DGKA	10987.9036448833	10846.1907438089	11723.9488089524	11971.7894554951
LOC124902941	245.843113269472	204.144376883284	222.166390251998	229.551782602789
PYM1	3356.89391612933	3363.27860915211	3506.90685173481	3467.93932725536
GSTP1P1	0	0	0	0
LOC124903120	0	0	0	0.948561085135493
RN7SL676P	1.97464348007608	2.04144376883284	0	0.948561085135493
OLA1P3	0	3.06216565324926	0	0
MMP19	555.862139641416	465.449179293888	519.08035105607	404.08702226772
TMEM198B	1396.07294041379	1345.31144366084	1363.10500187324	1395.33335623431
DNAJC14	5551.71014423389	5593.55592660199	5038.19388735021	5125.07554298707
ORMDL2	2840.52464608944	2920.28531131538	3052.19246420969	2705.29621480642
SARNP	5296.98113530408	5005.62012117813	6592.32045841208	5807.09096319949
GDF11	864.893844273322	865.572157985125	590.713439501807	641.227293551593
CD63-AS1	285.335982870993	215.372317611865	216.975586741437	172.63811749466
CD63	20784.1099495408	19587.6529619511	22331.8748631342	19877.0975390142
RDH5	14.8098261005706	20.4144376883284	28.0303389570278	21.8169049581163
BLOC1S1	503.5340874194	339.900387510668	416.302441546968	429.698171566378
BLOC1S1-RDH5	0.987321740038039	1.02072188441642	0	0
ITGA7	217.210782808369	144.942507587132	219.051908145661	164.10106772844
METTL7B	138.225043605325	67.3676443714838	128.731927061905	55.9651040229941
PSMB3P1	0	4.08288753766568	0	0
OR10AE3P	0	0	0	0
OR10P1	0	0	0	0
OR6U2P	0	0	0	0
LOC100418940	0	0	0	0
OR2AP1	0	0	0	0
OR6C4	0	0	0	0
OR6C64P	0	0	0	0
OR6C68	0	0	0	0
OR6C70	0	0	0	0
OR6C2	0	0	0	0
LOC124902940	0	0	0	0
OR6C76	0	0	0	0
PHC1P1	424.548348216357	518.526717283542	429.798530674426	488.508958844779
OR6C65	0	0	0	0
OR6C73P	0	0	0	0
OR6C66P	0	0	0	0
OR6C71P	0	0	0	0
OR6C75	0	0	0	0
OR6C7P	0	0	0	0
OR6C3	0	0	0	0
OR6C1	0	0	0	0
OR6C5P	0	0	0	0
OR6C6	0	0	0	0
OR6C72P	0	0	0	0
OR6C69P	0	0	0	0
OR6C74	0	0	0	0
OR10A7	0	0	0	0
OR10U1P	0	0	0	0
OR9R1P	0	0	0	0
OR9K2	0	0	0	0
LOC644383	0	0	0	0
OR9K1P	0	0	0	0
LOC101927484	0	0	0	0
NEUROD4	0	0	0	0
LOC107984515	0	0	0	0
TESPA1	0	1.02072188441642	0	0
LOC105369778	29.6196522011412	11.2279407285806	39.4501066802613	32.2510768946067
MUCL1	0	8.16577507533137	16.6105712337942	3.79424434054197
VDAC1P5	2.96196522011412	0	0	0
DCD	0	0	0	0
LACRT	0	0	0	0
GLYCAM1	0	0	0	0
PPP1R1A	1.97464348007608	0	0	0
PDE1B	0	0	7.26712491478497	7.58848868108394
NCKAP1L	32.5816174212553	23.4766033415777	42.5645887865977	37.9424434054197
GTSF1	0	0	0	0
ITGA5	46793.1265473628	45123.0523443967	46254.2119219042	44987.406584721
ZNF385A	752.339165908986	715.526040975911	807.689026243244	753.157501597581
GPR84-AS1	16.7844695806467	15.3108282662463	10.3816070211214	22.7654660432518
GPR84	13.8225043605325	14.2901063818299	19.7250533401306	4.74280542567746
RN7SL744P	4.9366087001902	4.08288753766568	5.19080351056069	3.79424434054197
MIR148B	14.8098261005706	12.2486626129971	17.6487319359064	5.69136651081296
COPZ1	11841.9369500162	11894.4721191046	12365.5321228577	12143.4790119046
RNU6-950P	0	0	0	0
NFE2	516.369270039895	327.651724897671	448.485423312444	243.780198879822
HNRNPA1	160300.570390836	152871.475185279	177970.851002382	159605.836745983
SCAT2	0	0	1.03816070211214	0
RN7SL390P	11.8478608804565	8.16577507533137	9.34344631900925	8.53704976621943
MIR3198-2	0	0	0	0
CBX5	76365.3873049822	78513.9273493111	79600.9718344483	82080.8878189445
LOC105369777	0	2.04144376883284	4.15264280844856	2.84568325540648
LOC102724030	0	2.04144376883284	0	0
SMUG1	2763.51355036647	2635.5039055632	2575.67670194022	2435.90486662795
SMUG1-AS1	5.92393044022824	4.08288753766568	0	5.69136651081296
LINC02381	1183.79876630561	1267.7365804452	1299.7771990444	1310.91141965725
FAM242C	21.7210782808369	19.393715803912	15.5724105316821	12.3312941067614
LOC100240734	1.97464348007608	0	0	1.89712217027099
LOC100240735	5.92393044022824	0	2.07632140422428	1.89712217027099
FLJ12825	0	0	0	0
MIR615	1.97464348007608	5.10360942208211	3.11448210633642	5.69136651081296
HOXC6	530.191774400427	537.920433087454	536.729082991976	605.181972316444
HOXC5	256.70365240989	257.221914872938	231.509836571007	211.529121985215
HOXC4	5.92393044022824	5.10360942208211	12.4579284253457	10.4341719364904
LOC124902939	16.7844695806467	7.14505319091495	14.5342498295699	5.69136651081296
HOXC8	1999.32652357703	1960.80673996395	1867.65110309974	1799.42037850203
HOXC9	570.671965741987	506.278054670545	532.576440183527	496.097447525863
HOXC-AS1	68.1252000626247	63.2847568338181	69.5567670415133	54.0679818527231
HOXC-AS2	0.987321740038039	0	0	0
MIR196A2	0	0	0	0
HOXC10	21.7210782808369	26.5387689948269	37.373785276037	17.0740995324389
HOXC-AS3	0	0	0	0
HOXC11	244.855791529434	274.574186908017	292.761317995623	264.648542752802
HOTAIR	107.618069664146	110.237963516973	86.1673382753075	85.3704976621943
HOXC12	0	0	0	0
LOC105369775	0	0	0	3.79424434054197
HOXC13	832.312226852067	726.753981704492	689.33870620246	589.056433869141
HOXC13-AS	73.0618087628149	61.2433130649853	66.4422849351769	57.8622261932651
RN7SKP289	0	0	0	0
LOC107984525	0	4.08288753766568	0	1.89712217027099
LOC105378250	0	0	0	0
CISTR	0	0	0	0
LOC105369774	1.97464348007608	0	2.07632140422428	1.89712217027099
CALCOCO1	2682.55316768335	2513.01727943323	2779.1561995542	2546.8865135888
ATP5MC2	13624.0526907849	14067.5890110271	15497.66296113	13765.5184674863
LOC124902938	15.7971478406086	12.2486626129971	3.11448210633642	14.2284162770324
RPL31P51	0	0	0	1.89712217027099
LOC100419830	0	4.08288753766568	0	0
LOC124902937	0	2.04144376883284	0	0
LOC100652999	10.8605391404184	6.12433130649853	11.4197677232335	24.6625882135228
ATF7	6298.12537970265	5648.67490836047	6057.66769682433	5504.49997704126
NPFF	30.6069739411792	36.7459878389912	32.1829817654763	32.2510768946067
ATF7-NPFF	1.97464348007608	2.04144376883284	1.03816070211214	0
TARBP2	2351.80038477061	2342.55672473569	2395.0367397727	2483.33292088472
MAP3K12	492.673548278982	614.474574418686	461.981512439902	680.118298042148
PCBP2-OT1	187.591130607227	159.232613968962	154.685944614709	182.123728346015
PCBP2	65617.4028429281	63907.3971833121	65609.680052083	64089.5297171796
PRR13	5456.92725719024	5401.6602123317	5982.92012627226	5677.13809453592
AMHR2	0	4.08288753766568	2.07632140422428	4.74280542567746
SP1	28275.9073129494	26453.028356536	26324.6409234575	26444.9344924924
MFSD5	1867.02541041193	1818.92639803006	1973.54349471518	1928.42468608046
LOC122455340	0	0	0	0
RARG	5026.45497853366	5173.01851022242	4700.79165916377	5269.25682792766
ITGB7	22.7084000208749	28.5802127636598	38.4119459781491	35.0967601500132
ZNF740	6785.86231928144	7210.3793915176	7043.92036383086	7079.11137836618
CSAD	1085.06659230181	948.250630622855	948.878881730495	992.194895051725
EIF4A1P4	18.7591130607227	11.2279407285806	20.7632140422428	11.3827330216259
HIGD1AP1	243.868469789396	253.139027335272	219.051908145661	217.220488496028
RNU6-333P	0	0	0	0
VTI1BP3	0	0	0	0
LOC124902936	0	0	0	0
SOAT2	0.987321740038039	5.10360942208211	0	8.53704976621943
IGFBP6	6000.9415359512	6086.56459677512	6511.34392364734	6514.71753271056
SPRYD3	4721.3725608619	4926.00381419365	4578.28869631453	4965.7172806843
MIR6757	12.8351826204945	21.4351595727448	28.0303389570278	23.7140271283873
TNS2	12984.2682032403	10515.476853258	12439.2415327077	12055.262830987
TNS2-AS1	565.735357041797	585.894361655026	469.248637354687	510.325863802895
EIF4B	135978.886646739	134966.99261073	144248.276915673	139827.389559823
KRT18	59859.3424550262	63844.1124264783	59870.7276908071	65231.5972636827
MIR9898	3.94928696015216	5.10360942208211	0	4.74280542567746
KRT8	25614.0879018069	29088.5322620992	27419.9004641858	28870.4051871839
RPL7P41	0	0	0	0
KRT78	5.92393044022824	13.2693844974135	4.15264280844856	5.69136651081296
KRT79	0	0	1.03816070211214	1.89712217027099
KRT4	0	0	0	0
KRT3	0	1.02072188441642	0	0
KRT76	0	1.02072188441642	0	0
ARL2BPP2	0	0	0	0
KRT127P	0	0	0	0
BTBD10P1	0	0	1.03816070211214	3.79424434054197
KRT125P	0	0	0	0
LOC400036	0	2.04144376883284	0	0
KRT126P	0	0	0	0
KRT77	0	0	0	0
KRT1	0	0	0	0
KRT2	0	0	0	0
KRT128P	0	0	0	0
KRT73-AS1	0	0	0	0
KRT73	0	0	0	0
KRT72	0	0	0	0
KRT74	0	0	0	0
KRT71	0	0	1.03816070211214	0
KRT5	338078.710223825	368586.755350307	364847.044507482	357232.847467452
KRT6A	226705.855982314	173918.760441945	223982.133319992	161562.718264618
KRT6C	280.399374170803	159.232613968962	179.6018014654	141.335601685188
KRT6B	1323.01113165097	638.97189964468	1366.21948397957	668.735565020522
KRT75	1.97464348007608	0	9.34344631900925	4.74280542567746
KRT90P	0.987321740038039	0	0	1.89712217027099
KRT82	0	0	1.03816070211214	1.89712217027099
KRT84	0	0	2.07632140422428	0
KRT85	14.8098261005706	23.4766033415777	16.6105712337942	11.3827330216259
KRT89P	1.97464348007608	2.04144376883284	2.07632140422428	0
KRT83	29.6196522011412	44.9117629143225	32.1829817654763	37.9424434054197
LOC124902935	0	1.02072188441642	0	1.89712217027099
KRT81	205686.763458645	339315.513870898	230673.079045105	355330.03393067
KRT86	2036.84474969847	3137.69907269608	3062.57407123081	3206.13646775796
KRT88P	83.9223479032333	89.8235258286451	73.7094098499619	144.181284940595
KRT87P	364.321722074036	555.272705122533	425.645887865977	522.657157909656
KRT7-AS	244.855791529434	362.35626896783	425.645887865977	854.653537707079
KRT7	235639.143086179	315879.739404697	230408.348066066	318396.859519835
METTL7AP1	26.6576869810271	30.6216565324926	35.2974638718127	104.341719364904
LINC00592	5.92393044022824	9.18649695974779	9.34344631900925	5.69136651081296
LINC02874	2.96196522011412	3.06216565324926	0	1.89712217027099
KRT80	1768.29323640813	2796.77796330099	1647.56103425196	2543.09226924826
LOC112268096	3.94928696015216	0	2.07632140422428	0
OR7E47P	0	0	0	0
SMIM41	3.94928696015216	0	5.19080351056069	3.79424434054197
ATG101	3288.76871606671	3746.04931580827	3381.28940677924	3752.50765279601
NR4A1AS	0	0	0	0
LOC107984510	28.6323304611031	7.14505319091495	14.5342498295699	12.3312941067614
NR4A1	1315.11255773067	787.997294769477	1415.01303697885	885.95605351655
LOC124902934	2.96196522011412	1.02072188441642	2.07632140422428	5.69136651081296
TAMALIN	50.35340874194	53.0775379896539	34.2593031697006	46.4794931716391
TAMALIN-AS1	0	0	0	0
RNU6-574P	7.89857392030431	11.2279407285806	14.5342498295699	8.53704976621943
ACVR1B	5446.06671804982	4938.25247680665	5210.52856390083	4956.23166983295
ACVRL1	11.8478608804565	10.2072188441642	12.4579284253457	11.3827330216259
LOC102724178	4.9366087001902	7.14505319091495	2.07632140422428	2.84568325540648
ANKRD33	0	0	0	0
FIGNL2-DT	0	0	0	0
FIGNL2	0	0	0	0
TMDD1	0	0	0	0
HNRNPA3P10	31.5942956812173	12.2486626129971	51.9080351056069	19.9197827878453
SCN8A	129.339147944983	106.155075979308	156.762266018933	182.123728346015
SLC4A8-AS1	0	0	0	0
SLC4A8	93.7955653036137	109.217241632557	72.6712491478497	82.5248144067879
GALNT6	8635.11593837269	8735.33788683573	8852.39630691021	9035.04433591557
CELA1	0	0	0	0.948561085135493
LOC105369767	0	0	2.07632140422428	0
BIN2	0	0	0	0
SMAGP	1532.32334053904	1375.93310019334	1481.45532191402	1475.96104847083
DAZAP2	12967.4837336596	12460.9727649557	13833.4913556443	13174.5649114469
POU6F1	730.618087628149	860.468548563043	646.774117415863	795.842750428678
LOC124902933	0	2.04144376883284	0	0
RNU6-199P	0	0	0	0
PHB1P19	64.1759131024725	67.3676443714838	78.9002133605226	40.7881266608262
RPL35AP29	0	0	0	0
TFCP2	4447.88443887137	4738.19098746103	4520.15169699625	4598.62414073687
CSRNP2	6179.64677089809	6325.41351772856	6025.48471505885	6711.06967733361
LETMD1	4369.88602140836	4011.43700575654	3778.90495568819	3389.20875718912
RNU6-1273P	0	0	0	0
RNU6-87P	9.87321740038039	8.16577507533137	19.7250533401306	19.9197827878453
RNU7-39P	0	0	0	0
SLC11A2	7469.08896338777	7038.89811493564	7482.02418012219	7181.55597556081
HIGD1C	46.4041217817878	31.6423784169091	60.2133207225041	63.553592704078
METTL7A	9609.60249579024	9238.55377585303	10352.5385214623	9429.64574733193
TMPRSS12	0	1.02072188441642	0	0
RN7SL519P	0	0	0	0
ATF1	5847.90666624531	6026.34200559455	6239.34581969396	6144.77870950772
LOC124902932	3.94928696015216	5.10360942208211	14.5342498295699	8.53704976621943
RNU6-238P	5.92393044022824	3.06216565324926	3.11448210633642	5.69136651081296
RNU6-769P	6.91125218026627	4.08288753766568	7.26712491478497	6.63992759594845
DIP2B	12578.4789680846	12893.7588439482	12771.4529573835	12530.4919346399
LOC124903127	0	0	0	0
SNORD133	1925.27739307418	1786.26329772874	1340.26546642677	1849.69411601421
LARP4	21230.379376038	20285.826730892	20416.4683677373	18348.965630861
RPL26P33	0	0	1.03816070211214	0
FAM186A	0	1.02072188441642	2.07632140422428	0
LOC100418734	16.7844695806467	9.18649695974779	15.5724105316821	11.3827330216259
LOC107984505	54.3026957020922	44.9117629143225	73.7094098499619	33.1996379797422
RNU6-1093P	0.987321740038039	0	2.07632140422428	0
MIR1293	1.97464348007608	0	1.03816070211214	0
LIMA1	10393.5359573804	10687.9788517243	10288.1725579313	10405.7151039364
LOC124902931	26.6576869810271	8.16577507533137	31.1448210633642	21.8169049581163
CERS5	2692.42638508373	3020.31605598819	2620.31761213104	2711.93614240237
COX14	1699.18071460547	1888.33548617038	1994.30670875742	1736.81534688309
GPD1	12.8351826204945	11.2279407285806	17.6487319359064	12.3312941067614
SMARCD1	9845.57239165933	10256.2134946162	9996.44940063779	10394.3323709147
ASIC1	606.215548383356	764.520691427899	582.40815388491	778.768650896239
RACGAP1	13416.7151253769	12907.0282284456	13804.4228559851	12980.1098889941
AQP6	3.94928696015216	4.08288753766568	2.07632140422428	1.89712217027099
LOC105369764	2.96196522011412	6.12433130649853	2.07632140422428	8.53704976621943
AQP5	9.87321740038039	6.12433130649853	15.5724105316821	5.69136651081296
AQP5-AS1	8.88589566034235	4.08288753766568	4.15264280844856	2.84568325540648
AQP2	0.987321740038039	0	1.03816070211214	1.89712217027099
LOC105369763	15.7971478406086	8.16577507533137	14.5342498295699	11.3827330216259
LOC124902930	0	0	0	0
LINC02395	0.987321740038039	0	0	3.79424434054197
LINC02396	0	0	0	0
FAIM2	3.94928696015216	0	0	0
RPL35AP28	0	0	0	0
BCDIN3D	850.084018172752	702.256656478498	783.811330094665	686.758225638097
