DMSO_24h_rep1	DMSO_24h_rep2	GSK591_24h_rep1	GSK591_24h_rep2
SNRPCP15	0	0	0	0
SNRPCP6	0	0	0	0
LOC105377803	0	0	0	0
RPS3AP30	0	0	0	0
LOC112268397	0	0	0	0
LOC107986875	0.987321740038039	0	0	0.948561085135493
LOC105377799	0	0	0	0
DEFA5	0	0	0	0
DEFA7P	0	0	0	0
DEFA11P	0	0	0	0
DEFA3	0	0	0	0
LOC124901875	0	0	0	0
DEFT1P2	0	0	0	0
DEFA1B	0	0	0	0
LOC124901874	0	0	0	0
DEFT1P	0	0	0	0
DEFA1	0	0	0	0
LOC124901873	0	0	0	0.948561085135493
DEFA10P	0	2.04144376883284	0	0
DEFA9P	0	0	0	0
DEFA8P	0	0	0	0
DEFA4	0	0	0	0
DEFA6	0	0	0	0
DEFB1	19.7464348007608	6.12433130649853	40.4882673823734	3.79424434054197
GS1-24F4.2	0	0	0	0
XKR5	0	0	0	0
LOC107986909	0	0	0	0
LOC124901872	0	0	0	1.89712217027099
MIR4659B	0	0	0	0
MIR4659A	9.87321740038039	11.2279407285806	16.6105712337942	18.0226606175744
LOC100422495	269.538835030385	269.470577485935	319.753496250539	331.047818712287
AGPAT5	10655.1762184905	11024.8170735818	10784.4133735409	10388.6410044039
MIR8055	0	0	0	0
MCPH1-AS1	28.6323304611031	28.5802127636598	39.4501066802613	15.1769773621679
MCPH1	5118.2759003572	5262.84203605107	5219.87201021983	5367.90718078175
LOC101928016	0	1.02072188441642	0	0
MCPH1-DT	431.459600396623	434.827522761395	436.027494887098	326.305013286609
DPP6	1.97464348007608	3.06216565324926	15.5724105316821	7.58848868108394
TPK1	1096.91445318226	1045.21920964242	1127.44252249378	1063.33697643689
RNU6ATAC40P	0	0	0	0
PPIAP83	0	0	0	0
NOBOX	0	0	4.15264280844856	0
LOC124905440	0	0	0	0
ARHGEF5	9033.99392134806	6975.61335810182	8120.49301192115	7774.4066537705
LOC112268384	0	0	0	0
LOC112268383	0	0	0	0
LOC112268382	0	0	0	0
LOC107987545	0	0	0	0
OR2A1	1.97464348007608	0	0	0
OR2A9P	13.8225043605325	9.18649695974779	6.22896421267283	9.48561085135493
CTAGE8	126.377182724869	141.880341933883	160.914908827382	123.312941067614
ARHGEF34P	5833.09684014474	5366.95566826154	6216.50628424749	5810.88520754003
OR2A7	243.868469789396	223.538092687196	151.571462508372	140.387040600053
OR2A20P	62.2012696223965	40.8288753766568	50.8698744034948	19.9197827878453
OR2A1-AS1	115.516643584451	133.714566858551	214.899265337213	125.210063237885
OR2A42	0	1.02072188441642	1.03816070211214	0
ARHGEF35-AS1	75.036452242891	27.5594908792434	48.7935529992705	48.3766153419101
ARHGEF35	583.507148362481	489.946504519882	604.209528629265	718.060741447568
CTAGE4	742.465948508605	796.163069844809	972.756577879074	717.112180362432
OR2AO1P	0	0	0	0
OR2A3P	0	0	0	0
OR2A13P	1.97464348007608	0	0	0
OR2A14	0	0	0	0
OR2A15P	0	0	0	0
OR2A2	0	0	0	0
OR2A12	0	0	0	0
OR2A41P	0	0	0	0
OR2A25	0	0	0	0
LOC105375548	0	0	0	0
OR2A5	0	0	0	0
OR6B1	0	0	0	0
SLC16A1P1	0	0	0	0
OR2Q1P	0	0	0	0
CAPZA1P5	0	0	0	0
OR2F1	0	0	0	0
OR2F2	0	0	0	0
LOC105375549	3.94928696015216	0	0	4.74280542567746
TCAF1	6438.32506678805	6981.73768940832	7086.48495261746	7347.55416545953
LOC112267988	22.7084000208749	10.2072188441642	12.4579284253457	1.89712217027099
LOC154761	47.3914435218259	34.7045440701583	99.6634274027654	39.8395655756907
TCAF2P1	33.5689391612933	14.2901063818299	23.8776961485792	45.5309320865036
RPL26P24	0	0	0	0
PAICSP6	0	0	0	0
CTAGE6	62.2012696223965	37.7667097234076	70.5949277436254	36.9938823202842
RNU6-267P	0	0	0	0
TCAF2	373.207617734379	239.869642837859	416.302441546968	276.979836859564
LOC101928466	1.97464348007608	0	0	0.948561085135493
TCAF1P1	1381.26311431322	1570.89098011687	1613.30173108226	1474.06392630056
RNU6-162P	0	0	0	0
CTAGE15	465.028539557916	399.102256806821	543.996207906761	370.887384287978
PAICSP5	0	0	0	0
RPL26P22	0	0	0	0
OR10AC1	0	0	0	0
LOC105375547	0	2.04144376883284	0	0
OR2R1P	0	0	0	0
TAS2R41	0	0	0	0
TAS2R60	0	2.04144376883284	0	0
TAS2R62P	0	0	0	0
EPHA1-AS1	5.92393044022824	4.08288753766568	6.22896421267283	15.1769773621679
EPHA1	2094.10941062068	2310.91434631878	1977.69613752362	2269.90667672923
MIR6892	0	0	0	0
FAM131B	30.6069739411792	64.3054787182345	51.9080351056069	62.6050316189425
ZYX	20851.2478278633	21126.9015636511	20662.5124541379	22938.1041607465
FAM131B-AS2	630.898591884307	660.407059217424	581.369993182798	541.628379612366
LOC124901856	120.453252284641	94.9271352507272	152.609623210484	129.004307578427
BCAP29	127.364504464907	105.134354094891	151.571462508372	143.232723855459
DUS4L	524.267843960199	582.832196001776	534.652761587752	462.89780954612
DUS4L-BCAP29	445.282104757156	430.74463522373	362.318085037137	378.475872969062
GPR22	0	2.04144376883284	0	0
RPL37AP6	0	0	0	0
LOC124901721	0	0	0	0
LOC124901720	16.7844695806467	19.393715803912	21.8013747443549	32.2510768946067
COG5	7832.42336372176	7928.96759814676	6498.88599522199	7096.18547789862
HBP1	4196.11739516167	3793.00252249142	4113.19270176829	3732.58787000816
PRKAR2B	339.638678573085	353.169772008082	285.494193080838	350.019040414997
KPNA7	1.97464348007608	0	0	1.89712217027099
SMURF1	5376.95419624716	5514.96034150192	5427.50415064226	5906.68987713871
LOC112268371	0	0	0	0
SLC25A5P3	2.96196522011412	0	5.19080351056069	2.84568325540648
LOC124901829	0	0	0	0
LINC01445	0	0	0	0
LOC124901807	83.9223479032333	113.300129170223	106.93055231755	101.496036109498
BACH2	137.237721865287	253.139027335272	128.731927061905	260.85429841226
GJA10	0	0	0	0
LOC644269	0	0	0	0
RPL22P14	0	0	0	0
CASP8AP2	5164.68002213898	4969.89485522355	5743.10500408435	4997.96835757891
LOC124901536	0	2.04144376883284	0	0
MDN1	24897.2923185392	26026.3666088499	24897.1699580533	25405.3115431839
PIMREGP3	0	0	0	0
TPBG	16407.3126759521	15484.3509865971	16434.0839144352	15275.627715022
LOC105377875	23.6957217609129	25.5180471104105	22.8395354464671	13.2798551918969
LOC105377874	0	0	0	0
LOC100132659	0	0	0	0
RNU6-130P	24.683043500951	28.5802127636598	46.7172315950463	32.2510768946067
IBTK	18233.8578950225	19057.898303939	17286.4138508692	17962.9012692108
RNU6-280P	0	0	0	0
TRA-AGC14-2	0	0	0	0
TRNAA-AGC	2.96196522011412	1.02072188441642	3.11448210633642	3.79424434054197
LOC124901290	24.683043500951	10.2072188441642	10.3816070211214	14.2284162770324
TRM-CAT5-2	1.97464348007608	0	4.15264280844856	0
LOC124901289	0	0	0	0
LOC105374992	0	0	0	0
TRI-AAT7-1	0.987321740038039	0	0	0
TRM-CAT4-1	0	0	0	0
TRM-CAT4-2	1.97464348007608	1.02072188441642	0	0
LOC124905602	0	0	0	0
TRI-AAT7-2	0	0	0	0
TRM-CAT5-1	0	0	0	0
LOC105374991	0	0	0	0
TRA-AGC10-1	0	0	0	0
TRA-AGC12-1	0	0	0	0
TRA-AGC14-1	0	0	0	0
LOC102724851	24.683043500951	23.4766033415777	19.7250533401306	19.9197827878453
ZNF322	2398.2045065524	2150.6610104654	2318.21284781641	2017.58942808319
VN1R14P	1.97464348007608	2.04144376883284	2.07632140422428	10.4341719364904
LOC105374989	7.89857392030431	15.3108282662463	20.7632140422428	14.2284162770324
ABT1	3479.32181189405	3684.80600274328	3674.05072477486	3858.74649433118
TRY-GTA6-1	2.96196522011412	1.02072188441642	1.03816070211214	0.948561085135493
TRY-GTA3-1	0.987321740038039	0	0	0.948561085135493
TRY-GTA8-1	5.92393044022824	7.14505319091495	1.03816070211214	1.89712217027099
TRA-AGC11-1	1.97464348007608	0	5.19080351056069	1.89712217027099
LOC105374988	0	4.08288753766568	2.07632140422428	1.89712217027099
TRY-GTA1-1	0	0	0	0
TRK-CTT2-4	27.6450087210651	30.6216565324926	25.9540175528035	31.3025158094713
TRP-AGG2-2	1.97464348007608	0	2.07632140422428	0
TRI-AAT5-1	22.7084000208749	4.08288753766568	5.19080351056069	13.2798551918969
TRA-CGC1-1	0	3.06216565324926	0	0
HMGN4	9033.00659960802	9762.18410255865	9406.77412183809	9473.27955724816
TRV-CAC1-6	3.94928696015216	1.02072188441642	3.11448210633642	5.69136651081296
TRR-ACG1-2	15.7971478406086	11.2279407285806	14.5342498295699	18.9712217027099
TRT-AGT2-1	0	0	0	0
HCG11	6.91125218026627	17.3522720350792	2.07632140422428	5.69136651081296
TRL-CAG1-7	0	0	0	3.79424434054197
RNU6-502P	0	0	0	0
BTN1A1	0	0	0	1.89712217027099
LOC107986583	0	0	1.03816070211214	0
BTN1A1P1	4.9366087001902	4.08288753766568	4.15264280844856	9.48561085135493
LOC285819	0	2.04144376883284	0	0
BTN2A1	2307.3709064689	2377.26126880584	2609.93600510992	2515.58399777933
TMEM14C	8074.31719003108	8529.15206618361	8821.25148584685	8460.21631832346
PAK1IP1	4584.13483899662	5182.20500718217	4935.41597784111	4648.89787824905
C6orf52	214.248817588255	205.165098767701	94.4726238922047	107.187402620311
GCNT2P1	1.97464348007608	0	0	1.89712217027099
RPL21P63	0	0	0	0
GCNT2	380.118869914645	382.770706656158	319.753496250539	376.578750798791
LOC100422564	0	0	0	0
LOC101928146	16.7844695806467	14.2901063818299	8.30528561689711	13.2798551918969
RPL23AP45	0	0	0	0
LOC124901156	0	0	0	0
TBC1D9B	34938.3544147261	36218.2746247479	34345.4705079759	36964.476926645
MRNIP-DT	85.8969913833094	133.714566858551	106.93055231755	93.9075474284138
RN7SKP150	0	0	0	0
MRNIP	1344.73220993181	1196.28604853605	1284.20478851272	1305.22005314644
SQSTM1	41508.9805946792	46815.4092287592	39290.229932136	44732.2436528196
MIR1229	0	0	0	0
MGAT4B	23146.7708734518	22308.8975058053	23676.2929723694	24303.0835622565
LTC4S	144.148974045554	191.895714270287	170.258355146391	197.300705708182
LOC100884169	58.2519826622443	51.0360942208211	58.1369993182798	70.1935203000264
MAML1	14938.1779267755	13978.7862070829	14629.7606141643	14494.9619419555
CANX	167398.426379969	163168.517555271	160501.720867941	153329.208045642
HMGB3P22	17.7717913206847	15.3108282662463	5.19080351056069	5.69136651081296
CBY3	3.94928696015216	0	0	3.79424434054197
LOC105377763	63.1885913624345	75.5334194468152	68.5186063394012	70.1935203000264
C5orf60	1.97464348007608	0	0	3.79424434054197
LOC100502572	0	0	0	0
HNRNPH1	73980.0179810503	59280.4648812525	80900.7490334927	64397.8120698486
RUFY1-AS1	114.529321844413	53.0775379896539	63.3278028288405	58.8107872784005
PRDX2P3	65.1632348425106	64.3054787182345	87.2054989774197	88.2161809176008
RUFY1	7145.24743265529	7624.79247659067	7527.70325101512	7169.22468145405
LOC100289470	0	0	0	0
LOC100128622	0.987321740038039	2.04144376883284	0	1.89712217027099
LOC124901224	0	0	0	0
LOC107986494	0	0	0	0
LOC124901149	0	0	0	0
LOC105377759	8.88589566034235	0	10.3816070211214	1.89712217027099
ADAMTS2	29.6196522011412	12.2486626129971	25.9540175528035	21.8169049581163
LOC105378199	4.9366087001902	4.08288753766568	2.07632140422428	0
LOC100419552	0	4.08288753766568	0	0
PCDHB15	5.92393044022824	16.3315501506627	2.07632140422428	9.48561085135493
PCDHB19P	0	0	0	0
PCDHB18P	0	0	0	0
PCDHB14	0	0	0	0
PCDHB13	0	0	0	0
PCDHB12	0	0	0	0
PCDHB11	0	0	0	0
PCDHB10	0	0	0	0
PCDHB9	0	0	0	0
PCDHB16	0	0	0	0
PCDHB8	0	0	0	0
PCDHB7	0	0	0	0
PCDHB17P	0	0	0	0
PCDHB6	0	0	0	0
PCDHB5	0	0	0	0
PCDHB4	0	0	0	0
PCDHB3	0	0	0	0
PCDHB2	0	0	0	0
PCDHB@	920.183861715453	724.712537935659	958.222328049504	625.10175510429
PCDHB1	0	0	0	0
PCDHB1-AS1	0	0	0	0
PCDHACT	0	0	0	0
PCDHAC2	0	0	0	0
PCDHAC1	0	0	0	0
PCDHA13	0	0	0	0
PCDHA12	0	0	0	0
LOC112267934	87.8716348633855	121.465904245554	138.075373380914	133.747113004104
PCDHA11	0	0	0	0
PCDHA14	0	0	0	0
PCDHA10	0	0	0	0
PCDHA9	0	0	0	0
PCDHA8	0	0	0	0
PCDHA7	0	0	0	0
PCDHA6	0	0	0	0
PCDHA5	0	0	0	0
PCDHA4	0	0	0	0
PCDHA3	0	0	0	0
PCDHA2	0	0	0	0
PCDHA@	836.261513812219	787.997294769477	802.498222732683	782.562895236781
PCDHA1	0	0	0	0
LOC100421074	0	0	0	0
NCOA4P4	1.97464348007608	1.02072188441642	0	1.89712217027099
LOC101059986	0	0	3.11448210633642	0
STING1	6982.33934554901	6326.43423961298	7135.27850561673	6352.51358715239
SMIM33	1.97464348007608	2.04144376883284	2.07632140422428	0
ECSCR	25.670365240989	2.04144376883284	44.640910190822	13.2798551918969
RNU5B-4P	0	0	0	0
LOC124905454	0	0	0	0
DNAJC18	1175.9001923853	1338.16639046993	1086.95425511141	1215.10675005857
PRDM9	0	0	0	0
LOC105374685	1.97464348007608	3.06216565324926	2.07632140422428	4.74280542567746
LOC124900567	0	0	0	0
LOC112268347	0	0	0	0
LOC124905413	0	0	0	0
LOC124900629	0	0	0	0
LOC107987432	0	0	0	0
GUSBP1	731.605409368187	683.883662559002	770.315240967207	784.460017407052
LOC102723561	0	0	0	0
LOC105374639	0	0	0	0
UBE2QL1	0	0	0	0
MED10	1879.86059303243	2220.07009860572	2147.95449267002	2183.5876179819
LINC02145	0	0	0	0
LOC105374625	0	0	0	0
LOC124905601	0	0	0	0
PMCHL1	0	0	0	0
LOC643367	0	0	0	0
LOC124905600	0	0	0	0
LOC124905598	0	0	0	0
GTF2H2B	380.118869914645	525.671770474457	339.478549590669	366.1445788623
LOC124905596	0	0	0	0
LOC124900626	0	0	0	0
LOC124905597	0	0	0	0
GUSBP13	3.94928696015216	13.2693844974135	36.3356245739249	13.2798551918969
LOC124905599	0	0	0	0
CDH12P1	0	0	0	0
RPL23AP84	0.987321740038039	1.02072188441642	0	1.89712217027099
DUX4	0	0	0	0
LOC124905409	0	0	0	0
LOC124905410	0	0	0	0
LOC124905411	0	0	0	0
LOC124905408	0	0	0	0
DUX4L2	0	0	0	0
DUX4L3	0	0	0	0
DUX4L1	0	0	0	0
DUX4L4	0	0	0	0
DUX4L5	0	0	0	0
DUX4L6	0	0	0	0
DUX4L7	0	0	0	0
DUX4L8	0	0	0	0
DBET	4.9366087001902	0	6.22896421267283	0
CLUHP4	0	0	0	0
AGGF1P1	19.7464348007608	12.2486626129971	24.9158568506913	19.9197827878453
LOC124905412	0	0	0	0
LOC107987487	0	0	0	0
LOC107987486	0	0	0	0
LOC107987485	0	0	0	0
LOC107987484	0	0	0	0
LOC105377612	0	0	0	0
LOC105377611	0	0	0	0
LOC100419960	0	0	0	0
DCHS2	1.97464348007608	12.2486626129971	2.07632140422428	10.4341719364904
LOC101927947	5.92393044022824	5.10360942208211	7.26712491478497	7.58848868108394
RNU6-1282P	0	0	0	0
PRSS48	0	0	0	5.69136651081296
LOC105377485	1.97464348007608	0	2.07632140422428	5.69136651081296
LOC107986196	55.2900174421302	95.9478571351436	80.9765347647468	79.6791311513814
SH3D19	21944.2129940855	22405.8660848249	20478.7580098641	21098.8442166688
SNORD73A	0	0	0	0
SNORD73B	111.567356624298	119.424460476721	90.3199810837561	112.878769131124
RPS3A	144396.791802303	144673.037009646	155356.596428273	144453.521972029
LOC105377270	0	0	0	0
PRR27	0	0	0	0
CSN1S2BP	0	0	0	0
CSN1S2AP	0	0	0	0
HTN1	0	0	0	0
HTN3	0	0	0	0
STATH	0	0	0	0
LOC105377269	0	0	0	0
CSN2	0	0	0	0
LOC105377261	0	0	0	0
LOC105377260	0	0	0	0
LINC02619	0	0	0	0
LOC105377672	0	0	0	0
ANKRD20A12P	0	0	0	0
LOC124905453	0	0	0	0
LOC124900865	0	0	0	0
MTND3P22	3.94928696015216	0	0	2.84568325540648
MTCO3P39	5.92393044022824	1.02072188441642	2.07632140422428	0
LOC124900699	8.88589566034235	10.2072188441642	2.07632140422428	3.79424434054197
SNX18P23	0	0	0	0.948561085135493
LOC100419003	0.987321740038039	0	0	0
LOC101927209	6.91125218026627	6.12433130649853	2.07632140422428	1.89712217027099
LOC105374521	0	0	0	0
CDC42P6	269.538835030385	322.548115475589	314.562692739978	237.140271283873
GBA3	0	0	0	0
C1QTNF7-AS1	12.8351826204945	18.3729939194956	10.3816070211214	5.69136651081296
CPEB2	2520.63240231711	2770.23919430617	2386.73145415581	2444.44191639416
CPEB2-DT	22.7084000208749	8.16577507533137	17.6487319359064	9.48561085135493
LOC105374498	0	0	2.07632140422428	0.948561085135493
HMX1	0	0	0	0
LOC101928532	0	0	0	0
FAM53A	388.017443834949	408.288753766568	312.486371335754	438.235221332598
LOC105374349	2.96196522011412	0	2.07632140422428	1.89712217027099
LOC105374348	0	0	0	0
LOC105374262	0	0	0	0
LINC02041	0	0	0	0
LOC124905594	0	0	0	0
RTP4	19.7464348007608	10.2072188441642	18.6868926380185	25.6111492986583
LOC101929130	0	0	0	0
LOC105374260	0	2.04144376883284	0	3.79424434054197
MASP1	40.4801913415596	34.7045440701583	24.9158568506913	29.4053936392003
RTP1	0	0	2.07632140422428	0.948561085135493
LOC101929106	0	0	0	0
NAALADL2	251.7670437097	257.221914872938	246.044086400577	258.957176241989
RNU6-1233P	0	0	0	0
MIR4789	0	0	0	0
EEFSEC	2275.77661078768	2415.02797852925	1959.00924488561	2254.72969936707
RUVBL1	13576.6612472631	14660.6284258731	14448.0824912946	14635.3489825555
RNU6-823P	0	0	0	1.89712217027099
LOC100532749	0	0	0	0
LOC100420831	32.5816174212553	34.7045440701583	29.0684996591399	42.6852488310972
SLC9C1	3.94928696015216	0	0	0
TBILA	0	0	0	0
GCSAM	93.7955653036137	91.8649695974779	102.777909509102	128.055746493292
C3orf52	896.48813995454	1000.30744672809	837.795686604496	914.412886070615
LINC00879	0	0	0	0
WDR82P1	43.4421565616737	51.0360942208211	64.3659635309526	57.8622261932651
LOC101930420	0.987321740038039	9.18649695974779	4.15264280844856	10.4341719364904
CADM2	0	0	2.07632140422428	0
LOC105377193	0	0	0	0
LINC02025	0	0	0	0
LINC00971	0	0	0	0
RPS3AP15	0	0	0	0
SNRPCP10	0	0	0	0
ENPP7P2	4.9366087001902	0	0	0.948561085135493
LINC02018	19.7464348007608	13.2693844974135	13.4960891274578	10.4341719364904
FAM86DP	1705.10464504569	1662.75594971435	1417.08935838307	1553.74305745194
ALG1L6P	11.8478608804565	6.12433130649853	14.5342498295699	16.1255384473034
LSP1P2	0	0	0	0
LOC124905452	7.89857392030431	2.04144376883284	6.22896421267283	5.69136651081296
OR7E55P	0.987321740038039	0	0	0
RNA5SP136	0	0	0	0
LOC105377162	0	0	0	0
LOC102724817	0	0	0	0
LOC105377161	1.97464348007608	3.06216565324926	2.07632140422428	6.63992759594845
RNU1-62P	0	0	0	0
LOC124905404	0	0	0	0
LOC105377160	0	0	0	0
RYBP	6709.83854529851	6341.74506787922	6325.51315796926	6108.73338827257
LRIG1	2070.41368885977	2506.89294812673	1765.91135429275	2393.21961779685
DPPA4P1	8.88589566034235	9.18649695974779	5.19080351056069	12.3312941067614
RN7SL482P	1.97464348007608	1.02072188441642	4.15264280844856	3.79424434054197
RNU6-787P	0	0	0	0
LOC107986095	0	0	0	0
SLC25A26	2152.36139328293	2298.66568370578	2179.09931373338	2433.05918337254
LOC105377128	1.97464348007608	2.04144376883284	1.03816070211214	0
MAGI1	2154.336036763	2304.79001501228	2172.87034952071	2337.25451377385
ZDHHC3	8908.60406036323	8757.79376829289	8915.72410973905	9026.50728614935
TGM4	442.320139537042	687.966550096668	403.844513121622	549.21686829345
PPIAP18	32.5816174212553	57.1604255273196	30.106660361252	31.3025158094713
TMEM42	879.703670373893	863.530714216292	759.933633946086	834.733754919234
MIR564	0	0	0	0
HNRNPA1P77	34.5562609013314	41.8495972610733	34.2593031697006	45.5309320865036
KIF15	3405.2726813912	3673.5780620147	3622.14268966925	3609.27492894055
KIAA1143	6701.93997137821	5780.34803145019	6753.23536723946	5565.20788648993
ZNF501	0	0	0	0
LOC105377056	0	0	0	0
ZNF502	0	4.08288753766568	0	0
SOCS5P3	0	0	0	0
LOC100419752	4.9366087001902	0	0	0
LOC124905403	1.97464348007608	0	0	1.89712217027099
ZNF35	1239.08878374774	1394.30609411283	1315.34960957608	1347.90530197753
ZNF197	2.96196522011412	9.18649695974779	6.22896421267283	7.58848868108394
ZNF197-AS1	7.89857392030431	19.393715803912	17.6487319359064	12.3312941067614
ZNF660	1.97464348007608	2.04144376883284	0	0
ZNF660-ZNF197	0	0	0	0
MPRIPP1	152.047547965858	161.274057737795	175.449158656951	134.69567408924
ZKSCAN7-AS1	4.9366087001902	10.2072188441642	2.07632140422428	5.69136651081296
ZKSCAN7	0.987321740038039	2.04144376883284	1.03816070211214	5.69136651081296
LOC100419748	0	0	0	0
EI24P3	0	1.02072188441642	0	0
ZNF852	1242.05074896785	1146.27067619964	1034.00805930369	1057.64560992607
LOC101928529	11.8478608804565	23.4766033415777	12.4579284253457	17.0740995324389
CTDSPL	8241.17456409751	8307.65541726525	7253.62882565752	7538.21494357176
NDUFAF4P3	0	5.10360942208211	4.15264280844856	0
ITGA9-AS1	15.7971478406086	15.3108282662463	17.6487319359064	26.5597103837938
RPL21P135	0	0	0	0
RNU7-73P	0	0	0	0
ITGA9	1.97464348007608	2.04144376883284	14.5342498295699	3.79424434054197
APRG1	246.83043500951	281.719240098932	264.730979038595	319.665085690661
TRIM71	9.87321740038039	0	0	1.89712217027099
RPL23AP43	0	2.04144376883284	2.07632140422428	0
SUGT1P2	47.3914435218259	62.2640349494017	24.9158568506913	70.1935203000264
LOC124905595	0	0	0	0
CNOT10	4881.31868274807	4701.44499962204	4577.25053561242	4795.92484644505
RPL30P4	0	0	0	0
PLCL2-AS1	2.96196522011412	0	2.07632140422428	1.89712217027099
MIR3714	0	0	0	0
PLCL2	666.442174525676	701.235934594081	706.987438138367	767.385917874613
LOC105376972	0	0	0	0
CDYLP1	0	0	0	0
LOC124905414	0	0	0	0
NDUFA10	12450.1271418797	12968.2715415106	13492.9746453515	13133.776784786
LOC150935	0	0	0	0
TWIST2	2860.2710808902	3046.85482498302	3088.52808878361	3214.67351752418
LOC100287387	116.503965324489	126.569513667636	125.617444955569	104.341719364904
LOC124905451	0	0	0	0
DGKD	12723.6152638702	12449.7448242271	12141.2894112015	12456.5041699993
SAG	0	2.04144376883284	0	0
SCARNA6	1160.1030445447	1105.44180082298	731.903294989058	1241.66646044236
SCARNA5	2046.71796709886	1345.31144366084	994.557952623429	1549.00025202626
ATG16L1	5055.08730899476	5114.83736281069	5010.16354839318	4625.18385112066
RN7SL32P	12.8351826204945	24.4973252259941	15.5724105316821	11.3827330216259
INPP5D	7515.49308516955	7892.22161030777	8388.33847306608	8980.02779297771
LOC100533727	0	0	0	0
CRYGC	0	9.18649695974779	0	0
CRYGD	0	0	0	0
LOC100507443	0	0	0	0
CRYGEP	0	0	0	0
LOC124905439	0	0	0	0
LOC105373854	0	2.04144376883284	0	0
RPL12P17	4.9366087001902	8.16577507533137	8.30528561689711	7.58848868108394
RNA5SP116	0	0	0	0
RPL9P14	0	0	0	0
RNU6-360P	0.987321740038039	2.04144376883284	2.07632140422428	1.89712217027099
HNRNPA1P51	0	0	1.03816070211214	0
ACER2P1	1.97464348007608	2.04144376883284	2.07632140422428	3.79424434054197
ZDBF2	4632.51360425848	4648.36746163238	3943.97250732402	4235.32524512997
RN7SKP260	0	0	0	0
HMGN1P6	0	0	0	0
ATP5POP1	0	0	0	0
RN7SKP200	0	0	1.03816070211214	0
CMKLR2-AS	0	0	0	0
CMKLR2	207.337565407988	159.232613968962	137.037212678802	198.249266793318
SNORA41	58.2519826622443	66.3469224870674	70.5949277436254	65.450714874349
SNORD51	62.2012696223965	40.8288753766568	45.6790708929341	41.7366877459617
EEF1B2	40236.3228717702	41920.027071098	41059.2557685351	42605.5696999458
GCSHP3	0	0	0	0
NDUFS1	28393.3986000139	29073.2214338329	27239.2605020183	27947.455251347
RPL27P8	0	0	0	0
INO80D	10385.6373834601	10229.6747256214	10505.1481446727	9917.20614509158
PPIAP68	0	0	0	0
RN7SKP178	0	0	0	0
MIR3606	0	0	0	0
MIR1245B	0	0	0	0
MIR1245A	0	0	0	0
COL3A1	3.94928696015216	0	0	0
LOC105373791	0	0	0	0
DLX1	132.301113165097	272.532743139184	147.418819699924	198.249266793318
METAP1D	952.765479136708	1170.76800142564	891.780043114327	927.692741262512
LOC124905590	10.8605391404184	6.12433130649853	15.5724105316821	10.4341719364904
LOC100420002	8.88589566034235	4.08288753766568	1.03816070211214	7.58848868108394
HAT1	6582.47404083361	6602.02914840541	7036.65323891608	6384.764664047
LOC105373740	0	1.02072188441642	0	2.84568325540648
RNU6-182P	2.96196522011412	3.06216565324926	3.11448210633642	1.89712217027099
SLC25A12	5168.62930909914	4923.96237042482	5352.75658009019	4852.83851155318
DYNC1I2	12138.1334720277	12301.7401509867	12338.5399446028	11403.6013654989
RPL21P38	0	0	0	0
TEKT4P3	0	0	0	0
RPL19P4	0.987321740038039	0	0	0
MTCYBP8	0	0	0	0
MTND6P8	0	0	0	0
MTND5P29	0	0	0	0
MTND4LP15	0	0	0	0
MTCO3P7	0	0	0	0
MTATP6P7	0	0	0	0
MTCO2P7	0	0	0	0
MTCO1P7	0	1.02072188441642	0	0
MTND2P22	0	0	0	0
NMTRQ-TTG7-1	0	0	0	0
MTND1P29	0	0	0	0
MED15P5	0	0	0	0
NOC2LP1	155.009513185972	126.569513667636	113.159516530223	118.570135641937
RHOQP3	51.340730481978	28.5802127636598	23.8776961485792	25.6111492986583
TUBA3E	1.97464348007608	0	0	0
MIR4784	71.0871652827388	75.5334194468152	52.9461958077191	79.6791311513814
MZT2B	10045.998704887	10341.9541329072	10931.8321932408	10540.4107780256
SMPD4	11840.9496282762	12259.8905537256	12652.0644766406	13259.9354091091
CCDC74B	11.8478608804565	24.4973252259941	18.6868926380185	32.2510768946067
MED15P9	0	0	0	0
RNU6-1049P	0	0	0	0
POTEF-AS1	0	0	0	0
POTEF	14.8098261005706	15.3108282662463	13.4960891274578	6.63992759594845
CYP4F27P	0	0	0	0
KLF2P1	0	0	0	0
FAR2P1	4.9366087001902	1.02072188441642	11.4197677232335	3.79424434054197
ARHGAP42P2	0	0	0	0
LOC646674	1.97464348007608	0	0	1.89712217027099
LOC100422513	0	0	0	0
RAB6C	47.3914435218259	27.5594908792434	45.6790708929341	44.5823710013682
RAB6C-AS1	0	0	0	0
RPL22P7	0	0	0	0
LINC01856	0	0	0	0
PLAC9P1	0	0	0	0
LOC105373616	0	0	0	0
LINC02572	1.97464348007608	4.08288753766568	2.07632140422428	1.89712217027099
SLC6A14P3	0	0	0	0
LOC124905591	7.89857392030431	11.2279407285806	13.4960891274578	10.4341719364904
RNU7-96P	1.97464348007608	7.14505319091495	1.03816070211214	5.69136651081296
HMGN1P36	921.171183455491	1024.80477195409	899.047168029112	906.824397389531
TMEM131	12909.2317509974	12788.6244898533	12436.1270506013	12873.8710474589
ZAP70	17.7717913206847	4.08288753766568	4.15264280844856	3.79424434054197
C2orf92	223.134713248597	175.564164119624	219.051908145661	238.088832369009
LOC124900516	0	0	0	0
RNU4-8P	0	0	0	0
