transcript,MCF10A,MDAMB436
L1FLnI_11p13d,10.99005766,0
L1FLnI_15q23m,10.99005766,6.837793854
L1FLnI_15q25.2i,10.99005766,51.28345391
L1FLnI_2p25.1e,10.99005766,23.93227849
L1FLnI_2p13.1f,10.99005766,78.63462932
L1FLnI_5q35.2k,10.99005766,54.70235083
L1FLnI_15q26.2g,10.99005766,20.51338156
L1FLnI_Xp22.2t,10.99005766,0
L1FLnI_3p14.3d,10.99005766,13.67558771
L1FLnI_11q22.2b,10.99005766,17.09448464
L1FLnI_12q13.2h,10.99005766,13.67558771
L1FLnI_11q24.3j,10.99005766,23.93227849
L1FLnI_14q12va,10.99005766,0
L1FLnI_18q12.1ca,10.99005766,6.837793854
L1FLnI_Xp11.21db,10.99005766,23.93227849
L1FLnI_5p13.2aa,10.99005766,64.95904161
L1FLnI_3q13.11b,10.99005766,20.51338156
L1FLnI_14q31.1n,10.99005766,30.77007234
L1FLnI_2q14.1a,10.99005766,37.6078662
L1FLnI_12q23.1ha,10.99005766,0
L1FLnI_12q21.33d,10.99005766,17.09448464
L1FLnI_2q24.3q,10.99005766,20.51338156
L1FLnI_7q31.1p,10.99005766,13.67558771
L1FLnI_3p25.1g,10.99005766,20.51338156
L1FLI_3q23,10.99005766,129.9180832
L1FLnI_4q12v,10.99005766,27.35117542
L1FLnI_10p12.31i,10.99005766,0
L1FLnI_15q13.3h,10.99005766,10.25669078
L1FLnI_16q22.2h,10.99005766,126.4991863
L1FLnI_1p22.1k,10.99005766,0
L1FLnI_1q23.1t,10.99005766,0
L1FLnI_2p24.2a,10.99005766,6.837793854
L1FLnI_2q33.1q,10.99005766,6.837793854
L1FLnI_3p14.3p,10.99005766,0
L1FLnI_3p14.2g,10.99005766,6.837793854
L1FLnI_3p14.2y,10.99005766,0
L1FLnI_3q22.2i,10.99005766,0
L1FLnI_3q26.1p,10.99005766,6.837793854
L1FLnI_4q13.1va,10.99005766,13.67558771
L1FLnI_5q13.3c,10.99005766,0
L1FLnI_5q23.3s,10.99005766,27.35117542
L1FLnI_5q33.1n,10.99005766,0
L1FLnI_5q33.3k,10.99005766,0
L1FLnI_6q13ha,10.99005766,27.35117542
L1FLnI_7p21.2e,10.99005766,0
L1FLnI_8q21.13i,10.99005766,37.6078662
L1FLnI_8q23.1c,10.99005766,23.93227849
L1FLnI_9q21.12e,10.99005766,78.63462932
L1FLnI_9q33.2f,10.99005766,0
L1FLnI_11q25i,10.99005766,13.67558771
L1FLnI_12q12ga,10.99005766,0
L1FLnI_12q23.1ja,10.99005766,30.77007234
L1FLnI_13q12.3a,10.99005766,44.44566005
L1FLnI_14q21.2e,10.99005766,13.67558771
L1FLnI_15q13.2a,10.99005766,30.77007234
L1FLnI_15q21.2a,10.99005766,20.51338156
L1FLI_17p13.1,10.99005766,41.02676313
L1FLnI_Xp11.21rb,10.99005766,41.02676313
L1ORF2_Xq13.3,10.99005766,30.77007234
L1FLnI_Xq26.3b,10.99005766,6.837793854
L1FLnI_Xq28ga,10.99005766,10.25669078
L1FLnI_14q21.1q,10.99005766,20.51338156
L1FLnI_Xq26.1e,10.99005766,51.28345391
L1FLnI_10q22.2b,10.99005766,17.09448464
L1FLnI_22q12.3i,10.99005766,6.837793854
L1FLnI_1q31.3o,10.99005766,13.67558771
L1FLnI_2p16.2f,10.99005766,23.93227849
L1FLnI_3p14.3a,10.99005766,13.67558771
L1FLnI_5q21.2a,10.99005766,147.0125679
L1FLnI_6q22.31ka,10.99005766,6.837793854
L1FLnI_8p12fa,10.99005766,20.51338156
L1FLnI_8p12ja,10.99005766,6.837793854
L1FLnI_8q12.1y,10.99005766,41.02676313
L1FLnI_9q12a,10.99005766,0
L1FLnI_10p12.2a,10.99005766,23.93227849
L1FLnI_12q12ea,10.99005766,6.837793854
L1FLnI_12q14.1k,10.99005766,0
L1FLnI_12q23.3e,10.99005766,41.02676313
L1FLnI_13q12.3i,10.99005766,13.67558771
L1FLnI_20q13.12h,10.99005766,17.09448464
L1FLnI_Xq21.1if,10.99005766,41.02676313
L1FLnI_Yp11.2fa,10.99005766,0
L1FLnI_3p11.1o,10.99005766,51.28345391
L1FLnI_4q27y,10.99005766,6.837793854
L1FLnI_5p15.2p,10.99005766,44.44566005
L1FLnI_5q23.1b,10.99005766,27.35117542
L1FLnI_13q12.12c,10.99005766,6.837793854
L1FLnI_5q33.2a,10.99005766,17.09448464
L1FLnI_Xq22.1fb,10.99005766,37.6078662
L1FLnI_4q35.1a,10.99005766,10.25669078
L1FLI_6q16.3,10.99005766,27.35117542
L1FLnI_6q27q,10.99005766,17.09448464
L1FLnI_8q21.13o,10.99005766,71.79683547
L1FLnI_8q22.2d,10.99005766,20.51338156
L1FLnI_9q31.2t,10.99005766,13.67558771
L1FLnI_14q13.3i,10.99005766,13.67558771
L1FLnI_14q22.3n,10.99005766,27.35117542
L1FLnI_1p31.1cb,10.99005766,6.837793854
L1FLnI_1q21.3b,10.99005766,0
L1FLnI_6q16.3b,10.99005766,27.35117542
L1FLnI_18q21.1n,10.99005766,41.02676313
L1FLnI_3p26.2d,10.99005766,17.09448464
L1FLnI_7p22.3,10.99005766,17.09448464
L1FLnI_13q14.3b,10.99005766,13.67558771
L1FLnI_1p21.3g,10.99005766,0
L1FLnI_12p13.31n,10.99005766,6.837793854
L1FLnI_19q13.12a,10.99005766,10.25669078
L1FLnI_Xq24j,10.99005766,27.35117542
L1FLnI_6p21.1h,10.99005766,17.09448464
L1FLnI_9q21.33b,10.99005766,13.67558771
L1FLnI_18q12.3i,10.99005766,6.837793854
L1FLnI_15q26.2h,10.99005766,0
L1FLnI_2q33.1v,10.99005766,0
L1FLnI_10p12.1i,10.99005766,17.09448464
L1FLnI_10p11.22e,10.99005766,10.25669078
L1FLnI_15q25.3a,10.99005766,30.77007234
L1FLnI_18q21.2q,10.99005766,20.51338156
L1FLnI_2q11.1e,10.99005766,23.93227849
L1FLnI_3p21.2k,10.99005766,10.25669078
L1FLnI_13q14.11e,10.99005766,30.77007234
L1FLnI_Xq13.1d,10.99005766,10.25669078
L1FLI_2p24.2,10.99005766,0
L1FLnI_11p15.4c,10.99005766,82.05352625
L1FLnI_2q24.1n,10.99005766,51.28345391
L1FLnI_1p31.3k,10.99005766,0
L1FLnI_8q21.3ba,10.99005766,82.05352625
L1FLnI_3p24.3u,10.99005766,20.51338156
L1FLnI_13q12.12e,10.99005766,170.9448464
L1FLnI_18q21.1i,10.99005766,54.70235083
L1FLnI_14q31.3r,10.99005766,0
L1FLnI_2p14n,10.99005766,23.93227849
L1FLnI_3q23c,10.99005766,10.25669078
L1FLnI_4p15.33j,10.99005766,0
L1FLnI_4q32.3u,10.99005766,20.51338156
L1FLnI_4q35.1b,10.99005766,17.09448464
L1FLnI_5q12.1c,10.99005766,0
L1FLnI_7p15.3e,10.99005766,0
L1FLnI_8q24.3b,10.99005766,0
L1FLnI_10q23.33r,10.99005766,0
L1FLnI_10q25.1z,10.99005766,41.02676313
L1FLnI_14q23.1ca,10.99005766,105.9858047
L1FLI_18q21.32,10.99005766,41.02676313
L1FLI_3p14.1,10.99005766,20.51338156
L1FLnI_2q33.1p,10.99005766,0
L1FLnI_3q22.3i,10.99005766,0
L1FLnI_4q24va,10.99005766,13.67558771
L1FLnI_2q23.3n,10.99005766,44.44566005
L1FLnI_12q14.1h,10.99005766,0
L1FLnI_9q31.1b,10.99005766,23.93227849
L1FLnI_5q21.1i,10.99005766,37.6078662
L1FLnI_4q21.1p,10.99005766,0
L1FLnI_12p12.3r,10.99005766,20.51338156
L1FLnI_4q26j,10.99005766,27.35117542
L1FLnI_9p22.2g,10.99005766,20.51338156
L1FLnI_14q31.1b,10.99005766,51.28345391
L1FLnI_11q24.2i,10.99005766,10.25669078
L1FLnI_Xq21.1yb,10.99005766,6.837793854
L1FLnI_12p13.32c,10.99005766,218.8094033
L1FLnI_2p23.1e,10.99005766,10.25669078
L1FLnI_12q15k,10.99005766,362.4030743
L1FLnI_13q14.11q,10.99005766,0
L1FLnI_2p22.3b,10.99005766,6.837793854
L1FLnI_Xq13.2ea,10.99005766,54.70235083
L1FLnI_Xq22.1cb,10.99005766,51.28345391
L1FLnI_3q13.2i,10.99005766,10.25669078
L1FLnI_4q12s,10.99005766,47.86455698
L1FLnI_16q22.2e,10.99005766,41.02676313
L1FLnI_21q11.2d,10.99005766,10.25669078
L1FLnI_8q11.21o,10.99005766,27.35117542
L1FLnI_18p11.32n,10.99005766,30.77007234
L1FLnI_11p14.2c,10.99005766,17.09448464
L1FLnI_6q14.1yb,10.99005766,20.51338156
L1FLnI_3p14.1fa,10.99005766,0
L1FLI_9p22.1,10.99005766,30.77007234
L1FLnI_Xq22.1ib,10.99005766,0
L1FLnI_22q12.3f,10.99005766,17.09448464
L1FLnI_6p11.2c,10.99005766,17.09448464
L1FLnI_12p13.2g,10.99005766,205.1338156
L1FLnI_2q24.3v,10.99005766,13.67558771
L1FLnI_3p25.1j,10.99005766,20.51338156
L1FLnI_3q25.1c,10.99005766,23.93227849
L1FLnI_12q13.11p,10.99005766,95.72911396
L1FLnI_14q22.2f,10.99005766,41.02676313
L1FLnI_1q24.2h,10.99005766,51.28345391
L1FLnI_1q31.2p,10.99005766,37.6078662
L1FLnI_6p24.3f,10.99005766,37.6078662
L1FLnI_11q23.2e,10.99005766,58.12124776
L1FLnI_16q12.1a,10.99005766,30.77007234
L1FLnI_6q21e,10.99005766,17.09448464
L1FLnI_8q22.3d,10.99005766,8940.415464
L1FLnI_8q23.3v,10.99005766,17.09448464
L1FLnI_9q31.3g,10.99005766,30.77007234
L1FLnI_Xq21.1hf,10.99005766,17.09448464
L1FLnI_5q35.1c,10.99005766,23.93227849
L1FLnI_2p24.1a,10.99005766,30.77007234
L1FLnI_22q11.1k,10.99005766,10.25669078
L1FLnI_3q26.31b,10.99005766,27.35117542
L1FLnI_15q23g,10.99005766,41.02676313
L1FLnI_4q32.1q,10.99005766,0
L1FLnI_7q21.11ba,10.99005766,17.09448464
L1FLnI_11p13x,10.99005766,119.6613924
L1FLnI_8q24.23f,10.99005766,23.93227849
L1FLnI_3q13.12d,10.99005766,13.67558771
L1FLnI_4q21.21k,10.99005766,44.44566005
L1FLI_6q13,10.99005766,0
L1FLnI_6q24.3c,10.99005766,17.09448464
L1FLnI_7q21.13x,10.99005766,6.837793854
L1FLnI_11p14.3i,10.99005766,0
L1FLnI_Xq21.1lc,10.99005766,0
L1FLnI_9q33.1n,10.99005766,13.67558771
L1FLnI_8q12.3x,10.99005766,0
L1FLnI_1q32.2k,10.99005766,10.25669078
L1FLnI_7q21.13z,10.99005766,27.35117542
L1FLnI_5q15y,10.99005766,0
L1FLnI_15q25.2b,10.99005766,13.67558771
L1FLnI_6q13o,10.99005766,10.25669078
L1FLnI_9p24.1u,10.99005766,0
L1FLnI_1q24.3j,10.99005766,10.25669078
L1FLnI_4p13d,10.99005766,30.77007234
L1FLnI_1p31.1z,10.99005766,0
L1FLnI_1q32.3a,10.99005766,51.28345391
L1FLnI_2q32.1g,10.99005766,0
L1FLnI_7q33j,10.99005766,6.837793854
L1FLnI_10q23.1na,10.99005766,10.25669078
L1FLnI_Xq21.31cb,10.99005766,10.25669078
L1FLnI_11p15.4ha,10.99005766,20.51338156
L1FLnI_17q24.3d,10.99005766,27.35117542
L1FLnI_11q24.2g,10.99005766,0
L1FLI_5q35.3,10.99005766,64.95904161
L1FLnI_4q32.3o,10.99005766,17.09448464
L1FLnI_4q12ha,10.99005766,27.35117542
L1FLnI_2q22.3p,10.99005766,6.837793854
L1FLnI_4q24y,10.99005766,0
L1FLnI_3q11.2f,10.99005766,6.837793854
L1FLnI_3p24.1n,10.99005766,10.25669078
L1FLnI_10p11.21k,10.99005766,13.67558771
L1FLnI_18p11.31j,10.99005766,44.44566005
L1FLnI_4p12c,10.99005766,0
L1FLnI_5q13.1i,10.99005766,20.51338156
L1ORF2_6p22.3,10.99005766,0
L1FLnI_5q31.1t,10.99005766,10.25669078
L1FLnI_11p15.3m,10.99005766,0
L1FLnI_16p11.1e,10.99005766,10.25669078
L1FLnI_4q31.23q,10.99005766,20.51338156
L1FLnI_3p24.3la,10.99005766,6.837793854
L1FLnI_9p21.3ha,10.99005766,0
L1FLnI_1p34.2b,7.326705107,58.12124776
L1FLnI_1p32.3e,7.326705107,10.25669078
L1FLnI_1p32.2c,7.326705107,13.67558771
L1FLnI_1p31.1tb,7.326705107,17.09448464
L1FLnI_1p22.3l,7.326705107,13.67558771
L1FLnI_1p22.2q,7.326705107,0
L1FLnI_1p21.3f,7.326705107,10.25669078
L1FLnI_1q21.2c,7.326705107,10.25669078
L1FLnI_1q23.1i,7.326705107,0
L1FLnI_1q23.3s,7.326705107,6.837793854
L1FLnI_1q24.1h,7.326705107,0
L1FLnI_1q42.12b,7.326705107,0
L1FLnI_2p16.3y,7.326705107,0
L1FLnI_2p16.1e,7.326705107,13.67558771
L1FLnI_2p12l,7.326705107,10.25669078
L1FLnI_2p12da,7.326705107,37.6078662
L1FLnI_2p12ea,7.326705107,0
L1FLnI_2q22.2j,7.326705107,348.7274866
L1FLnI_2q24.2f,7.326705107,30.77007234
L1FLnI_2q33.3b,7.326705107,30.77007234
L1FLnI_2q35g,7.326705107,17.09448464
L1FLnI_2q36.3k,7.326705107,17.09448464
L1FLnI_2q37.1i,7.326705107,61.54014469
L1FLnI_3p26.1c,7.326705107,0
L1FLnI_3p25.2b,7.326705107,27.35117542
L1FLnI_3p25.1f,7.326705107,6.837793854
L1FLnI_3p24.1r,7.326705107,0
L1FLnI_3p22.1ca,7.326705107,13.67558771
L1FLnI_3p21.1f,7.326705107,51.28345391
L1ORF2_3p21.1,7.326705107,44.44566005
L1FLnI_3q11.2q,7.326705107,0
L1FLnI_3q13.11n,7.326705107,0
L1FLnI_3q13.12c,7.326705107,41.02676313
L1FLnI_3q13.33c,7.326705107,10.25669078
L1FLnI_3q22.2c,7.326705107,0
L1FLnI_3q26.32k,7.326705107,6.837793854
L1FLnI_4p16.1e,7.326705107,17.09448464
L1FLnI_4p15.2i,7.326705107,17.09448464
L1FLnI_4p15.2ba,7.326705107,27.35117542
L1FLnI_4p15.2ca,7.326705107,30.77007234
L1FLnI_4q12ba,7.326705107,13.67558771
L1FLnI_4q13.3ba,7.326705107,10.25669078
L1FLnI_4q21.21r,7.326705107,6.837793854
L1FLnI_4q21.23a,7.326705107,78.63462932
L1FLnI_4q22.3e,7.326705107,0
L1FLnI_4q26xa,7.326705107,27.35117542
L1ORF2_4q27a,7.326705107,10.25669078
L1ORF2_4q32.1,7.326705107,20.51338156
L1FLnI_4q34.1o,7.326705107,10.25669078
L1FLnI_5p15.33a,7.326705107,0
L1FLnI_5p15.1l,7.326705107,10.25669078
L1FLnI_5p14.1d,7.326705107,0
L1FLnI_5p13.2fa,7.326705107,10.25669078
L1FLnI_5q11.1o,7.326705107,10.25669078
L1FLnI_5q11.2z,7.326705107,0
L1FLnI_5q11.2ab,7.326705107,0
L1FLnI_5q13.2g,7.326705107,0
L1FLnI_5q14.1o,7.326705107,17.09448464
L1FLnI_5q15s,7.326705107,30.77007234
L1FLnI_5q32g,7.326705107,41.02676313
L1FLnI_6q12j,7.326705107,0
L1FLnI_6q13i,7.326705107,37.6078662
L1FLnI_6q13ga,7.326705107,0
L1FLnI_6q16.3i,7.326705107,13.67558771
L1FLnI_6q22.31c,7.326705107,17.09448464
L1FLnI_6q22.33p,7.326705107,20.51338156
L1FLnI_7p21.3b,7.326705107,0
L1FLnI_7p14.2c,7.326705107,20.51338156
L1FLnI_7p14.2f,7.326705107,13.67558771
L1FLnI_7p14.1x,7.326705107,20.51338156
L1FLnI_7q21.12g,7.326705107,13.67558771
L1FLnI_7q21.3l,7.326705107,0
L1FLnI_7q31.1ja,7.326705107,17.09448464
L1FLnI_7q31.31r,7.326705107,6.837793854
L1FLnI_7q36.3f,7.326705107,0
L1FLnI_8q12.1f,7.326705107,0
L1FLnI_8q12.1p,7.326705107,17.09448464
L1FLnI_8q13.2c,7.326705107,0
L1FLnI_8q13.3e,7.326705107,17.09448464
L1FLnI_8q22.3f,7.326705107,51.28345391
L1FLnI_8q24.21j,7.326705107,20.51338156
L1FLnI_8q24.21q,7.326705107,23.93227849
L1FLnI_8q24.22o,7.326705107,0
L1FLI_9p21.1,7.326705107,17.09448464
L1FLnI_9q21.13q,7.326705107,27.35117542
L1FLnI_9q21.31s,7.326705107,0
L1FLnI_9q21.32m,7.326705107,23.93227849
L1FLnI_9q31.1f,7.326705107,20.51338156
L1ORF2_10p15.1,7.326705107,41.02676313
L1FLnI_10p14i,7.326705107,23.93227849
L1FLnI_10p12.33c,7.326705107,17.09448464
L1FLnI_10q21.1y,7.326705107,37.6078662
L1FLnI_10q21.3ga,7.326705107,13.67558771
L1FLnI_10q22.2d,7.326705107,30.77007234
L1FLnI_10q23.1q,7.326705107,10.25669078
L1FLnI_10q23.1xa,7.326705107,17.09448464
L1FLnI_10q23.33t,7.326705107,6.837793854
L1FLnI_10q25.1i,7.326705107,27.35117542
L1FLnI_10q25.3j,7.326705107,10.25669078
L1FLnI_10q26.3f,7.326705107,23.93227849
L1FLnI_11p15.3a,7.326705107,6.837793854
L1FLnI_11p13n,7.326705107,10.25669078
L1FLnI_11p12sa,7.326705107,10.25669078
L1FLnI_11p12va,7.326705107,0
L1FLnI_11q14.2u,7.326705107,0
L1FLnI_11q22.3n,7.326705107,6.837793854
L1FLnI_11q22.3oa,7.326705107,20.51338156
L1FLnI_11q24.3c,7.326705107,0
L1FLnI_12p13.33c,7.326705107,37.6078662
L1FLnI_12p13.2f,7.326705107,102.5669078
L1FLnI_12p13.1g,7.326705107,0
L1FLnI_12p11.21f,7.326705107,6.837793854
L1FLnI_12q12ra,7.326705107,27.35117542
L1FLnI_12q13.3d,7.326705107,30.77007234
L1FLnI_12q14.1e,7.326705107,0
L1FLnI_12q23.1l,7.326705107,0
L1FLI_13q14.11a,7.326705107,6.837793854
L1FLnI_13q14.11d,7.326705107,23.93227849
L1FLnI_13q14.3n,7.326705107,47.86455698
L1FLnI_13q22.3c,7.326705107,0
L1FLnI_14q21.1s,7.326705107,6.837793854
L1FLnI_14q21.2v,7.326705107,41.02676313
L1FLnI_14q23.1ba,7.326705107,54.70235083
L1FLnI_14q32.33d,7.326705107,0
L1FLnI_15q13.3b,7.326705107,27.35117542
L1FLnI_15q24.1a,7.326705107,27.35117542
L1FLnI_15q25.1b,7.326705107,10.25669078
L1FLnI_15q25.1c,7.326705107,30.77007234
L1FLnI_16p12.3d,7.326705107,6.837793854
L1FLnI_16p11.1h,7.326705107,0
L1FLnI_16q21i,7.326705107,13.67558771
L1FLnI_16q23.1b,7.326705107,0
L1FLnI_16q23.2c,7.326705107,10.25669078
L1FLnI_17p12j,7.326705107,10.25669078
L1FLnI_17q11.2b,7.326705107,13.67558771
L1FLnI_17q11.2e,7.326705107,160.6881556
L1FLnI_18q21.1b,7.326705107,10.25669078
L1FLnI_18q21.2r,7.326705107,10.25669078
L1FLnI_19p12a,7.326705107,0
L1FLnI_20q13.2d,7.326705107,0
L1FLnI_21p11.2o,7.326705107,23.93227849
L1FLnI_Xp11.4c,7.326705107,0
L1FLnI_Xp11.22l,7.326705107,0
L1FLnI_Xp11.21ob,7.326705107,13.67558771
L1FLnI_Xq13.3q,7.326705107,20.51338156
L1FLnI_Xq21.1pb,7.326705107,0
L1FLI_Xq21.1,7.326705107,51.28345391
L1FLnI_Xq22.3g,7.326705107,0
L1FLnI_Xq25ma,7.326705107,30.77007234
L1FLnI_Xq26.2a,7.326705107,13.67558771
L1FLnI_Xq26.3l,7.326705107,44.44566005
L1FLnI_Xq27.2j,7.326705107,17.09448464
L1FLnI_Xq27.3da,7.326705107,0
L1FLnI_Xq28q,7.326705107,0
L1FLnI_Yp11.2n,7.326705107,0
L1FLI_Yp11.2,7.326705107,23.93227849
L1FLnI_Yq11.21s,7.326705107,0
L1FLnI_1p36.21c,7.326705107,20.51338156
L1FLnI_1p33o,7.326705107,0
L1FLnI_1p32.1a,7.326705107,20.51338156
L1FLnI_1p31.1h,7.326705107,6.837793854
L1FLnI_1p22.3f,7.326705107,30.77007234
L1FLnI_1p22.2p,7.326705107,13.67558771
L1FLnI_1p13.2s,7.326705107,17.09448464
L1FLnI_1q12,7.326705107,0
L1FLnI_1q21.1l,7.326705107,13.67558771
L1FLnI_1q21.3i,7.326705107,0
L1FLnI_1q23.1k,7.326705107,6.837793854
L1FLnI_1q25.3l,7.326705107,61.54014469
L1FLnI_1q32.2c,7.326705107,6.837793854
L1FLnI_1q41k,7.326705107,0
L1FLnI_1q41p,7.326705107,0
L1FLnI_1q42.13e,7.326705107,17.09448464
L1FLnI_1q42.2i,7.326705107,0
L1FLnI_1q42.3b,7.326705107,10.25669078
L1FLnI_1q43m,7.326705107,37.6078662
L1FLnI_2p24.3i,7.326705107,17.09448464
L1FLnI_2p24.1d,7.326705107,0
L1FLnI_2p21e,7.326705107,23.93227849
L1FLnI_2p14r,7.326705107,0
L1FLnI_2p13.2g,7.326705107,17.09448464
L1FLI_2q12.1,7.326705107,17.09448464
L1FLnI_2q14.3z,7.326705107,27.35117542
L1FLnI_2q22.2k,7.326705107,20.51338156
L1FLnI_2q24.1x,7.326705107,0
L1FLnI_2q31.1e,7.326705107,17.09448464
L1FLnI_2q31.1n,7.326705107,0
L1FLnI_2q31.2m,7.326705107,17.09448464
L1FLnI_2q32.3i,7.326705107,47.86455698
L1FLnI_2q33.1y,7.326705107,23.93227849
L1FLnI_2q34m,7.326705107,0
L1FLnI_3p21.31b,7.326705107,6.837793854
L1FLnI_3p14.3n,7.326705107,13.67558771
L1FLnI_3p14.2q,7.326705107,10.25669078
L1FLnI_3q13.13a,7.326705107,20.51338156
L1FLnI_3q13.31d,7.326705107,10.25669078
L1FLnI_3q22.3q,7.326705107,27.35117542
L1FLnI_3q23e,7.326705107,0
L1FLnI_3q25.31j,7.326705107,20.51338156
L1FLnI_3q25.33c,7.326705107,0
L1FLnI_3q26.33a,7.326705107,0
L1FLnI_3q26.33c,7.326705107,0
L1FLnI_3q28d,7.326705107,92.31021703
L1FLnI_4p15.33b,7.326705107,23.93227849
L1FLnI_4p15.33n,7.326705107,23.93227849
L1FLnI_4p15.33p,7.326705107,0
L1FLnI_4p12r,7.326705107,27.35117542
L1FLnI_4q12jb,7.326705107,10.25669078
L1FLnI_4q13.1aa,7.326705107,17.09448464
L1FLnI_4q13.2n,7.326705107,6.837793854
L1FLnI_4q21.21i,7.326705107,30.77007234
L1FLI_4q21.21b,7.326705107,30.77007234
L1FLnI_4q24ab,7.326705107,47.86455698
L1FLnI_4q28.1ca,7.326705107,61.54014469
L1FLnI_4q31.22i,7.326705107,10.25669078
L1FLnI_4q32.1t,7.326705107,17.09448464
L1ORF2_4q32.3,7.326705107,23.93227849
L1FLnI_4q32.3aa,7.326705107,13.67558771
L1FLnI_4q34.1n,7.326705107,6.837793854
L1FLnI_5p15.31g,7.326705107,20.51338156
L1FLnI_5p13.1w,7.326705107,0
L1FLnI_5p12h,7.326705107,17.09448464
L1FLI_5q11.2,7.326705107,37.6078662
L1FLnI_5q12.1p,7.326705107,6.837793854
L1FLnI_5q12.3o,7.326705107,47.86455698
L1FLnI_5q12.3t,7.326705107,0
L1FLnI_5q13.1h,7.326705107,0
L1FLnI_5q14.1m,7.326705107,17.09448464
L1FLnI_5q15ya,7.326705107,6.837793854
L1FLnI_5q23.1e,7.326705107,10.25669078
L1FLnI_5q23.2ja,7.326705107,6.837793854
L1FLnI_5q31.3k,7.326705107,6.837793854
L1FLI_5q33.1,7.326705107,30.77007234
L1FLnI_5q35.2g,7.326705107,75.2157324
L1ORF2_6p12.3,7.326705107,30.77007234
L1FLnI_6q14.1n,7.326705107,0
L1FLnI_6q14.1ea,7.326705107,10.25669078
L1FLnI_6q14.1ta,7.326705107,13.67558771
L1FLnI_6q14.1va,7.326705107,20.51338156
L1FLnI_6q14.1wb,7.326705107,0
L1FLnI_6q14.2a,7.326705107,27.35117542
L1FLnI_6q14.3ba,7.326705107,37.6078662
L1FLnI_6q16.3j,7.326705107,0
L1FLnI_6q21aa,7.326705107,13.67558771
L1ORF2_6q22.1,7.326705107,41.02676313
L1FLnI_6q22.31b,7.326705107,0
L1FLnI_6q22.31ba,7.326705107,13.67558771
L1FLI_6q22.33,7.326705107,0
L1FLnI_6q24.1j,7.326705107,20.51338156
L1FLnI_6q24.2b,7.326705107,6.837793854
L1FLnI_6q27s,7.326705107,0
L1FLnI_7p21.1c,7.326705107,6.837793854
L1FLnI_7q21.13r,7.326705107,20.51338156
L1FLnI_7q21.13y,7.326705107,0
L1FLnI_7q21.3p,7.326705107,37.6078662
L1FLnI_7q31.1la,7.326705107,27.35117542
L1FLI_7q31.1c,7.326705107,41.02676313
L1FLnI_7q31.33i,7.326705107,0
L1FLnI_7q33h,7.326705107,0
L1FLnI_7q34h,7.326705107,266.6739603
L1FLnI_8p21.2a,7.326705107,20.51338156
L1FLnI_8p12a,7.326705107,17.09448464
L1FLnI_8p12ma,7.326705107,20.51338156
L1FLnI_8q11.23i,7.326705107,0
L1FLnI_8q13.1a,7.326705107,41.02676313
L1FLnI_8q21.13h,7.326705107,191.4582279
L1FLnI_8q21.3la,7.326705107,23.93227849
L1FLnI_8q22.1q,7.326705107,41.02676313
L1FLnI_8q22.1ea,7.326705107,23.93227849
L1FLnI_8q22.2i,7.326705107,6.837793854
L1FLnI_8q22.3q,7.326705107,13.67558771
L1FLnI_8q24.12d,7.326705107,27.35117542
L1FLnI_8q24.12f,7.326705107,6.837793854
L1FLnI_8q24.22l,7.326705107,10.25669078
L1FLnI_8q24.23e,7.326705107,54.70235083
L1FLnI_9p24.1m,7.326705107,68.37793854
L1FLnI_9p24.1t,7.326705107,13.67558771
L1FLnI_9p21.3e,7.326705107,10.25669078
L1FLnI_9p21.1h,7.326705107,6.837793854
L1FLnI_9q21.31p,7.326705107,20.51338156
L1FLnI_9q21.32k,7.326705107,0
L1FLnI_9q22.33b,7.326705107,10.25669078
L1FLnI_9q34.2,7.326705107,20.51338156
L1FLnI_10p15.1e,7.326705107,6.837793854
L1FLI_10p12.31,7.326705107,13.67558771
L1FLnI_10p11.22j,7.326705107,23.93227849
L1FLnI_10p11.21g,7.326705107,6.837793854
L1FLnI_10q21.2g,7.326705107,47.86455698
L1FLnI_10q21.3b,7.326705107,0
L1FLnI_10q22.2f,7.326705107,6.837793854
L1FLnI_10q23.1b,7.326705107,10.25669078
L1FLnI_10q23.1ma,7.326705107,0
L1FLnI_11p15.2r,7.326705107,0
L1FLnI_11p14.1j,7.326705107,0
L1FLnI_11p11.2h,7.326705107,0
L1FLnI_11q12.1g,7.326705107,13.67558771
L1FLnI_11q22.3na,7.326705107,0
L1FLnI_12p12.3fa,7.326705107,13.67558771
L1FLnI_12p12.1ca,7.326705107,0
L1FLnI_12p11.1m,7.326705107,20.51338156
L1FLnI_12q12e,7.326705107,6.837793854
L1FLnI_12q12m,7.326705107,0
L1FLnI_12q12ca,7.326705107,30.77007234
L1FLnI_12q14.3h,7.326705107,0
L1FLnI_12q15c,7.326705107,17.09448464
L1FLnI_13q14.11p,7.326705107,0
L1FLnI_13q14.2y,7.326705107,198.2960218
L1FLnI_13q21.2i,7.326705107,13.67558771
L1FLnI_13q21.31k,7.326705107,0
L1FLnI_13q32.1n,7.326705107,6.837793854
L1FLnI_13q34d,7.326705107,10.25669078
L1FLnI_14q21.2q,7.326705107,30.77007234
L1FLnI_14q21.3a,7.326705107,6.837793854
L1FLnI_14q22.2e,7.326705107,20.51338156
L1FLnI_14q22.3k,7.326705107,0
L1FLnI_14q31.2d,7.326705107,41.02676313
L1FLnI_14q32.12e,7.326705107,10.25669078
