transcript,MCF10A,MDAMB436
L1FLnI_2p22.3n,0,13.67558771
L1FLnI_3q25.33a,0,13.67558771
L1FLnI_5q14.3sa,0,13.67558771
L1FLnI_18q12.2u,0,13.67558771
L1FLnI_6q12d,0,13.67558771
L1FLnI_Yp11.2a,0,13.67558771
L1FLnI_12q13.11z,0,13.67558771
L1FLnI_13q33.2a,0,13.67558771
L1FLnI_4q13.1sa,0,13.67558771
L1FLnI_16q23.1a,0,13.67558771
L1FLnI_4q13.1hb,0,13.67558771
L1FLnI_10q11.21k,0,13.67558771
L1FLnI_11p14.1q,0,13.67558771
L1FLnI_9p21.1k,0,13.67558771
L1FLnI_1p31.3p,0,13.67558771
L1FLnI_12p13.2e,0,13.67558771
L1FLnI_18q23k,0,13.67558771
L1FLnI_10q23.31e,0,13.67558771
L1FLnI_7p12.3g,0,13.67558771
L1FLnI_Xq11.1j,0,13.67558771
L1FLnI_15q14c,0,13.67558771
L1FLnI_3p24.3wa,0,13.67558771
L1FLnI_22q11.1j,0,13.67558771
L1FLnI_5q21.3g,0,13.67558771
L1ORF2_Xq13.1,0,13.67558771
L1FLnI_8q24.21k,0,13.67558771
L1FLnI_11p15.4g,0,13.67558771
L1FLnI_11q21p,0,13.67558771
L1FLnI_11p11.2q,0,13.67558771
L1FLnI_5q22.3i,0,13.67558771
L1FLnI_4q28.2f,0,13.67558771
L1FLnI_10p11.22o,0,13.67558771
L1FLnI_Xp11.21sa,0,13.67558771
L1FLnI_6p21.1i,0,13.67558771
L1FLnI_Xq21.1ca,0,13.67558771
L1FLnI_6p11.2j,0,13.67558771
L1FLnI_6q24.2f,0,13.67558771
L1FLnI_4q31.1d,0,13.67558771
L1FLnI_3p24.3f,0,13.67558771
L1FLnI_3q25.31e,0,13.67558771
L1FLnI_22q11.1h,0,13.67558771
L1FLnI_5q13.1g,0,13.67558771
L1FLnI_4p13a,0,13.67558771
L1FLnI_1p31.1f,0,13.67558771
L1FLnI_6p12.2e,0,13.67558771
L1FLnI_9q21.13i,0,13.67558771
L1FLnI_7p11.2p,0,13.67558771
L1FLnI_Xq13.2f,0,13.67558771
L1FLnI_Xp11.21lc,0,13.67558771
L1FLnI_18q21.2m,0,13.67558771
L1FLnI_1p35.1e,0,10.25669078
L1FLnI_1p13.2n,0,10.25669078
L1FLnI_1q25.2c,0,10.25669078
L1FLnI_1q43d,0,10.25669078
L1FLnI_2q11.2c,0,10.25669078
L1FLnI_2q32.3a,0,10.25669078
L1FLnI_3p24.3ha,0,10.25669078
L1FLnI_3p22.2g,0,10.25669078
L1FLnI_3p22.1fa,0,10.25669078
L1FLnI_3p12.2d,0,10.25669078
L1FLnI_3q12.2j,0,10.25669078
L1FLnI_3q22.1m,0,10.25669078
L1FLnI_3q25.32g,0,10.25669078
L1FLnI_4p15.32i,0,10.25669078
L1FLnI_4q22.2e,0,10.25669078
L1FLnI_4q28.1aa,0,10.25669078
L1FLnI_4q31.21l,0,10.25669078
L1FLnI_5p15.31d,0,10.25669078
L1FLnI_5q13.3p,0,10.25669078
L1FLnI_5q22.1o,0,10.25669078
L1FLnI_5q34f,0,10.25669078
L1FLnI_6p21.1f,0,10.25669078
L1FLnI_6q13a,0,10.25669078
L1FLnI_6q14.3ca,0,10.25669078
L1FLnI_6q25.3h,0,10.25669078
L1FLnI_7p22.2,0,10.25669078
L1FLnI_7p21.2d,0,10.25669078
L1FLnI_7p21.1z,0,10.25669078
L1FLnI_8p12t,0,10.25669078
L1FLnI_8q11.1e,0,10.25669078
L1FLnI_8q12.1na,0,10.25669078
L1FLnI_8q12.3l,0,10.25669078
L1FLnI_8q21.3r,0,10.25669078
L1FLnI_8q23.3r,0,10.25669078
L1FLnI_8q24.12s,0,10.25669078
L1FLnI_8q24.13r,0,10.25669078
L1FLnI_9p21.3ja,0,10.25669078
L1FLnI_9p21.2c,0,10.25669078
L1FLnI_9p21.1x,0,10.25669078
L1FLnI_9q13f,0,10.25669078
L1FLnI_9q21.33l,0,10.25669078
L1FLnI_10p11.22a,0,10.25669078
L1FLnI_10q23.32d,0,10.25669078
L1FLnI_10q25.1h,0,10.25669078
L1FLnI_11p13c,0,10.25669078
L1FLnI_11q21ca,0,10.25669078
L1FLnI_11q25f,0,10.25669078
L1FLnI_12q11e,0,10.25669078
L1FLnI_12q21.31f,0,10.25669078
L1FLnI_12q24.32c,0,10.25669078
L1FLnI_14q21.1ca,0,10.25669078
L1FLnI_14q22.1e,0,10.25669078
L1FLnI_15q23k,0,10.25669078
L1FLnI_16p12.2a,0,10.25669078
L1FLnI_18p11.31s,0,10.25669078
L1FLnI_20p12.3k,0,10.25669078
L1FLnI_Xp11.21rc,0,10.25669078
L1FLnI_Xq12la,0,10.25669078
L1FLnI_Xq13.3na,0,10.25669078
L1FLnI_Xq21.1te,0,10.25669078
L1FLnI_Yq11.221o,0,10.25669078
L1FLnI_1p31.3g,0,10.25669078
L1FLnI_1q23.2e,0,10.25669078
L1FLnI_1q25.2n,0,10.25669078
L1FLnI_2p16.1y,0,10.25669078
L1FLnI_2p12j,0,10.25669078
L1FLnI_2q14.2c,0,10.25669078
L1FLI_2q14.3,0,10.25669078
L1FLnI_2q21.2g,0,10.25669078
L1FLnI_2q22.1f,0,10.25669078
L1FLnI_2q31.1z,0,10.25669078
L1FLnI_2q32.3z,0,10.25669078
L1FLnI_3p24.3e,0,10.25669078
L1FLnI_3p22.3e,0,10.25669078
L1FLnI_3q26.31f,0,10.25669078
L1FLnI_3q26.33n,0,10.25669078
L1FLnI_4p15.2e,0,10.25669078
L1FLnI_4q24o,0,10.25669078
L1FLnI_4q24fb,0,10.25669078
L1FLnI_4q25w,0,10.25669078
L1FLnI_4q26a,0,10.25669078
L1FLnI_4q28.1i,0,10.25669078
L1FLnI_4q28.3x,0,10.25669078
L1FLnI_4q31.23f,0,10.25669078
L1FLnI_5p13.2s,0,10.25669078
L1FLnI_5p12b,0,10.25669078
L1FLnI_5p12ia,0,10.25669078
L1FLnI_5q11.2j,0,10.25669078
L1FLnI_5q14.3ca,0,10.25669078
L1FLnI_5q15aa,0,10.25669078
L1FLnI_5q21.1k,0,10.25669078
L1FLnI_5q22.1g,0,10.25669078
L1FLnI_5q22.1m,0,10.25669078
L1FLnI_5q23.1h,0,10.25669078
L1FLnI_6p25.1e,0,10.25669078
L1FLnI_6p22.3x,0,10.25669078
L1FLnI_6p12.2f,0,10.25669078
L1FLnI_6p12.1p,0,10.25669078
L1FLnI_6q13ja,0,10.25669078
L1FLnI_6q14.1r,0,10.25669078
L1FLnI_6q14.3r,0,10.25669078
L1FLnI_7p15.2g,0,10.25669078
L1FLnI_7p14.3ea,0,10.25669078
L1FLnI_7q21.13ca,0,10.25669078
L1FLnI_8q13.2a,0,10.25669078
L1FLnI_8q22.1m,0,10.25669078
L1FLnI_8q22.2b,0,10.25669078
L1FLnI_8q23.1f,0,10.25669078
L1FLnI_8q24.12u,0,10.25669078
L1FLnI_8q24.13f,0,10.25669078
L1FLnI_8q24.22h,0,10.25669078
L1FLnI_9q21.33k,0,10.25669078
L1FLnI_9q33.1f,0,10.25669078
L1FLnI_10p11.21l,0,10.25669078
L1FLnI_10q21.3ba,0,10.25669078
L1FLnI_10q25.1ia,0,10.25669078
L1FLnI_11p15.2d,0,10.25669078
L1FLnI_11p11.2a,0,10.25669078
L1FLnI_11p11.12k,0,10.25669078
L1FLnI_12p12.2h,0,10.25669078
L1FLnI_12p12.1d,0,10.25669078
L1FLnI_12q14.1ea,0,10.25669078
L1FLnI_12q22c,0,10.25669078
L1FLnI_12q23.3p,0,10.25669078
L1FLnI_13q14.11k,0,10.25669078
L1FLnI_13q33.3k,0,10.25669078
L1FLnI_14q11.2g,0,10.25669078
L1FLnI_14q13.3c,0,10.25669078
L1FLnI_14q21.1e,0,10.25669078
L1FLnI_14q21.1y,0,10.25669078
L1FLnI_14q21.3v,0,10.25669078
L1FLnI_14q24.2a,0,10.25669078
L1FLnI_14q32.12d,0,10.25669078
L1FLnI_15q22.2h,0,10.25669078
L1FLnI_15q25.3w,0,10.25669078
L1FLnI_16q12.1k,0,10.25669078
L1FLnI_16q21d,0,10.25669078
L1FLnI_16q21y,0,10.25669078
L1FLnI_20p12.1g,0,10.25669078
L1ORF2_20p11.21,0,10.25669078
L1FLnI_20q13.2j,0,10.25669078
L1FLnI_Xp11.21ba,0,10.25669078
L1FLnI_Xp11.21zb,0,10.25669078
L1FLnI_Xq11.2c,0,10.25669078
L1FLnI_Xq12da,0,10.25669078
L1FLnI_Xq13.1e,0,10.25669078
L1FLnI_Xq13.3f,0,10.25669078
L1FLnI_Xq21.2t,0,10.25669078
L1FLnI_Xq22.3fa,0,10.25669078
L1FLnI_Xq26.1i,0,10.25669078
L1FLnI_Xq28na,0,10.25669078
L1FLnI_Xq28ta,0,10.25669078
L1FLnI_8q11.23k,0,10.25669078
L1FLnI_3p14.3e,0,10.25669078
L1FLnI_4q22.2k,0,10.25669078
L1FLnI_1q23.1b,0,10.25669078
L1FLnI_1q24.2m,0,10.25669078
L1FLnI_4q25k,0,10.25669078
L1FLnI_4q26sa,0,10.25669078
L1FLnI_4q34.2a,0,10.25669078
L1FLnI_5q11.2ba,0,10.25669078
L1FLnI_5q22.2j,0,10.25669078
L1FLnI_5q35.2i,0,10.25669078
L1FLnI_8p12na,0,10.25669078
L1FLnI_10q23.2,0,10.25669078
L1FLnI_11q14.1w,0,10.25669078
L1FLnI_12q21.1c,0,10.25669078
L1FLnI_12q21.31i,0,10.25669078
L1FLnI_16q21e,0,10.25669078
L1FLnI_21q21.1d,0,10.25669078
L1FLnI_Xq11.2s,0,10.25669078
L1FLnI_Xq21.1c,0,10.25669078
L1FLnI_Xq21.1id,0,10.25669078
L1FLnI_Xq21.2a,0,10.25669078
L1FLnI_Xq25ra,0,10.25669078
L1FLnI_Xq28ua,0,10.25669078
L1FLnI_2q34ca,0,10.25669078
L1FLnI_7q36.3c,0,10.25669078
L1FLnI_10q21.3q,0,10.25669078
L1FLnI_12q14.1y,0,10.25669078
L1FLnI_Xq22.1gb,0,10.25669078
L1FLnI_3q26.32i,0,10.25669078
L1FLnI_4q32.3fa,0,10.25669078
L1FLnI_6q16.3r,0,10.25669078
L1FLnI_10q23.31b,0,10.25669078
L1FLnI_11p12pa,0,10.25669078
L1FLnI_20q13.2m,0,10.25669078
L1FLnI_Xq12ya,0,10.25669078
L1FLnI_4q28.1n,0,10.25669078
L1FLnI_4q28.3e,0,10.25669078
L1FLnI_5q15ma,0,10.25669078
L1FLnI_11q12.3c,0,10.25669078
L1FLnI_1q11a,0,10.25669078
L1FLnI_2q23.3q,0,10.25669078
L1FLnI_3p21.1g,0,10.25669078
L1FLnI_6q21j,0,10.25669078
L1FLnI_6q22.32h,0,10.25669078
L1FLnI_6q23.3f,0,10.25669078
L1FLnI_8p21.3c,0,10.25669078
L1FLnI_11p15.4m,0,10.25669078
L1FLnI_12q14.1d,0,10.25669078
L1FLnI_12q21.33e,0,10.25669078
L1FLnI_15q21.3y,0,10.25669078
L1FLnI_16p11.2n,0,10.25669078
L1FLnI_Xq25kc,0,10.25669078
L1FLnI_3q13.33u,0,10.25669078
L1FLnI_7q11.21b,0,10.25669078
L1FLnI_13q12.13b,0,10.25669078
L1FLnI_2q32.1p,0,10.25669078
L1FLnI_6p25.1l,0,10.25669078
L1FLnI_6q14.3sa,0,10.25669078
L1FLnI_9p13.3b,0,10.25669078
L1FLnI_12q13.11x,0,10.25669078
L1FLnI_2q33.1i,0,10.25669078
L1FLnI_4p13l,0,10.25669078
L1FLnI_4q24ga,0,10.25669078
L1FLnI_5q13.1j,0,10.25669078
L1FLnI_7p21.2q,0,10.25669078
L1FLnI_Xp11.22ja,0,10.25669078
L1FLnI_Xq11.1q,0,10.25669078
L1FLnI_2q11.2n,0,10.25669078
L1FLnI_7q21.3y,0,10.25669078
L1FLnI_10p12.1f,0,10.25669078
L1FLnI_Xq21.1ec,0,10.25669078
L1FLnI_2p25.3k,0,10.25669078
L1FLnI_3q26.31k,0,10.25669078
L1FLnI_4q26l,0,10.25669078
L1FLnI_8p12b,0,10.25669078
L1FLnI_8q21.13e,0,10.25669078
L1FLnI_12q13.11c,0,10.25669078
L1FLnI_9p24.2m,0,10.25669078
L1FLnI_3p14.1t,0,10.25669078
L1FLnI_4q12ib,0,10.25669078
L1FLnI_5p12x,0,10.25669078
L1FLnI_14q22.1a,0,10.25669078
L1FLnI_15q25.2e,0,10.25669078
L1FLnI_1p34.3c,0,10.25669078
L1FLnI_Xq26.1f,0,10.25669078
L1FLnI_9p21.1ja,0,10.25669078
L1FLnI_4p16.3c,0,10.25669078
L1FLnI_Xq26.3ca,0,10.25669078
L1FLnI_15q14x,0,10.25669078
L1FLnI_7p15.3i,0,10.25669078
L1FLnI_2q14.1e,0,10.25669078
L1FLnI_10q26.3d,0,10.25669078
L1FLnI_1p22.1f,0,10.25669078
L1FLnI_4p16.2h,0,10.25669078
L1FLnI_2q24.1q,0,10.25669078
L1FLnI_7q21.11ta,0,10.25669078
L1FLnI_2q22.3a,0,10.25669078
L1FLnI_12p11.23b,0,10.25669078
L1FLnI_5p12ga,0,10.25669078
L1FLnI_1p31.1qa,0,10.25669078
L1FLnI_1p22.1o,0,10.25669078
L1FLnI_2p15h,0,10.25669078
L1FLnI_4q13.3ka,0,10.25669078
L1FLnI_6p21.1d,0,10.25669078
L1FLnI_6q16.1v,0,10.25669078
L1FLnI_Xp11.3ga,0,10.25669078
L1FLnI_Xq24x,0,10.25669078
L1FLnI_1p31.1oa,0,10.25669078
L1FLnI_1p21.1g,0,10.25669078
L1FLnI_2p25.1d,0,10.25669078
L1FLnI_2q23.2c,0,10.25669078
L1FLnI_2q32.1h,0,10.25669078
L1FLnI_2q34la,0,10.25669078
L1FLnI_3p22.3f,0,10.25669078
L1FLnI_3p22.1k,0,10.25669078
L1FLnI_3p14.1aa,0,10.25669078
L1FLnI_3q13.33a,0,10.25669078
L1FLnI_3q24w,0,10.25669078
L1FLnI_3q26.1j,0,10.25669078
L1FLnI_4q25g,0,10.25669078
L1FLnI_4q26g,0,10.25669078
L1FLnI_4q27h,0,10.25669078
L1FLnI_4q28.2v,0,10.25669078
L1FLnI_4q31.21oa,0,10.25669078
L1FLnI_4q34.2c,0,10.25669078
L1FLnI_5q34w,0,10.25669078
L1FLnI_6q22.31j,0,10.25669078
L1FLnI_6q22.31ha,0,10.25669078
L1FLnI_6q24.1c,0,10.25669078
L1FLnI_7p14.3ca,0,10.25669078
L1FLnI_7q22.3b,0,10.25669078
L1FLnI_7q31.1l,0,10.25669078
L1FLnI_9p24.1c,0,10.25669078
L1FLnI_9p23ba,0,10.25669078
L1FLnI_9p21.3q,0,10.25669078
L1FLnI_10p12.2g,0,10.25669078
L1FLnI_10q11.23e,0,10.25669078
L1FLnI_10q21.1la,0,10.25669078
L1FLnI_11p14.1n,0,10.25669078
L1FLnI_11q11a,0,10.25669078
L1FLnI_12p12.3y,0,10.25669078
L1FLnI_12p11.22k,0,10.25669078
L1FLnI_13q13.2c,0,10.25669078
L1FLnI_14q22.3e,0,10.25669078
L1FLnI_14q23.3d,0,10.25669078
L1FLnI_15q21.3u,0,10.25669078
L1FLnI_16q23.2d,0,10.25669078
L1FLnI_18q12.1f,0,10.25669078
L1FLnI_19p12p,0,10.25669078
L1FLnI_Xp21.1g,0,10.25669078
L1FLnI_Xp11.4e,0,10.25669078
L1FLnI_Xq13.3h,0,10.25669078
L1FLnI_Xq13.3z,0,10.25669078
L1FLnI_Xq21.31kb,0,10.25669078
L1FLnI_Xq22.2k,0,10.25669078
L1FLnI_Xq28la,0,10.25669078
L1FLnI_2q11.2o,0,10.25669078
L1FLnI_3q26.31a,0,10.25669078
L1ORF2_18q12.3a,0,10.25669078
L1FLnI_Xp11.21gc,0,10.25669078
L1FLnI_1p22.1j,0,10.25669078
L1FLnI_1q44q,0,10.25669078
L1FLnI_2q14.1i,0,10.25669078
L1FLnI_3p11.1u,0,10.25669078
L1FLnI_4q13.2j,0,10.25669078
L1FLnI_4q22.2g,0,10.25669078
L1FLnI_5q12.3m,0,10.25669078
L1FLnI_5q32o,0,10.25669078
L1FLnI_6q14.1y,0,10.25669078
L1FLnI_6q14.1xa,0,10.25669078
L1FLnI_6q16.1r,0,10.25669078
L1FLnI_7p21.3p,0,10.25669078
L1FLnI_7q21.12f,0,10.25669078
L1FLnI_8q11.23h,0,10.25669078
L1FLnI_8q22.3m,0,10.25669078
L1FLnI_8q24.11a,0,10.25669078
L1FLnI_9p21.1m,0,10.25669078
L1FLnI_10q23.1ga,0,10.25669078
L1FLnI_12q13.2e,0,10.25669078
L1FLnI_14q12n,0,10.25669078
L1FLnI_14q13.3a,0,10.25669078
L1FLnI_14q21.3l,0,10.25669078
L1FLnI_15q21.3ca,0,10.25669078
L1FLnI_21q11.2a,0,10.25669078
L1FLnI_Xp11.22g,0,10.25669078
L1FLnI_Xp11.22ia,0,10.25669078
L1FLnI_Xq23z,0,10.25669078
L1FLnI_Xq25g,0,10.25669078
L1FLnI_1p32.1c,0,10.25669078
L1FLnI_2q32.3ba,0,10.25669078
L1FLnI_4q31.21h,0,10.25669078
L1FLnI_6q16.1la,0,10.25669078
L1FLnI_6q25.1e,0,10.25669078
L1FLnI_9p21.1ea,0,10.25669078
L1FLnI_11p15.3j,0,10.25669078
L1FLnI_16q21aa,0,10.25669078
L1FLnI_3q22.1s,0,10.25669078
L1FLnI_4q33f,0,10.25669078
L1FLnI_1p32.3k,0,10.25669078
L1FLnI_2p16.3f,0,10.25669078
L1FLnI_2q31.2j,0,10.25669078
L1FLnI_4q31.21i,0,10.25669078
L1FLnI_4q31.3b,0,10.25669078
L1FLnI_6p24.1c,0,10.25669078
L1FLnI_8q11.1i,0,10.25669078
L1FLnI_8q13.3f,0,10.25669078
L1FLnI_11q12.2a,0,10.25669078
L1FLnI_14q22.3l,0,10.25669078
L1FLnI_Xp22.2p,0,10.25669078
L1FLnI_4q33n,0,10.25669078
L1FLnI_11p12e,0,10.25669078
L1FLnI_15q25.2p,0,10.25669078
L1FLnI_20p13e,0,10.25669078
L1FLnI_Xq28va,0,10.25669078
L1FLnI_1q32.3f,0,10.25669078
L1FLnI_3q12.2a,0,10.25669078
L1FLnI_8p11.1e,0,10.25669078
L1FLnI_8q24.22e,0,10.25669078
L1FLnI_14q32.31b,0,10.25669078
L1FLnI_Yq11.221w,0,10.25669078
L1FLnI_3q13.33da,0,10.25669078
L1FLnI_4p12k,0,10.25669078
L1FLnI_5q14.3ha,0,10.25669078
L1FLnI_11q21a,0,10.25669078
L1FLnI_15q24.3g,0,10.25669078
L1FLnI_20p11.22f,0,10.25669078
L1FLnI_Xp22.12e,0,10.25669078
L1FLnI_Xp11.21da,0,10.25669078
L1FLnI_11p15.4o,0,10.25669078
L1FLnI_14q21.2ca,0,10.25669078
L1FLnI_5q22.1l,0,10.25669078
L1FLnI_6p22.3t,0,10.25669078
L1FLnI_6p11.2h,0,10.25669078
L1FLnI_6q14.1zb,0,10.25669078
L1FLnI_9q22.32f,0,10.25669078
L1FLnI_14q12f,0,10.25669078
L1FLnI_4p14l,0,10.25669078
L1FLnI_1p12q,0,10.25669078
L1FLnI_4q24ea,0,10.25669078
L1FLnI_7q21.11la,0,10.25669078
L1FLnI_2q24.3p,0,10.25669078
L1FLnI_2p25.1g,0,10.25669078
L1FLnI_5q35.3a,0,10.25669078
L1FLnI_13q12.11k,0,10.25669078
L1FLnI_3p24.3v,0,10.25669078
L1FLnI_6q16.1ha,0,10.25669078
L1FLnI_Xp11.22d,0,10.25669078
L1FLnI_10q26.2h,0,10.25669078
L1FLnI_17q23.2b,0,10.25669078
L1FLnI_3q22.1r,0,10.25669078
L1FLnI_Xq21.1ba,0,10.25669078
L1FLnI_4q32.2i,0,10.25669078
L1FLnI_4q33e,0,10.25669078
L1FLnI_5p13.1a,0,10.25669078
L1FLnI_12q12ha,0,10.25669078
L1FLnI_17q12j,0,10.25669078
L1FLnI_22p11.2m,0,10.25669078
L1FLnI_6q22.31sa,0,10.25669078
L1FLnI_5q21.3l,0,10.25669078
L1FLnI_15q14h,0,10.25669078
L1FLnI_1p33ba,0,10.25669078
L1FLnI_Xp22.13d,0,10.25669078
L1FLnI_21q21.1o,0,10.25669078
L1FLnI_4q26m,0,10.25669078
L1FLnI_5q23.2q,0,10.25669078
L1FLnI_6q13k,0,10.25669078
L1FLnI_14q13.3j,0,10.25669078
L1FLnI_5q32a,0,10.25669078
L1FLnI_12p11.22j,0,10.25669078
L1FLnI_Yp11.2i,0,10.25669078
L1FLnI_1q44y,0,10.25669078
L1FLnI_2q23.2d,0,10.25669078
L1FLnI_11q14.1o,0,10.25669078
L1FLnI_3p22.3s,0,10.25669078
L1FLnI_2q36.3p,0,10.25669078
L1FLnI_3p24.3d,0,10.25669078
L1FLnI_9p22.2d,0,10.25669078
L1FLnI_11q12.3r,0,10.25669078
L1FLnI_11q14.2c,0,10.25669078
L1FLnI_20p11.21q,0,10.25669078
L1FLnI_8q21.3ta,0,10.25669078
L1FLnI_11q24.2a,0,10.25669078
L1FLnI_2p22.1c,0,10.25669078
L1FLnI_18p11.32a,0,10.25669078
L1FLnI_Xq21.33pa,0,10.25669078
L1FLnI_2q13a,0,10.25669078
L1FLnI_6q14.1z,0,10.25669078
L1FLnI_6p12.3ga,0,10.25669078
L1FLnI_4q31.21sa,0,10.25669078
L1FLnI_9p23x,0,10.25669078
L1FLnI_5p13.3ba,0,10.25669078
L1FLnI_10q23.31j,0,10.25669078
L1FLnI_Xq23ob,0,10.25669078
L1FLnI_4p11d,0,10.25669078
L1FLnI_5q11.1d,0,10.25669078
L1FLnI_8p11.21d,0,10.25669078
L1FLnI_10p14f,0,10.25669078
L1FLnI_20q11.1d,0,10.25669078
L1FLnI_2q31.2q,0,10.25669078
L1FLnI_4q21.22c,0,10.25669078
L1FLnI_22q11.22a,0,10.25669078
L1FLnI_Xp22.2b,0,10.25669078
L1FLnI_11p15.4ba,0,10.25669078
L1FLnI_8q21.3h,0,10.25669078
L1FLnI_12q12r,0,10.25669078
L1FLnI_5q34qa,0,10.25669078
L1FLnI_2p12o,0,10.25669078
L1FLnI_14q31.3ea,0,10.25669078
L1FLnI_4q13.3y,0,10.25669078
L1FLnI_6p22.3aa,0,10.25669078
L1FLnI_4q28.2t,0,10.25669078
L1FLnI_2p15b,0,10.25669078
L1FLnI_10q23.33d,0,10.25669078
L1FLnI_Xq13.3za,0,10.25669078
L1FLnI_8q11.23f,0,10.25669078
L1FLnI_2p16.1n,0,10.25669078
L1FLnI_4q13.1ua,0,10.25669078
L1FLnI_5q23.1m,0,10.25669078
L1FLnI_6q13x,0,10.25669078
L1FLnI_6q22.31z,0,10.25669078
L1FLnI_Xp22.2k,0,10.25669078
L1FLnI_11q14.2k,0,10.25669078
L1FLnI_9p13.1a,0,10.25669078
L1FLnI_Xq26.2w,0,10.25669078
L1FLnI_10q24.31c,0,10.25669078
L1FLnI_6q13qa,0,10.25669078
L1FLnI_15q14a,0,10.25669078
L1FLnI_8q22.1l,0,10.25669078
L1FLnI_3p25.3a,0,10.25669078
L1FLnI_2p14e,0,10.25669078
L1FLnI_9q22.2a,0,10.25669078
L1FLnI_5q23.2h,0,10.25669078
L1FLnI_6q13l,0,10.25669078
L1FLnI_2q12.1b,0,10.25669078
L1FLnI_6q13w,0,10.25669078
L1FLnI_21q22.11a,0,10.25669078
L1FLnI_2q32.1d,0,10.25669078
L1FLnI_13q21.2j,0,10.25669078
L1FLnI_Xp11.21jc,0,10.25669078
L1FLnI_7q21.11aa,0,10.25669078
L1FLnI_2q37.1j,0,10.25669078
L1FLnI_6p12.3aa,0,10.25669078
L1FLnI_13q21.33f,0,10.25669078
L1FLnI_19p11b,0,10.25669078
L1FLnI_Xp22.12b,0,10.25669078
L1FLnI_Xq21.32e,0,10.25669078
L1FLnI_Xq24o,0,10.25669078
L1FLnI_7p13b,0,10.25669078
L1FLnI_8q12.1j,0,10.25669078
L1FLnI_22q12.1f,0,10.25669078
L1FLnI_2q23.1f,0,10.25669078
L1FLnI_3q22.1n,0,10.25669078
L1FLnI_4q28.1ma,0,10.25669078
L1FLnI_5p12da,0,10.25669078
L1FLnI_5q32x,0,10.25669078
L1FLnI_5q32ba,0,10.25669078
L1FLnI_8q22.1z,0,10.25669078
L1FLnI_8q24.12l,0,10.25669078
L1FLnI_8q24.23j,0,10.25669078
L1FLnI_10q11.21b,0,10.25669078
L1FLnI_10q23.1g,0,10.25669078
L1FLnI_12q14.1q,0,10.25669078
L1FLnI_12q24.12b,0,10.25669078
L1FLnI_15q26.3h,0,10.25669078
L1FLnI_6q12t,0,10.25669078
L1FLnI_15q11.2k,0,10.25669078
L1FLnI_4q12ea,0,10.25669078
L1FLnI_Xp21.2d,0,10.25669078
L1FLnI_7q36.1b,0,10.25669078
L1FLnI_8q12.1o,0,10.25669078
L1FLnI_12q21.2a,0,10.25669078
L1FLnI_5q13.3e,0,10.25669078
L1FLnI_Xq11.1p,0,10.25669078
L1FLnI_Xq22.1r,0,10.25669078
L1FLnI_3p12.3q,0,10.25669078
L1FLnI_7p12.3c,0,10.25669078
L1FLnI_3p24.1e,0,10.25669078
L1FLnI_6q22.31q,0,10.25669078
L1FLnI_11q21v,0,10.25669078
L1FLnI_4q21.22j,0,10.25669078
L1FLnI_13q32.3a,0,10.25669078
L1FLnI_1p22.2w,0,10.25669078
L1FLnI_7q21.13b,0,10.25669078
L1FLnI_1q32.2n,0,10.25669078
L1FLnI_3p22.1r,0,10.25669078
L1FLnI_8q11.23d,0,10.25669078
L1FLnI_18p11.31p,0,10.25669078
L1FLnI_4q31.22q,0,10.25669078
L1FLnI_2p24.2e,0,10.25669078
L1FLnI_Xq13.3p,0,10.25669078
L1FLnI_14q31.1a,0,10.25669078
L1FLnI_8q11.23a,0,10.25669078
L1FLnI_Xq26.1b,0,10.25669078
L1FLnI_14q12d,0,10.25669078
L1FLnI_15q14u,0,10.25669078
L1FLnI_12q21.1n,0,10.25669078
L1FLnI_1q41fa,0,10.25669078
L1FLnI_10p11.22s,0,10.25669078
L1FLnI_3q26.33g,0,10.25669078
L1FLnI_10q21.3ea,0,10.25669078
L1FLnI_Xq23fb,0,10.25669078
L1FLnI_2q14.1da,0,10.25669078
L1FLnI_Xp11.21aa,0,10.25669078
L1FLnI_2q11.2l,0,10.25669078
L1FLnI_7q22.3d,0,10.25669078
L1FLnI_11p14.3p,0,10.25669078
L1FLnI_11q14.3ea,0,10.25669078
L1FLnI_5q12.1ha,0,10.25669078
L1FLnI_1p32.1h,0,10.25669078
L1FLnI_7p21.2g,0,10.25669078
L1FLnI_14q32.13b,0,10.25669078
L1FLnI_12p11.1u,0,10.25669078
L1FLnI_5q11.2oa,0,10.25669078
L1FLnI_9p21.3o,0,10.25669078
L1FLnI_11q11x,0,10.25669078
L1FLnI_9q21.2b,0,10.25669078
L1FLnI_4q22.1u,0,10.25669078
L1FLnI_2p24.1m,0,10.25669078
L1FLnI_1p31.1y,0,10.25669078
L1FLnI_5q11.2na,0,10.25669078
L1FLnI_8q21.2o,0,10.25669078
L1FLnI_5p15.31f,0,10.25669078
L1FLnI_12p11.1c,0,10.25669078
L1FLnI_15q23n,0,10.25669078
L1FLnI_7q34d,0,10.25669078
L1FLnI_12p11.1n,0,10.25669078
L1FLnI_11q14.2o,0,10.25669078
L1FLnI_3p12.3p,0,10.25669078
L1FLnI_5q11.2r,0,10.25669078
L1FLnI_7q36.3a,0,10.25669078
L1FLnI_8q12.3g,0,10.25669078
L1FLnI_17q21.33b,0,10.25669078
L1FLnI_14q21.3r,0,10.25669078
L1FLnI_5q23.3ba,0,10.25669078
L1FLnI_10q21.1qa,0,10.25669078
