"locus","count_MCF10A","count_MDAMB436"
"L1FLnI_18q23h",1,2
"L1FLnI_20p12.3d",1,0
"L1FLnI_20p12.1m",1,6
"L1FLnI_20p11.21b",1,0
"L1FLnI_20q12b",1,0
"L1FLnI_20q12g",1,9
"L1FLnI_20q13.2f",1,14
"L1FLnI_21p11.2a",1,1
"L1FLnI_21q21.1v",1,0
"L1FLnI_Xp22.31e",1,9
"L1FLnI_Xp22.2b",1,3
"L1FLnI_Xp22.12b",1,3
"L1FLnI_Xp22.12n",1,0
"L1FLnI_Xp11.4g",1,8
"L1FLnI_Xp11.22ea",1,1
"L1FLnI_Xp11.22ha",1,4
"L1FLnI_Xp11.22ja",1,3
"L1FLnI_Xp11.21w",1,2
"L1FLnI_Xp11.21ga",1,41
"L1FLnI_Xp11.21kb",1,1
"L1FLnI_Xp11.21jc",1,3
"L1FLnI_Xp11.1c",1,1
"L1FLnI_Xq11.2c",1,3
"L1FLnI_Xq11.2h",1,4
"L1ORF2_Xq13.1",1,4
"L1FLnI_Xq13.1ca",1,4
"L1FLnI_Xq13.2r",1,0
"L1FLnI_Xq13.2x",1,6
"L1FLnI_Xq13.3e",1,1
"L1FLnI_Xq13.3n",1,26
"L1FLnI_Xq13.3z",1,3
"L1FLnI_Xq13.3pb",1,0
"L1FLnI_Xq21.1ea",1,0
"L1FLnI_Xq21.1cb",1,0
"L1FLnI_Xq21.1rb",1,5
"L1FLnI_Xq21.1hc",1,0
"L1FLnI_Xq21.1uc",1,1
"L1FLnI_Xq21.1ge",1,13
"L1FLnI_Xq21.2x",1,0
"L1FLnI_Xq21.31c",1,10
"L1FLnI_Xq21.31za",1,1
"L1FLnI_Xq21.33m",1,0
"L1FLnI_Xq21.33na",1,15
"L1FLnI_Xq22.1j",1,0
"L1FLnI_Xq22.1k",1,2
"L1FLnI_Xq22.1za",1,2
"L1FLnI_Xq22.2e",1,0
"L1FLnI_Xq22.3ma",1,2
"L1FLnI_Xq22.3oa",1,0
"L1FLnI_Xq22.3qa",1,0
"L1FLnI_Xq23r",1,8
"L1FLnI_Xq23t",1,1
"L1FLnI_Xq23z",1,3
"L1FLnI_Xq24x",1,3
"L1ORF2_Xq25b",1,8
"L1FLnI_Xq25fc",1,58
"L1FLnI_Xq26.2z",1,2
"L1FLnI_Xq26.3g",1,4
"L1FLnI_Xq26.3k",1,10
"L1FLnI_Xq27.3h",1,1
"L1FLnI_Xq28a",1,5
"L1FLnI_Xq28g",1,1
"L1FLnI_Xq28l",1,7
"L1FLnI_Xq28y",1,7
"L1FLnI_Xq28fa",1,0
"L1FLnI_Yq11.221ea",1,1
"L1FLnI_1p36.23",1,6
"L1FLI_3q13.11",1,13
"L1FLnI_3q26.1r",1,6
"L1FLnI_3q26.2h",1,2
"L1FLnI_4q13.3cb",1,11
"L1FLnI_4q32.1v",1,6
"L1FLnI_5q21.1x",1,5
"L1FLnI_7q31.32k",1,14
"L1FLnI_12q23.3n",1,1
"L1FLnI_15q25.1d",1,9
"L1FLnI_18q21.32d",1,0
"L1FLnI_21q22.12",1,8
"L1FLnI_1p32.1k",1,6
"L1FLI_1p13.2",1,9
"L1FLnI_3q22.3a",1,0
"L1FLnI_4q22.3a",1,2
"L1FLnI_5q21.1f",1,2
"L1FLnI_5q35.3d",1,8
"L1FLnI_6q22.31m",1,0
"L1FLnI_10q21.2d",1,0
"L1FLnI_10q23.1oa",1,1
"L1FLnI_10q23.1pa",1,2
"L1FLnI_13q12.13b",1,3
"L1FLnI_14q22.1f",1,0
"L1FLnI_22q12.3e",1,10
"L1FLnI_Xp11.4a",1,0
"L1FLnI_1p35.1a",1,1
"L1FLnI_1p33n",1,2
"L1FLnI_1p32.1c",1,3
"L1FLnI_1p31.1qa",1,3
"L1FLnI_1p31.1jc",1,12
"L1FLnI_1p22.2u",1,0
"L1FLnI_1p13.3f",1,1
"L1FLnI_1p13.2h",1,0
"L1FLnI_1p12b",1,89
"L1FLnI_1p12r",1,4
"L1FLnI_1q23.1s",1,4
"L1FLI_1q25.1b",1,12
"L1FLnI_1q31.3f",1,9
"L1FLnI_1q32.1i",1,5
"L1FLnI_1q44t",1,0
"L1FLnI_2p24.1e",1,1
"L1FLnI_2p23.3c",1,1
"L1FLnI_2p22.2e",1,2
"L1FLnI_2p15h",1,3
"L1FLnI_2p11.2q",1,0
"L1FLnI_2q22.1h",1,2
"L1FLnI_2q22.3b",1,6
"L1FLnI_2q22.3d",1,0
"L1FLnI_2q22.3k",1,11
"L1FLnI_2q22.3q",1,0
"L1FLnI_2q23.3fa",1,0
"L1FLnI_2q24.3c",1,12
"L1FLnI_2q31.2k",1,0
"L1FLnI_2q32.1x",1,11
"L1FLnI_2q34a",1,0
"L1FLnI_2q34v",1,5
"L1FLnI_2q34x",1,0
"L1FLnI_2q36.3h",1,0
"L1FLnI_2q37.1d",1,12
"L1FLnI_3p24.2g",1,0
"L1FLnI_3p24.2h",1,1
"L1FLnI_3p22.1b",1,9
"L1FLnI_3p13j",1,2
"L1FLnI_3p12.3i",1,8
"L1FLnI_3p12.3s",1,4
"L1FLnI_3q12.3m",1,0
"L1FLnI_3q22.1ca",1,4
"L1FLnI_3q22.2d",1,9
"L1FLnI_3q22.3u",1,1
"L1FLnI_3q24fa",1,0
"L1FLnI_3q25.32b",1,0
"L1FLnI_3q25.32j",1,1
"L1FLnI_3q26.2j",1,2
"L1FLnI_3q28h",1,0
"L1FLnI_4p11e",1,7
"L1FLnI_4q12j",1,2
"L1FLnI_4q21.21t",1,0
"L1FLnI_4q21.22i",1,1
"L1FLnI_4q24c",1,0
"L1FLnI_4q24wa",1,8
"L1FLnI_4q26ca",1,0
"L1FLnI_4q26ya",1,0
"L1FLnI_4q28.3ea",1,1
"L1FLnI_4q31.1d",1,4
"L1FLnI_4q31.21wa",1,1
"L1FLnI_4q32.1h",1,5
"L1FLnI_4q32.1m",1,0
"L1FLnI_4q33h",1,4
"L1FLnI_4q34.1p",1,1
"L1FLnI_4q34.1t",1,1
"L1FLnI_5p13.2da",1,5
"L1FLnI_5q11.1i",1,0
"L1FLnI_5q12.1j",1,7
"L1FLnI_5q12.1ba",1,2
"L1FLnI_5q13.1j",1,3
"L1FLnI_5q13.3u",1,0
"L1FLnI_5q14.3sa",1,4
"L1FLnI_5q15k",1,0
"L1FLnI_5q21.1j",1,0
"L1FLnI_5q23.1u",1,4
"L1FLnI_5q23.3aa",1,1
"L1FLnI_5q33.1f",1,2
"L1FLnI_5q34r",1,4
"L1FLnI_6p21.2d",1,1
"L1FLnI_6p12.3s",1,7
"L1FLnI_6q12m",1,1
"L1FLnI_6q14.1xa",1,3
"L1FLnI_6q14.1zb",1,3
"L1ORF2_6q14.2",1,12
"L1FLnI_6q16.1v",1,3
"L1FLnI_6q16.3r",1,3
"L1FLnI_6q21c",1,0
"L1FLnI_6q21k",1,7
"L1FLnI_6q22.33d",1,7
"L1FLnI_6q24.1o",1,8
"L1FLnI_6q26d",1,4
"L1FLnI_7p22.2",1,3
"L1FLnI_7p21.2d",1,3
"L1FLnI_7p14.3u",1,6
"L1FLnI_7q31.1o",1,1
"L1FLnI_7q31.31j",1,2
"L1FLnI_7q31.33q",1,1
"L1FLnI_7q33l",1,8
"L1FLnI_8p23.3d",1,0
"L1FLnI_8p21.3i",1,2
"L1FLnI_8p11.21i",1,2
"L1FLnI_8q12.1d",1,2
"L1FLnI_8q12.3b",1,1
"L1FLnI_8q21.13da",1,57
"L1FLnI_8q21.13xa",1,0
"L1FLnI_8q21.3q",1,0
"L1FLnI_8q22.1f",1,1
"L1FLnI_8q22.2m",1,1
"L1FLnI_8q23.2a",1,0
"L1FLnI_9p22.2d",1,3
"L1FLnI_9q21.13d",1,2
"L1FLnI_9q21.33k",1,3
"L1FLnI_9q33.2e",1,6
"L1FLnI_10p15.1b",1,5
"L1ORF2_10p11.1",1,6
"L1FLnI_10q11.22c",1,25
"L1FLnI_10q21.3a",1,8
"L1FLnI_10q23.1fa",1,2
"L1FLnI_10q26.2h",1,3
"L1FLnI_11p15.4w",1,0
"L1FLnI_11p15.4ka",1,2
"L1FLnI_11p15.2l",1,7
"L1FLnI_11p15.1o",1,0
"L1FLnI_11p11.12e",1,7
"L1FLnI_11q11i",1,2
"L1FLnI_11q14.2g",1,7
"L1FLnI_11q14.2i",1,5
"L1FLnI_11q14.2k",1,3
"L1FLnI_11q14.2o",1,3
"L1FLnI_11q14.2p",1,2
"L1FLnI_11q21m",1,2
"L1FLnI_11q23.2h",1,1
"L1FLnI_11q23.3i",1,14
"L1FLnI_11q24.3p",1,4
"L1FLnI_12p13.32i",1,13
"L1FLnI_12p11.23b",1,3
"L1FLnI_12q13.11k",1,2
"L1FLnI_12q13.11m",1,0
"L1FLI_12q13.3",1,6
"L1FLnI_12q14.2i",1,0
"L1FLnI_12q21.2p",1,2
"L1FLnI_12q21.31ba",1,2
"L1FLnI_12q21.33f",1,9
"L1FLnI_12q24.23g",1,0
"L1FLI_13q12.3",1,11
"L1FLnI_13q14.2t",1,12
"L1FLnI_13q21.33f",1,3
"L1FLnI_13q22.1b",1,8
"L1FLnI_13q33.3d",1,6
"L1FLnI_14q13.3f",1,0
"L1FLnI_14q21.1la",1,6
"L1FLnI_14q21.1na",1,1
"L1FLnI_14q21.3z",1,0
"L1FLnI_14q23.2j",1,1
"L1ORF2_14q32.31",1,5
"L1FLnI_15q14e",1,9
"L1FLnI_15q23c",1,4
"L1FLnI_15q25.2e",1,3
"L1FLnI_15q26.3h",1,3
"L1FLnI_16q12.1h",1,7
"L1FLnI_18q21.1f",1,13
"L1FLnI_18q22.1b",1,2
"L1FLnI_19p13.2c",1,182
"L1FLnI_19q12l",1,1
"L1FLnI_19q13.11c",1,0
"L1FLnI_20p13g",1,0
"L1FLnI_20p12.1k",1,1
"L1FLnI_20p11.23k",1,0
"L1FLnI_20q13.33b",1,0
"L1FLnI_21p11.2d",1,1
"L1FLnI_21q21.3b",1,10
"L1FLnI_22q11.1i",1,1
"L1FLnI_22q12.3h",1,1
"L1FLnI_Xp11.22ga",1,0
"L1FLnI_Xp11.21ua",1,5
"L1FLnI_Xq12v",1,1
"L1FLnI_Xq13.1b",1,2
"L1FLnI_Xq13.2a",1,1
"L1FLnI_Xq13.2aa",1,21
"L1FLnI_Xq21.1k",1,1
"L1FLnI_Xq21.1jc",1,7
"L1FLnI_Xq22.3ya",1,0
"L1FLnI_Xq24n",1,2
"L1FLnI_Xq25z",1,8
"L1FLnI_Xq25kc",1,3
"L1FLnI_Xq26.1d",1,1
"L1FLnI_Xq27.1l",1,0
"L1FLnI_Yp11.32b",1,1
"L1FLnI_Yp11.2i",1,3
"L1FLnI_1p32.3k",1,3
"L1FLnI_1q21.1h",1,0
"L1FLnI_1q21.2d",1,2
"L1FLnI_1q23.3c",1,12
"L1FLnI_2p12a",1,0
"L1FLnI_2q22.1d",1,2
"L1FLnI_2q34ia",1,1
"L1FLnI_3p14.1t",1,3
"L1FLnI_3q22.1u",1,0
"L1FLnI_4p15.33r",1,0
"L1FLnI_4p15.33w",1,1
"L1FLnI_4p15.1t",1,0
"L1FLnI_4q13.1ca",1,1
"L1FLnI_4q28.1d",1,1
"L1FLnI_4q32.1ha",1,8
"L1FLnI_4q34.1d",1,2
"L1FLnI_4q35.2e",1,1
"L1FLnI_5q23.1n",1,0
"L1FLnI_5q31.1f",1,1
"L1FLnI_6p25.1m",1,0
"L1FLnI_6p21.1g",1,1
"L1FLnI_6q24.3b",1,5
"L1FLnI_7p21.2a",1,9
"L1FLnI_7p14.1o",1,0
"L1FLnI_7q11.21a",1,0
"L1FLnI_7q31.31i",1,0
"L1FLnI_8q12.3l",1,3
"L1FLnI_8q12.3u",1,0
"L1FLnI_8q13.3c",1,2
"L1FLnI_8q22.1g",1,12
"L1FLnI_8q22.1m",1,3
"L1FLnI_9q21.31q",1,0
"L1FLnI_9q22.32e",1,2
"L1FLnI_10q25.1fa",1,0
"L1FLnI_11q14.1ca",1,0
"L1FLnI_11q14.2n",1,2
"L1FLnI_13q11c",1,1
"L1FLnI_13q13.1b",1,6
"L1FLnI_13q14.11k",1,3
"L1FLnI_16p12.2a",1,3
"L1FLnI_16p11.2n",1,3
"L1FLnI_17q21.33a",1,7
"L1FLnI_18q12.2c",1,11
"L1FLnI_19p12p",1,3
"L1FLnI_Xq21.33ha",1,1
"L1FLnI_Xq23v",1,1
"L1FLnI_Xq23ya",1,0
"L1FLnI_Xq23cb",1,2
"L1FLnI_Yp11.2c",1,1
"L1FLnI_1p31.1kc",1,12
"L1FLnI_1p22.2w",1,3
"L1FLnI_1q21.1k",1,5
"L1FLnI_2q24.3r",1,5
"L1FLnI_2q32.3h",1,2
"L1FLnI_3q13.2k",1,0
"L1FLnI_3q22.1z",1,0
"L1FLnI_4p15.31t",1,1
"L1FLnI_4q24la",1,0
"L1FLI_5q14.1",1,9
"L1FLnI_6p22.3p",1,7
"L1FLnI_6q23.3h",1,1
"L1FLnI_8q22.3c",1,8
"L1FLnI_9p21.1f",1,1
"L1FLnI_9q21.2b",1,3
"L1FLnI_10q11.23e",1,3
"L1FLnI_10q21.1h",1,2
"L1FLnI_11q11a",1,3
"L1FLnI_11q11q",1,0
"L1FLnI_11q12.1w",1,2
"L1FLnI_11q14.2w",1,0
"L1FLnI_11q23.3f",1,2
"L1FLnI_12p12.1d",1,3
"L1FLnI_12p11.1f",1,12
"L1FLnI_15q25.2g",1,7
"L1FLI_16p12.3a",1,8
"L1FLnI_18q21.1m",1,1
"L1FLnI_Xq21.31g",1,4
"L1FLnI_Yq11.21r",1,17
"L1FLnI_1p34.3c",1,3
"L1FLnI_1q21.3f",1,1
"L1FLnI_2p16.3aa",1,1
"L1FLnI_2q11.2q",1,1
"L1FLnI_2q14.3ja",1,0
"L1FLnI_2q24.2u",1,8
"L1FLnI_2q31.1m",1,1
"L1FLnI_2q32.3a",1,3
"L1FLnI_2q32.3b",1,8
"L1FLnI_2q34fa",1,9
"L1FLnI_2q37.1f",1,2
"L1FLnI_3p24.2p",1,0
"L1FLnI_3p22.1w",1,0
"L1FLnI_3p12.3p",1,3
"L1FLnI_3p12.3r",1,1
"L1FLnI_3q13.33e",1,0
"L1FLnI_3q24n",1,2
"L1FLnI_3q25.32l",1,2
"L1FLnI_3q26.1w",1,12
"L1FLnI_4q12fa",1,7
"L1FLnI_4q21.1b",1,10
"L1FLnI_4q21.1o",1,0
"L1FLnI_4q22.1ja",1,13
"L1FLnI_4q23j",1,0
"L1FLnI_4q24ib",1,9
"L1FLnI_4q25d",1,1
"L1FLnI_4q28.3ta",1,6
"L1FLnI_4q32.1n",1,2
"L1FLnI_5p13.2u",1,4
"L1FLnI_5p13.1o",1,0
"L1FLnI_5p12da",1,3
"L1FLnI_5q12.3m",1,3
"L1FLnI_5q14.3b",1,34
"L1FLnI_5q15a",1,0
"L1FLnI_5q21.1ca",1,8
"L1FLnI_6p24.3i",1,4
"L1FLnI_6p12.1r",1,1
"L1FLnI_6q16.1ma",1,12
"L1FLnI_6q16.3l",1,5
"L1FLnI_6q22.1ga",1,7
"L1FLnI_6q22.32i",1,0
"L1ORF2_6q25.3",1,10
"L1FLnI_7p22.1e",1,1
"L1FLnI_7p21.2f",1,7
"L1FLnI_7p15.3b",1,1
"L1FLnI_7p15.2g",1,3
"L1FLnI_7p13d",1,0
"L1FLnI_7q31.1a",1,0
"L1FLnI_7q31.32c",1,31
"L1FLnI_7q33n",1,12
"L1FLnI_8q12.3h",1,2
"L1FLnI_8q13.3f",1,3
"L1FLnI_8q24.12q",1,16
"L1FLnI_8q24.3g",1,1
"L1FLnI_9p23x",1,3
"L1FLnI_9p22.2b",1,0
"L1FLnI_9q21.12j",1,2
"L1FLnI_9q21.33a",1,1
"L1FLnI_9q33.1r",1,6
"L1FLnI_10q21.3z",1,2
"L1FLnI_10q25.3b",1,2
"L1FLnI_11p15.4q",1,2
"L1FLnI_11q21s",1,6
"L1FLnI_12p13.2a",1,1
"L1FLnI_12p13.2l",1,42
"L1FLnI_12q12i",1,0
"L1FLnI_12q13.13",1,17
"L1FLnI_12q21.31r",1,1
"L1FLnI_13q21.32k",1,0
"L1FLnI_13q31.1c",1,1
"L1FLnI_14q11.2k",1,0
"L1FLnI_14q21.2i",1,2
"L1FLnI_14q22.3a",1,9
"L1FLnI_14q22.3l",1,3
"L1FLnI_15q14q",1,2
"L1FLnI_15q21.1b",1,1
"L1FLnI_15q21.2p",1,6
"L1FLnI_15q23d",1,1
"L1FLnI_15q24.3i",1,2
"L1FLnI_15q26.1j",1,0
"L1FLnI_18q12.3f",1,7
"L1FLnI_18q23k",1,4
"L1FLnI_Xp21.3j",1,4
"L1FLnI_Xp11.21ta",1,1
"L1FLnI_Xq13.1aa",1,0
"L1FLnI_Xq13.3fb",1,2
"L1FLnI_Xq22.1bb",1,4
"L1FLnI_Xq22.3ia",1,1
"L1FLnI_Xq26.1f",1,3
"L1FLnI_Xq26.3aa",1,0
"L1FLnI_1p13.2f",1,6
"L1FLnI_2p25.2a",1,8
"L1FLnI_2p13.1b",1,9
"L1FLnI_2q14.3ua",1,0
"L1FLnI_3p22.3ca",1,2
"L1FLnI_3p14.2v",1,2
"L1FLnI_3q22.3f",1,1
"L1FLnI_3q26.1m",1,0
"L1FLnI_3q26.1x",1,5
"L1FLnI_4q13.1c",1,4
"L1FLnI_4q21.22d",1,0
"L1FLnI_4q25ha",1,0
"L1FLnI_5p15.1e",1,5
"L1FLnI_5q14.3t",1,0
"L1FLnI_6q14.1xb",1,1
"L1FLnI_6q22.1z",1,1
"L1FLnI_6q24.3h",1,9
"L1FLnI_7p15.3d",1,7
"L1FLnI_8q11.23p",1,0
"L1FLnI_8q22.1ka",1,0
"L1FLnI_8q24.13m",1,19
"L1FLnI_9q21.12k",1,4
"L1FLnI_9q31.2o",1,14
"L1FLnI_10p11.21c",1,2
"L1FLnI_12p13.32a",1,5
"L1FLnI_14q23.2d",1,0
"L1FLnI_15q21.3v",1,0
"L1FLnI_18q21.31c",1,5
"L1FLnI_20p11.21e",1,0
"L1FLnI_22q12.3c",1,4
"L1FLnI_Xp22.32",1,11
"L1FLnI_Xp11.21da",1,3
"L1FLnI_Xq12b",1,0
"L1FLnI_Xq21.1z",1,2
"L1FLnI_Xq22.3s",1,4
"L1FLnI_Xq27.1f",1,2
"L1FLnI_Yq11.221cb",1,0
"L1FLnI_1p31.1ic",1,2
"L1FLnI_2q14.1d",1,1
"L1FLnI_2q14.3l",1,0
"L1FLnI_2q23.3z",1,14
"L1FLnI_2q34q",1,0
"L1FLnI_3p24.3h",1,6
"L1FLnI_4q28.1q",1,0
"L1FLnI_5p15.31e",1,7
"L1FLnI_5p12e",1,5
"L1FLnI_5q11.2ba",1,3
"L1FLnI_5q14.1p",1,32
"L1FLnI_5q14.3eb",1,8
"L1FLnI_6p22.1m",1,1
"L1FLnI_7p12.1l",1,1
"L1FLnI_7q22.1b",1,11
"L1FLnI_7q32.3c",1,2
"L1FLnI_8q12.1o",1,3
"L1FLnI_8q13.3x",1,2
"L1FLnI_8q24.13f",1,3
"L1FLnI_9q21.11f",1,1
"L1FLnI_9q22.31f",1,4
"L1FLnI_11p15.4ea",1,0
"L1FLnI_11q12.2a",1,3
"L1FLnI_12q21.33c",1,2
"L1FLnI_13q13.3r",1,6
"L1FLnI_16p11.1i",1,3
"L1ORF2_18q11.2a",1,6
"L1FLnI_18q21.33d",1,1
"L1FLnI_18q22.2b",1,9
"L1FLnI_21q21.1y",1,1
"L1FLnI_Xp22.2v",1,1
"L1FLnI_Xp21.1l",1,0
"L1FLnI_Xp11.3c",1,4
"L1FLnI_Xp11.21rc",1,3
"L1FLnI_Xq23ia",1,2
"L1FLnI_1p12i",1,8
"L1FLnI_1p12q",1,3
"L1FLnI_2p23.1l",1,2
"L1FLnI_2p11.2d",1,14
"L1FLnI_2q14.3t",1,5
"L1FLnI_2q31.1l",1,4
"L1FLnI_2q32.2b",1,0
"L1FLnI_2q34t",1,6
"L1FLnI_3p22.2c",1,0
"L1FLnI_3q25.1b",1,14
"L1FLnI_4p15.33v",1,4
"L1FLnI_4q21.21n",1,1
"L1FLnI_5q34u",1,0
"L1FLnI_6p25.3b",1,7
"L1FLnI_6q24.1d",1,4
"L1FLnI_7p21.3g",1,4
"L1FLnI_7q36.3c",1,3
"L1FLnI_8q13.3o",1,0
"L1FLnI_9q31.1x",1,2
"L1FLnI_12p12.3y",1,3
"L1FLnI_12q12r",1,3
"L1FLnI_12q13.11z",1,4
"L1FLnI_12q21.31c",1,7
"L1FLnI_12q21.33e",1,3
"L1FLnI_12q24.33c",1,0
"L1FLnI_13q14.3r",1,5
"L1FLnI_14q12da",1,4
"L1FLnI_14q12la",1,1
"L1FLnI_14q24.1c",1,2
"L1FLnI_14q31.1e",1,2
"L1FLnI_14q32.12b",1,24
"L1FLnI_15q11.2l",1,1
"L1FLnI_15q25.3x",1,5
"L1FLnI_17q24.1",1,2
"L1FLnI_18p11.31p",1,3
"L1FLnI_18q11.2e",1,0
"L1FLnI_18q12.1z",1,1
"L1FLnI_Xp11.21q",1,1
"L1FLnI_Xq21.33fa",1,0
"L1FLnI_Xq25zb",1,14
"L1FLnI_Xq27.1r",1,1
"L1FLnI_Yq11.221kb",1,1
"L1FLnI_1p34.1b",1,2
"L1FLnI_1q41d",1,0
"L1FLnI_2q34o",1,7
"L1FLnI_3q13.33f",1,5
"L1FLnI_4p15.33o",1,1
"L1FLnI_4q25ba",1,0
"L1FLnI_6q14.1vb",1,4
"L1FLnI_6q22.31r",1,12
"L1FLnI_7q22.1m",1,1
"L1FLnI_8p23.1a",1,0
"L1FLnI_8q11.21u",1,1
"L1FLnI_8q23.3r",1,3
"L1FLnI_8q24.23a",1,1
"L1FLnI_10q21.1m",1,0
"L1FLnI_11q12.3d",1,1
"L1FLnI_11q22.1p",1,10
"L1FLnI_14q22.1g",1,0
"L1FLnI_15q24.3d",1,5
"L1FLnI_Xp11.3b",1,5
"L1FLnI_Xq21.2l",1,1
"L1FLnI_Xq22.2k",1,3
"L1FLnI_Xq24u",1,14
"L1FLnI_Yp11.31b",1,0
"L1FLnI_2p22.3u",1,1
"L1FLnI_3p12.2d",1,3
"L1FLI_3q13.13",1,11
"L1FLnI_3q22.1aa",1,9
"L1FLnI_4q12k",1,1
"L1FLnI_4q13.2g",1,0
"L1FLnI_4q24fb",1,3
"L1FLI_4q28.3",1,17
"L1FLnI_5q15ka",1,1
"L1FLnI_6q23.2b",1,2
"L1FLnI_7q34d",1,3
"L1FLnI_8p21.1",1,5
"L1FLnI_9p24.2d",1,6
"L1FLnI_9p24.1p",1,1
"L1FLnI_10p14g",1,3
"L1FLnI_12p12.2c",1,0
"L1FLnI_12q12ab",1,9
"L1FLnI_14q21.2s",1,1
"L1FLnI_15q24.2a",1,0
"L1FLnI_21q21.1o",1,3
"L1FLnI_Xq12xa",1,5
"L1FLnI_Yq11.221w",1,3
"L1FLnI_1p36.33b",1,1
"L1FLnI_1p13.2i",1,7
"L1FLnI_1q44b",1,0
"L1FLnI_2p23.1k",1,1
"L1FLnI_2p15b",1,3
"L1FLnI_2p12j",1,3
"L1FLnI_3p24.3v",1,3
"L1FLnI_3q13.12h",1,3
"L1FLnI_4p13r",1,0
"L1FLnI_4q28.2i",1,21
"L1FLnI_5p12p",1,1
"L1FLnI_5q23.2q",1,3
"L1FLnI_5q33.1e",1,1
"L1FLnI_8q13.2h",1,6
"L1FLnI_8q21.13ra",1,0
"L1FLnI_8q22.1i",1,1
"L1FLnI_10q23.1x",1,0
"L1FLnI_10q26.2e",1,6
"L1FLnI_12p12.1j",1,0
"L1FLnI_12q12qa",1,4
"L1FLnI_12q15m",1,1
"L1FLnI_14q11.2n",1,0
"L1FLnI_15q24.3g",1,3
"L1FLnI_15q25.2c",1,0
"L1FLnI_20q13.2g",1,1
"L1FLnI_Xq21.32l",1,4
"L1FLnI_Xq22.3f",1,2
"L1FLnI_Xq23qa",1,0
"L1FLnI_1p21.3v",1,8
"L1FLnI_1q25.3h",1,7
"L1FLnI_2q23.2d",1,3
"L1FLnI_3q13.2d",1,9
"L1FLnI_4p15.33k",1,2
"L1FLnI_4q31.22s",1,2
"L1FLnI_5p13.1a",1,3
"L1FLnI_6q16.1da",1,1
"L1FLnI_8p11.1a",1,7
"L1FLnI_12q12za",1,0
"L1FLnI_13q14.3a",1,4
"L1FLnI_19p11b",1,3
"L1FLnI_Xp22.2h",1,4
"L1FLnI_Xq21.33s",1,0
"L1FLnI_Xq27.3fa",1,0
"L1FLnI_Xq28r",1,6
"L1FLnI_1p33l",1,4
"L1FLnI_1q23.1j",1,1
"L1FLnI_2q22.2g",1,1
"L1FLnI_2q32.3fa",1,0
"L1FLnI_4q31.21m",1,7
"L1FLnI_5q12.3i",1,1
"L1FLnI_5q35.1b",1,2
"L1FLnI_6q12d",1,4
"L1FLnI_7q21.3w",1,12
"L1FLnI_11p15.4m",1,3
"L1FLnI_14q11.2i",1,2
"L1FLnI_Xp21.2c",1,0
"L1FLnI_2p25.3i",1,2
"L1FLnI_3q26.32w",1,5
"L1FLnI_4q13.2d",1,1
"L1FLnI_4q21.1m",1,2
"L1FLnI_4q31.21ja",1,1
"L1FLnI_5q11.1j",1,1
"L1FLnI_6q13ja",1,3
"L1FLnI_6q16.3ca",1,0
"L1FLnI_7q11.22c",1,2
"L1FLnI_8q11.21a",1,1
"L1FLnI_9p21.3z",1,0
"L1FLnI_11q14.3i",1,0
"L1FLnI_11q22.1ca",1,2
"L1FLnI_15q26.3n",1,1
"L1FLnI_16p12.3g",1,2
"L1FLnI_16q24.1a",1,8
"L1FLnI_20p11.22g",1,5
"L1FLnI_Xq11.2ea",1,2
"L1FLnI_Xq26.1i",1,3
"L1FLnI_4q35.1e",1,7
"L1FLnI_6q14.1v",1,2
"L1FLnI_6q14.3ia",1,0
"L1FLnI_9q21.32l",1,0
"L1FLnI_11q13.4b",1,1
"L1FLnI_14q31.1g",1,7
"L1FLnI_15q21.1r",1,0
"L1FLnI_16p11.2b",1,1
"L1FLnI_18q12.1l",1,4
"L1FLnI_Xq28u",1,0
"L1FLnI_7p12.3g",1,4
"L1FLnI_12q24.22c",1,5
"L1FLnI_Xp11.3ea",1,1
"L1FLnI_2p24.3s",1,1
"L1FLnI_4q22.2h",1,0
"L1FLnI_5q11.2ma",1,2
"L1FLnI_5q14.3bb",1,9
"L1FLnI_5q23.1da",1,0
"L1FLnI_7p21.1w",1,0
"L1FLnI_7q22.3h",1,2
"L1FLnI_7q31.1ca",1,0
"L1FLnI_8p11.22a",1,2
"L1FLnI_8q13.1c",1,1
"L1FLnI_9p13.3d",1,1
"L1FLnI_9q31.1e",1,6
"L1FLnI_11q12.3r",1,3
"L1FLnI_11q23.2g",1,1
"L1FLnI_12p12.2h",1,3
"L1FLnI_13q22.3d",1,0
"L1FLnI_15q11.2j",1,5
"L1FLnI_15q25.1e",1,6
"L1FLnI_Yp11.2m",1,2
"L1FLnI_2q32.1j",1,0
"L1FLnI_3q25.2g",1,2
"L1FLnI_6q14.3da",1,1
"L1FLnI_7q11.21o",1,1
"L1FLnI_13q32.1m",1,0
"L1FLnI_4q31.21a",1,1
"L1FLnI_5q35.3g",1,1
"L1FLnI_12q24.11",1,15
"L1FLnI_2q21.2c",1,7
"L1FLnI_2q23.1i",1,1
"L1FLnI_3q12.1e",1,4
"L1FLnI_4q21.3i",1,8
"L1FLnI_4q34.3s",1,8
"L1FLnI_5q14.3aa",1,7
"L1FLnI_8q23.1j",1,12
"L1FLnI_12q12z",1,5
"L1FLnI_12q23.2d",1,2
"L1FLnI_19p12h",1,0
"L1FLnI_Xq27.3r",1,1
"L1FLnI_Yq11.221h",1,1
"L1FLnI_Yq11.221pb",1,2
