"","count_MCF10A","count_MDAMB436"
"L1FLnI_18q21.1i",2.48787940049565,3.67060289682643
"L1FLnI_14q31.3r",2.48787940049565,-0.451890008743207
"L1FLnI_2p14n",2.48787940049565,2.6616231926839
"L1FLnI_3q23c",2.48787940049565,1.77717837243201
"L1FLnI_4p15.33j",2.48787940049565,0.915221551100886
"L1FLnI_4q32.3u",2.48787940049565,2.48787940049565
"L1FLnI_4q35.1b",2.48787940049565,2.28935193161896
"L1FLnI_5q12.1c",2.48787940049565,0.915221551100886
"L1FLnI_7p15.3e",2.48787940049565,-0.451890008743207
"L1FLnI_8q24.3b",2.48787940049565,0.915221551100886
"L1FLnI_10q23.33r",2.48787940049565,0.915221551100886
"L1FLnI_10q25.1z",2.48787940049565,3.30647021207671
"L1FLnI_14q23.1ca",2.48787940049565,4.54594356728682
"L1FLI_18q21.32",2.48787940049565,3.30647021207671
"L1FLI_3p14.1",2.48787940049565,2.48787940049565
"L1FLnI_2q33.1p",2.48787940049565,0.915221551100886
"L1FLnI_3q22.3i",2.48787940049565,-0.451890008743207
"L1FLnI_4q24va",2.48787940049565,2.0573398912941
"L1FLnI_2q23.3n",2.48787940049565,3.40655758966283
"L1FLnI_12q14.1h",2.48787940049565,0.915221551100886
"L1FLnI_9q31.1b",2.48787940049565,2.6616231926839
"L1FLnI_5q21.1i",2.48787940049565,3.19882953898813
"L1FLnI_4q21.1p",2.48787940049565,-0.451890008743207
"L1FLnI_12p12.3r",2.48787940049565,2.48787940049565
"L1FLnI_4q26j",2.48787940049565,2.81621791638167
"L1FLnI_9p22.2g",2.48787940049565,2.48787940049565
"L1FLnI_14q31.1b",2.48787940049565,3.58788344595063
"L1FLnI_11q24.2i",2.48787940049565,1.77717837243201
"L1FLnI_Xq21.1yb",2.48787940049565,1.42045667459727
"L1FLnI_12p13.32c",2.48787940049565,5.54552237445001
"L1FLnI_2p23.1e",2.48787940049565,1.77717837243201
"L1FLnI_12q15k",2.48787940049565,6.25566109438994
"L1FLnI_13q14.11q",2.48787940049565,-0.451890008743207
"L1FLnI_2p22.3b",2.48787940049565,1.42045667459727
"L1FLnI_Xq13.2ea",2.48787940049565,3.67060289682643
"L1FLnI_Xq22.1cb",2.48787940049565,3.58788344595063
"L1FLnI_3q13.2i",2.48787940049565,1.77717837243201
"L1FLnI_4q12s",2.48787940049565,3.50009131836213
"L1FLnI_16q22.2e",2.48787940049565,3.30647021207671
"L1FLnI_21q11.2d",2.48787940049565,1.77717837243201
"L1FLnI_8q11.21o",2.48787940049565,2.81621791638167
"L1FLnI_18p11.32n",2.48787940049565,2.95554129427102
"L1FLnI_11p14.2c",2.48787940049565,2.28935193161896
"L1FLnI_6q14.1yb",2.48787940049565,2.48787940049565
"L1FLnI_3p14.1fa",2.48787940049565,-0.451890008743207
"L1FLI_9p22.1",2.48787940049565,2.95554129427102
"L1FLnI_Xq22.1ib",2.48787940049565,0.915221551100886
"L1FLnI_22q12.3f",2.48787940049565,2.28935193161896
"L1FLnI_6p11.2c",2.48787940049565,2.28935193161896
"L1FLnI_12p13.2g",2.48787940049565,5.4553730634349
"L1FLnI_2q24.3v",2.48787940049565,2.0573398912941
"L1FLnI_3p25.1j",2.48787940049565,2.48787940049565
"L1FLnI_3q25.1c",2.48787940049565,2.6616231926839
"L1FLnI_12q13.11p",2.48787940049565,4.4084394613157
"L1FLnI_14q22.2f",2.48787940049565,3.30647021207671
"L1FLnI_1q24.2h",2.48787940049565,3.58788344595063
"L1FLnI_1q31.2p",2.48787940049565,3.19882953898813
"L1FLnI_6p24.3f",2.48787940049565,3.19882953898813
"L1FLnI_11q23.2e",2.48787940049565,3.74880743302842
"L1FLnI_16q12.1a",2.48787940049565,2.95554129427102
"L1FLnI_6q21e",2.48787940049565,2.28935193161896
"L1FLnI_8q22.3d",2.48787940049565,10.8537353705947
"L1FLnI_8q23.3v",2.48787940049565,2.28935193161896
"L1FLnI_9q31.3g",2.48787940049565,2.95554129427102
"L1FLnI_Xq21.1hf",2.48787940049565,2.28935193161896
"L1FLnI_5q35.1c",2.48787940049565,2.6616231926839
"L1FLnI_2p24.1a",2.48787940049565,2.95554129427102
"L1FLnI_22q11.1k",2.48787940049565,1.77717837243201
"L1FLnI_3q26.31b",2.48787940049565,2.81621791638167
"L1FLnI_15q23g",2.48787940049565,3.30647021207671
"L1FLnI_4q32.1q",2.48787940049565,-0.451890008743207
"L1FLnI_7q21.11ba",2.48787940049565,2.28935193161896
"L1FLnI_11p13x",2.48787940049565,4.71097162499218
"L1FLnI_8q24.23f",2.48787940049565,2.6616231926839
"L1FLnI_3q13.12d",2.48787940049565,2.0573398912941
"L1FLnI_4q21.21k",2.48787940049565,3.40655758966283
"L1FLI_6q13",2.48787940049565,3.08238487681994
"L1FLnI_6q24.3c",2.48787940049565,2.28935193161896
"L1FLnI_7q21.13x",2.48787940049565,1.42045667459727
"L1FLnI_11p14.3i",2.48787940049565,3.08238487681994
"L1FLnI_Xq21.1lc",2.48787940049565,0.915221551100886
"L1FLnI_9q33.1n",2.48787940049565,2.0573398912941
"L1FLnI_8q12.3x",2.48787940049565,0.915221551100886
"L1FLnI_1q32.2k",2.48787940049565,1.77717837243201
"L1FLnI_7q21.13z",2.48787940049565,2.81621791638167
"L1FLnI_5q15y",2.48787940049565,0.915221551100886
"L1FLnI_15q25.2b",2.48787940049565,2.0573398912941
"L1FLnI_6q13o",2.48787940049565,1.77717837243201
"L1FLnI_9p24.1u",2.48787940049565,0.915221551100886
"L1FLnI_1q24.3j",2.48787940049565,1.77717837243201
"L1FLnI_4p13d",2.48787940049565,2.95554129427102
"L1FLnI_1p31.1z",2.48787940049565,-0.451890008743207
"L1FLnI_1q32.3a",2.48787940049565,3.58788344595063
"L1FLnI_2q32.1g",2.48787940049565,0.915221551100886
"L1FLnI_7q33j",2.48787940049565,1.42045667459727
"L1FLnI_10q23.1na",2.48787940049565,1.77717837243201
"L1FLnI_Xq21.31cb",2.48787940049565,1.77717837243201
"L1FLnI_11p15.4ha",2.48787940049565,2.48787940049565
"L1FLnI_17q24.3d",2.48787940049565,2.81621791638167
"L1FLnI_11q24.2g",2.48787940049565,-0.451890008743207
"L1FLI_5q35.3",2.48787940049565,3.89348188790523
"L1FLnI_4q32.3o",2.48787940049565,2.28935193161896
"L1FLnI_4q12ha",2.48787940049565,2.81621791638167
"L1FLnI_2q22.3p",2.48787940049565,1.42045667459727
"L1FLnI_4q24y",2.48787940049565,0.915221551100886
"L1FLnI_3q11.2f",2.48787940049565,1.42045667459727
"L1FLnI_3p24.1n",2.48787940049565,1.77717837243201
"L1FLnI_10p11.21k",2.48787940049565,2.0573398912941
"L1FLnI_18p11.31j",2.48787940049565,3.40655758966283
"L1FLnI_4p12c",2.48787940049565,-0.451890008743207
"L1FLnI_5q13.1i",2.48787940049565,2.48787940049565
"L1ORF2_6p22.3",2.48787940049565,3.08238487681994
"L1FLnI_5q31.1t",2.48787940049565,1.77717837243201
"L1FLnI_11p15.3m",2.48787940049565,-0.451890008743207
"L1FLnI_16p11.1e",2.48787940049565,1.77717837243201
"L1FLnI_4q31.23q",2.48787940049565,2.48787940049565
"L1FLnI_3p24.3la",2.48787940049565,1.42045667459727
"L1FLnI_9p21.3ha",2.48787940049565,0.915221551100886
"L1FLnI_1p34.2b",2.0573398912941,3.74880743302842
"L1FLnI_1p32.3e",2.0573398912941,1.77717837243201
"L1FLnI_1p32.2c",2.0573398912941,2.0573398912941
"L1FLnI_1p31.1tb",2.0573398912941,2.28935193161896
"L1FLnI_1p22.3l",2.0573398912941,2.0573398912941
"L1FLnI_1p22.2q",2.0573398912941,0.915221551100886
"L1FLnI_1p21.3f",2.0573398912941,1.77717837243201
"L1FLnI_1q21.2c",2.0573398912941,1.77717837243201
"L1FLnI_1q23.1i",2.0573398912941,0.915221551100886
"L1FLnI_1q23.3s",2.0573398912941,1.42045667459727
"L1FLnI_1q24.1h",2.0573398912941,0.915221551100886
"L1FLnI_1q42.12b",2.0573398912941,0.915221551100886
"L1FLnI_2p16.3y",2.0573398912941,-0.451890008743207
"L1FLnI_2p16.1e",2.0573398912941,2.0573398912941
"L1FLnI_2p12l",2.0573398912941,1.77717837243201
"L1FLnI_2p12da",2.0573398912941,3.19882953898813
"L1FLnI_2p12ea",2.0573398912941,-0.451890008743207
"L1FLnI_2q22.2j",2.0573398912941,6.20123778289265
"L1FLnI_2q24.2f",2.0573398912941,2.95554129427102
"L1FLnI_2q33.3b",2.0573398912941,2.95554129427102
"L1FLnI_2q35g",2.0573398912941,2.28935193161896
"L1FLnI_2q36.3k",2.0573398912941,2.28935193161896
"L1FLnI_2q37.1i",2.0573398912941,3.82296712097201
"L1FLnI_3p26.1c",2.0573398912941,0.915221551100886
"L1FLnI_3p25.2b",2.0573398912941,2.81621791638167
"L1FLnI_3p25.1f",2.0573398912941,1.42045667459727
"L1FLnI_3p24.1r",2.0573398912941,0.915221551100886
"L1FLnI_3p22.1ca",2.0573398912941,2.0573398912941
"L1FLnI_3p21.1f",2.0573398912941,3.58788344595063
"L1ORF2_3p21.1",2.0573398912941,3.40655758966283
"L1FLnI_3q11.2q",2.0573398912941,0.915221551100886
"L1FLnI_3q13.11n",2.0573398912941,-0.451890008743207
"L1FLnI_3q13.12c",2.0573398912941,3.30647021207671
"L1FLnI_3q13.33c",2.0573398912941,1.77717837243201
"L1FLnI_3q22.2c",2.0573398912941,-0.451890008743207
"L1FLnI_3q26.32k",2.0573398912941,1.42045667459727
"L1FLnI_4p16.1e",2.0573398912941,2.28935193161896
"L1FLnI_4p15.2i",2.0573398912941,2.28935193161896
"L1FLnI_4p15.2ba",2.0573398912941,2.81621791638167
"L1FLnI_4p15.2ca",2.0573398912941,2.95554129427102
"L1FLnI_4q12ba",2.0573398912941,2.0573398912941
"L1FLnI_4q13.3ba",2.0573398912941,1.77717837243201
"L1FLnI_4q21.21r",2.0573398912941,1.42045667459727
"L1FLnI_4q21.23a",2.0573398912941,4.1453041163462
"L1FLnI_4q22.3e",2.0573398912941,0.915221551100886
"L1FLnI_4q26xa",2.0573398912941,2.81621791638167
"L1ORF2_4q27a",2.0573398912941,1.77717837243201
"L1ORF2_4q32.1",2.0573398912941,2.48787940049565
"L1FLnI_4q34.1o",2.0573398912941,1.77717837243201
"L1FLnI_5p15.33a",2.0573398912941,-0.451890008743207
"L1FLnI_5p15.1l",2.0573398912941,1.77717837243201
"L1FLnI_5p14.1d",2.0573398912941,-0.451890008743207
"L1FLnI_5p13.2fa",2.0573398912941,1.77717837243201
"L1FLnI_5q11.1o",2.0573398912941,1.77717837243201
"L1FLnI_5q11.2z",2.0573398912941,0.915221551100886
"L1FLnI_5q11.2ab",2.0573398912941,-0.451890008743207
"L1FLnI_5q13.2g",2.0573398912941,-0.451890008743207
"L1FLnI_5q14.1o",2.0573398912941,2.28935193161896
"L1FLnI_5q15s",2.0573398912941,2.95554129427102
"L1FLnI_5q32g",2.0573398912941,3.30647021207671
"L1FLnI_6q12j",2.0573398912941,0.915221551100886
"L1FLnI_6q13i",2.0573398912941,3.19882953898813
"L1FLnI_6q13ga",2.0573398912941,0.915221551100886
"L1FLnI_6q16.3i",2.0573398912941,2.0573398912941
"L1FLnI_6q22.31c",2.0573398912941,2.28935193161896
"L1FLnI_6q22.33p",2.0573398912941,2.48787940049565
"L1FLnI_7p21.3b",2.0573398912941,3.08238487681994
"L1FLnI_7p14.2c",2.0573398912941,2.48787940049565
"L1FLnI_7p14.2f",2.0573398912941,2.0573398912941
"L1FLnI_7p14.1x",2.0573398912941,2.48787940049565
"L1FLnI_7q21.12g",2.0573398912941,2.0573398912941
"L1FLnI_7q21.3l",2.0573398912941,0.915221551100886
"L1FLnI_7q31.1ja",2.0573398912941,2.28935193161896
"L1FLnI_7q31.31r",2.0573398912941,1.42045667459727
"L1FLnI_7q36.3f",2.0573398912941,0.915221551100886
"L1FLnI_8q12.1f",2.0573398912941,0.915221551100886
"L1FLnI_8q12.1p",2.0573398912941,2.28935193161896
"L1FLnI_8q13.2c",2.0573398912941,0.915221551100886
"L1FLnI_8q13.3e",2.0573398912941,2.28935193161896
"L1FLnI_8q22.3f",2.0573398912941,3.58788344595063
"L1FLnI_8q24.21j",2.0573398912941,2.48787940049565
"L1FLnI_8q24.21q",2.0573398912941,2.6616231926839
"L1FLnI_8q24.22o",2.0573398912941,0.915221551100886
"L1FLI_9p21.1",2.0573398912941,2.28935193161896
"L1FLnI_9q21.13q",2.0573398912941,2.81621791638167
"L1FLnI_9q21.31s",2.0573398912941,0.915221551100886
"L1FLnI_9q21.32m",2.0573398912941,2.6616231926839
"L1FLnI_9q31.1f",2.0573398912941,2.48787940049565
"L1ORF2_10p15.1",2.0573398912941,3.30647021207671
"L1FLnI_10p14i",2.0573398912941,2.6616231926839
"L1FLnI_10p12.33c",2.0573398912941,2.28935193161896
"L1FLnI_10q21.1y",2.0573398912941,3.19882953898813
"L1FLnI_10q21.3ga",2.0573398912941,2.0573398912941
"L1FLnI_10q22.2d",2.0573398912941,2.95554129427102
"L1FLnI_10q23.1q",2.0573398912941,1.77717837243201
"L1FLnI_10q23.1xa",2.0573398912941,2.28935193161896
"L1FLnI_10q23.33t",2.0573398912941,1.42045667459727
"L1FLnI_10q25.1i",2.0573398912941,2.81621791638167
"L1FLnI_10q25.3j",2.0573398912941,1.77717837243201
"L1FLnI_10q26.3f",2.0573398912941,2.6616231926839
"L1FLnI_11p15.3a",2.0573398912941,1.42045667459727
"L1FLnI_11p13n",2.0573398912941,1.77717837243201
"L1FLnI_11p12sa",2.0573398912941,1.77717837243201
"L1FLnI_11p12va",2.0573398912941,0.915221551100886
"L1FLnI_11q14.2u",2.0573398912941,-0.451890008743207
"L1FLnI_11q22.3n",2.0573398912941,1.42045667459727
"L1FLnI_11q22.3oa",2.0573398912941,2.48787940049565
"L1FLnI_11q24.3c",2.0573398912941,-0.451890008743207
"L1FLnI_12p13.33c",2.0573398912941,3.19882953898813
"L1FLnI_12p13.2f",2.0573398912941,4.5015523051724
"L1FLnI_12p13.1g",2.0573398912941,0.915221551100886
"L1FLnI_12p11.21f",2.0573398912941,1.42045667459727
"L1FLnI_12q12ra",2.0573398912941,2.81621791638167
"L1FLnI_12q13.3d",2.0573398912941,2.95554129427102
"L1FLnI_12q14.1e",2.0573398912941,0.915221551100886
"L1FLnI_12q23.1l",2.0573398912941,0.915221551100886
"L1FLI_13q14.11a",2.0573398912941,1.42045667459727
"L1FLnI_13q14.11d",2.0573398912941,2.6616231926839
"L1FLnI_13q14.3n",2.0573398912941,3.50009131836213
"L1FLnI_13q22.3c",2.0573398912941,0.915221551100886
"L1FLnI_14q21.1s",2.0573398912941,1.42045667459727
"L1FLnI_14q21.2v",2.0573398912941,3.30647021207671
"L1FLnI_14q23.1ba",2.0573398912941,3.67060289682643
"L1FLnI_14q32.33d",2.0573398912941,-0.451890008743207
"L1FLnI_15q13.3b",2.0573398912941,2.81621791638167
"L1FLnI_15q24.1a",2.0573398912941,2.81621791638167
"L1FLnI_15q25.1b",2.0573398912941,1.77717837243201
"L1FLnI_15q25.1c",2.0573398912941,2.95554129427102
"L1FLnI_16p12.3d",2.0573398912941,1.42045667459727
"L1FLnI_16p11.1h",2.0573398912941,0.915221551100886
"L1FLnI_16q21i",2.0573398912941,2.0573398912941
"L1FLnI_16q23.1b",2.0573398912941,-0.451890008743207
"L1FLnI_16q23.2c",2.0573398912941,1.77717837243201
"L1FLnI_17p12j",2.0573398912941,1.77717837243201
"L1FLnI_17q11.2b",2.0573398912941,2.0573398912941
"L1FLnI_17q11.2e",2.0573398912941,5.11606427844782
"L1FLnI_18q21.1b",2.0573398912941,1.77717837243201
"L1FLnI_18q21.2r",2.0573398912941,1.77717837243201
"L1FLnI_19p12a",2.0573398912941,0.915221551100886
"L1FLnI_20q13.2d",2.0573398912941,3.08238487681994
"L1FLnI_21p11.2o",2.0573398912941,2.6616231926839
"L1FLnI_Xp11.4c",2.0573398912941,-0.451890008743207
"L1FLnI_Xp11.22l",2.0573398912941,0.915221551100886
"L1FLnI_Xp11.21ob",2.0573398912941,2.0573398912941
"L1FLnI_Xq13.3q",2.0573398912941,2.48787940049565
"L1FLnI_Xq21.1pb",2.0573398912941,3.08238487681994
"L1FLI_Xq21.1",2.0573398912941,3.58788344595063
"L1FLnI_Xq22.3g",2.0573398912941,0.915221551100886
"L1FLnI_Xq25ma",2.0573398912941,2.95554129427102
"L1FLnI_Xq26.2a",2.0573398912941,2.0573398912941
"L1FLnI_Xq26.3l",2.0573398912941,3.40655758966283
"L1FLnI_Xq27.2j",2.0573398912941,2.28935193161896
"L1FLnI_Xq27.3da",2.0573398912941,-0.451890008743207
"L1FLnI_Xq28q",2.0573398912941,-0.451890008743207
"L1FLnI_Yp11.2n",2.0573398912941,-0.451890008743207
"L1FLI_Yp11.2",2.0573398912941,2.6616231926839
"L1FLnI_Yq11.21s",2.0573398912941,-0.451890008743207
"L1FLnI_1p36.21c",2.0573398912941,2.48787940049565
"L1FLnI_1p33o",2.0573398912941,3.08238487681994
"L1FLnI_1p32.1a",2.0573398912941,2.48787940049565
"L1FLnI_1p31.1h",2.0573398912941,1.42045667459727
"L1FLnI_1p22.3f",2.0573398912941,2.95554129427102
"L1FLnI_1p22.2p",2.0573398912941,2.0573398912941
"L1FLnI_1p13.2s",2.0573398912941,2.28935193161896
"L1FLnI_1q12",2.0573398912941,0.915221551100886
"L1FLnI_1q21.1l",2.0573398912941,2.0573398912941
"L1FLnI_1q21.3i",2.0573398912941,0.915221551100886
"L1FLnI_1q23.1k",2.0573398912941,1.42045667459727
"L1FLnI_1q25.3l",2.0573398912941,3.82296712097201
"L1FLnI_1q32.2c",2.0573398912941,1.42045667459727
"L1FLnI_1q41k",2.0573398912941,-0.451890008743207
"L1FLnI_1q41p",2.0573398912941,-0.451890008743207
"L1FLnI_1q42.13e",2.0573398912941,2.28935193161896
"L1FLnI_1q42.2i",2.0573398912941,-0.451890008743207
"L1FLnI_1q42.3b",2.0573398912941,1.77717837243201
"L1FLnI_1q43m",2.0573398912941,3.19882953898813
"L1FLnI_2p24.3i",2.0573398912941,2.28935193161896
"L1FLnI_2p24.1d",2.0573398912941,3.08238487681994
"L1FLnI_2p21e",2.0573398912941,2.6616231926839
"L1FLnI_2p14r",2.0573398912941,-0.451890008743207
"L1FLnI_2p13.2g",2.0573398912941,2.28935193161896
"L1FLI_2q12.1",2.0573398912941,2.28935193161896
"L1FLnI_2q14.3z",2.0573398912941,2.81621791638167
"L1FLnI_2q22.2k",2.0573398912941,2.48787940049565
"L1FLnI_2q24.1x",2.0573398912941,0.915221551100886
"L1FLnI_2q31.1e",2.0573398912941,2.28935193161896
"L1FLnI_2q31.1n",2.0573398912941,3.08238487681994
"L1FLnI_2q31.2m",2.0573398912941,2.28935193161896
"L1FLnI_2q32.3i",2.0573398912941,3.50009131836213
"L1FLnI_2q33.1y",2.0573398912941,2.6616231926839
"L1FLnI_2q34m",2.0573398912941,-0.451890008743207
"L1FLnI_3p21.31b",2.0573398912941,1.42045667459727
"L1FLnI_3p14.3n",2.0573398912941,2.0573398912941
"L1FLnI_3p14.2q",2.0573398912941,1.77717837243201
"L1FLnI_3q13.13a",2.0573398912941,2.48787940049565
"L1FLnI_3q13.31d",2.0573398912941,1.77717837243201
"L1FLnI_3q22.3q",2.0573398912941,2.81621791638167
"L1FLnI_3q23e",2.0573398912941,0.915221551100886
"L1FLnI_3q25.31j",2.0573398912941,2.48787940049565
"L1FLnI_3q25.33c",2.0573398912941,0.915221551100886
"L1FLnI_3q26.33a",2.0573398912941,-0.451890008743207
"L1FLnI_3q26.33c",2.0573398912941,-0.451890008743207
"L1FLnI_3q28d",2.0573398912941,4.35952223725987
"L1FLnI_4p15.33b",2.0573398912941,2.6616231926839
"L1FLnI_4p15.33n",2.0573398912941,2.6616231926839
"L1FLnI_4p15.33p",2.0573398912941,0.915221551100886
"L1FLnI_4p12r",2.0573398912941,2.81621791638167
"L1FLnI_4q12jb",2.0573398912941,1.77717837243201
"L1FLnI_4q13.1aa",2.0573398912941,2.28935193161896
"L1FLnI_4q13.2n",2.0573398912941,1.42045667459727
"L1FLnI_4q21.21i",2.0573398912941,2.95554129427102
"L1FLI_4q21.21b",2.0573398912941,2.95554129427102
"L1FLnI_4q24ab",2.0573398912941,3.50009131836213
"L1FLnI_4q28.1ca",2.0573398912941,3.82296712097201
"L1FLnI_4q31.22i",2.0573398912941,1.77717837243201
"L1FLnI_4q32.1t",2.0573398912941,2.28935193161896
"L1ORF2_4q32.3",2.0573398912941,2.6616231926839
"L1FLnI_4q32.3aa",2.0573398912941,2.0573398912941
"L1FLnI_4q34.1n",2.0573398912941,1.42045667459727
"L1FLnI_5p15.31g",2.0573398912941,2.48787940049565
"L1FLnI_5p13.1w",2.0573398912941,0.915221551100886
"L1FLnI_5p12h",2.0573398912941,2.28935193161896
"L1FLI_5q11.2",2.0573398912941,3.19882953898813
"L1FLnI_5q12.1p",2.0573398912941,1.42045667459727
"L1FLnI_5q12.3o",2.0573398912941,3.50009131836213
"L1FLnI_5q12.3t",2.0573398912941,3.08238487681994
"L1FLnI_5q13.1h",2.0573398912941,0.915221551100886
"L1FLnI_5q14.1m",2.0573398912941,2.28935193161896
"L1FLnI_5q15ya",2.0573398912941,1.42045667459727
"L1FLnI_5q23.1e",2.0573398912941,1.77717837243201
"L1FLnI_5q23.2ja",2.0573398912941,1.42045667459727
"L1FLnI_5q31.3k",2.0573398912941,1.42045667459727
"L1FLI_5q33.1",2.0573398912941,2.95554129427102
"L1FLnI_5q35.2g",2.0573398912941,4.08636375790208
"L1ORF2_6p12.3",2.0573398912941,2.95554129427102
"L1FLnI_6q14.1n",2.0573398912941,-0.451890008743207
"L1FLnI_6q14.1ea",2.0573398912941,1.77717837243201
"L1FLnI_6q14.1ta",2.0573398912941,2.0573398912941
"L1FLnI_6q14.1va",2.0573398912941,2.48787940049565
"L1FLnI_6q14.1wb",2.0573398912941,-0.451890008743207
"L1FLnI_6q14.2a",2.0573398912941,2.81621791638167
"L1FLnI_6q14.3ba",2.0573398912941,3.19882953898813
"L1FLnI_6q16.3j",2.0573398912941,0.915221551100886
"L1FLnI_6q21aa",2.0573398912941,2.0573398912941
"L1ORF2_6q22.1",2.0573398912941,3.30647021207671
"L1FLnI_6q22.31b",2.0573398912941,-0.451890008743207
"L1FLnI_6q22.31ba",2.0573398912941,2.0573398912941
"L1FLI_6q22.33",2.0573398912941,3.08238487681994
"L1FLnI_6q24.1j",2.0573398912941,2.48787940049565
"L1FLnI_6q24.2b",2.0573398912941,1.42045667459727
"L1FLnI_6q27s",2.0573398912941,-0.451890008743207
"L1FLnI_7p21.1c",2.0573398912941,1.42045667459727
"L1FLnI_7q21.13r",2.0573398912941,2.48787940049565
"L1FLnI_7q21.13y",2.0573398912941,0.915221551100886
"L1FLnI_7q21.3p",2.0573398912941,3.19882953898813
"L1FLnI_7q31.1la",2.0573398912941,2.81621791638167
"L1FLI_7q31.1c",2.0573398912941,3.30647021207671
"L1FLnI_7q31.33i",2.0573398912941,-0.451890008743207
"L1FLnI_7q33h",2.0573398912941,0.915221551100886
"L1FLnI_7q34h",2.0573398912941,5.82290998526257
"L1FLnI_8p21.2a",2.0573398912941,2.48787940049565
"L1FLnI_8p12a",2.0573398912941,2.28935193161896
"L1FLnI_8p12ma",2.0573398912941,2.48787940049565
"L1FLnI_8q11.23i",2.0573398912941,0.915221551100886
"L1FLnI_8q13.1a",2.0573398912941,3.30647021207671
"L1FLnI_8q21.13h",2.0573398912941,5.35920935727676
"L1FLnI_8q21.3la",2.0573398912941,2.6616231926839
"L1FLnI_8q22.1q",2.0573398912941,3.30647021207671
"L1FLnI_8q22.1ea",2.0573398912941,2.6616231926839
"L1FLnI_8q22.2i",2.0573398912941,1.42045667459727
"L1FLnI_8q22.3q",2.0573398912941,2.0573398912941
"L1FLnI_8q24.12d",2.0573398912941,2.81621791638167
"L1FLnI_8q24.12f",2.0573398912941,1.42045667459727
"L1FLnI_8q24.22l",2.0573398912941,1.77717837243201
"L1FLnI_8q24.23e",2.0573398912941,3.67060289682643
"L1FLnI_9p24.1m",2.0573398912941,3.96069487582865
"L1FLnI_9p24.1t",2.0573398912941,2.0573398912941
"L1FLnI_9p21.3e",2.0573398912941,1.77717837243201
"L1FLnI_9p21.1h",2.0573398912941,1.42045667459727
"L1FLnI_9q21.31p",2.0573398912941,2.48787940049565
"L1FLnI_9q21.32k",2.0573398912941,3.08238487681994
"L1FLnI_9q22.33b",2.0573398912941,1.77717837243201
"L1FLnI_9q34.2",2.0573398912941,2.48787940049565
"L1FLnI_10p15.1e",2.0573398912941,1.42045667459727
"L1FLI_10p12.31",2.0573398912941,2.0573398912941
"L1FLnI_10p11.22j",2.0573398912941,2.6616231926839
"L1FLnI_10p11.21g",2.0573398912941,1.42045667459727
"L1FLnI_10q21.2g",2.0573398912941,3.50009131836213
"L1FLnI_10q21.3b",2.0573398912941,0.915221551100886
"L1FLnI_10q22.2f",2.0573398912941,1.42045667459727
"L1FLnI_10q23.1b",2.0573398912941,1.77717837243201
"L1FLnI_10q23.1ma",2.0573398912941,3.08238487681994
"L1FLnI_11p15.2r",2.0573398912941,0.915221551100886
"L1FLnI_11p14.1j",2.0573398912941,0.915221551100886
"L1FLnI_11p11.2h",2.0573398912941,0.915221551100886
"L1FLnI_11q12.1g",2.0573398912941,2.0573398912941
"L1FLnI_11q22.3na",2.0573398912941,-0.451890008743207
"L1FLnI_12p12.3fa",2.0573398912941,2.0573398912941
"L1FLnI_12p12.1ca",2.0573398912941,-0.451890008743207
"L1FLnI_12p11.1m",2.0573398912941,2.48787940049565
"L1FLnI_12q12e",2.0573398912941,1.42045667459727
"L1FLnI_12q12m",2.0573398912941,0.915221551100886
"L1FLnI_12q12ca",2.0573398912941,2.95554129427102
"L1FLnI_12q14.3h",2.0573398912941,0.915221551100886
"L1FLnI_12q15c",2.0573398912941,2.28935193161896
"L1FLnI_13q14.11p",2.0573398912941,0.915221551100886
"L1FLnI_13q14.2y",2.0573398912941,5.40809276863918
"L1FLnI_13q21.2i",2.0573398912941,2.0573398912941
"L1FLnI_13q21.31k",2.0573398912941,-0.451890008743207
"L1FLnI_13q32.1n",2.0573398912941,1.42045667459727
"L1FLnI_13q34d",2.0573398912941,1.77717837243201
"L1FLnI_14q21.2q",2.0573398912941,2.95554129427102
"L1FLnI_14q21.3a",2.0573398912941,1.42045667459727
"L1FLnI_14q22.2e",2.0573398912941,2.48787940049565
"L1FLnI_14q22.3k",2.0573398912941,3.08238487681994
"L1FLnI_14q31.2d",2.0573398912941,3.30647021207671
"L1FLnI_14q32.12e",2.0573398912941,1.77717837243201
"L1FLnI_15q11.1d",2.0573398912941,2.81621791638167
"L1FLnI_15q21.3g",2.0573398912941,2.28935193161896
"L1FLI_15q25.3",2.0573398912941,3.08238487681994
"L1FLnI_16p11.2e",2.0573398912941,0.915221551100886
"L1FLnI_16q11.2a",2.0573398912941,2.28935193161896
"L1FLnI_17q11.2a",2.0573398912941,2.28935193161896
"L1FLnI_18p11.32b",2.0573398912941,2.81621791638167
"L1FLnI_18p11.23a",2.0573398912941,2.6616231926839
"L1FLnI_19q13.2c",2.0573398912941,0.915221551100886
"L1FLnI_19q13.42b",2.0573398912941,0.915221551100886
"L1FLnI_20q11.1c",2.0573398912941,0.915221551100886
"L1FLnI_22p11.2b",2.0573398912941,1.77717837243201
"L1FLI_22q12.1",2.0573398912941,6.21503732681297
"L1FLnI_Xp22.31b",2.0573398912941,3.67060289682643
"L1FLnI_Xp22.13c",2.0573398912941,3.96069487582865
"L1FLnI_Xp11.22q",2.0573398912941,1.42045667459727
"L1FLnI_Xq12c",2.0573398912941,-0.451890008743207
