Locus,GSK_rep1,GSK_rep2,LLY_rep1,LLY_rep2
L1FLnI_14q23.3p,196.2195042,392.1716861,177.8425405,301.0373031
L1FLnI_8q22.2p,196.2195042,250.4228839,212.2636774,209.195414
L1FLnI_5q14.1g,196.2195042,141.7488022,189.3162528,132.6605065
L1FLnI_18q21.1i,196.2195042,141.7488022,152.0266879,107.1488706
L1FLnI_15q24.3h,196.2195042,255.147844,152.0266879,239.8093771
L1FLnI_5p12l,196.2195042,42.52464067,134.8161194,112.2511978
L1FLnI_1p32.3e,196.2195042,198.4483231,255.2900985,163.2744695
L1FLnI_10p11.22d,196.2195042,137.0238421,152.0266879,81.63723474
L1FLnI_2p13.2d,196.2195042,198.4483231,258.1585265,158.1721423
L1FLnI_Xp11.21rb,196.2195042,203.1732832,126.2108352,153.0698151
L1FLnI_2q11.2h,196.2195042,89.77424141,157.763544,158.1721423
L1FLnI_9q22.1d,196.2195042,113.3990418,275.369095,147.967488
L1FLnI_Xq21.33ka,196.2195042,179.5484828,180.7109686,153.0698151
L1FLnI_22p11.2o,196.2195042,222.0731235,169.2372563,188.7861053
L1FLnI_6q14.1va,196.2195042,61.42448096,152.0266879,40.81861737
L1FLnI_6p25.3e,196.2195042,198.4483231,197.921537,137.7628336
L1FLnI_8q11.21e,196.2195042,170.0985627,140.5529756,112.2511978
L1FLnI_4p16.3c,196.2195042,113.3990418,180.7109686,132.6605065
L1FLnI_8q24.13h,196.2195042,255.147844,206.5268212,198.9907597
L1FLnI_10q23.32e,192.1315979,203.1732832,203.6583932,163.2744695
L1FLnI_8q22.2b,192.1315979,89.77424141,146.2898317,107.1488706
L1FLnI_1p31.2d,192.1315979,113.3990418,174.9741124,91.84188909
L1FLnI_5q15p,192.1315979,146.4737623,192.1846809,158.1721423
L1FLnI_14q12sa,192.1315979,132.2988821,298.3165196,117.3535249
L1FLnI_Xq28xa,192.1315979,222.0731235,261.0269546,346.9582477
L1FLnI_1q24.2h,192.1315979,155.9236824,143.4214036,127.5581793
L1FLnI_2q21.3h,192.1315979,184.2734429,189.3162528,183.6837782
L1FLnI_5q31.3c,192.1315979,89.77424141,163.5004001,81.63723474
L1FLnI_1p31.1qc,192.1315979,146.4737623,298.3165196,163.2744695
L1FLnI_9p21.3h,192.1315979,179.5484828,246.6848143,142.8651608
L1FLnI_9q33.3c,192.1315979,151.1987224,180.7109686,147.967488
L1FLnI_7p14.1k,192.1315979,141.7488022,243.8163862,137.7628336
L1FLnI_1q42.12j,192.1315979,179.5484828,223.7373897,96.94421626
L1FLnI_4q26g,192.1315979,203.1732832,160.6319721,112.2511978
L1FLnI_17q23.2c,188.0436915,89.77424141,174.9741124,158.1721423
L1FLnI_5p13.2u,188.0436915,165.3736026,226.6058177,137.7628336
L1FLnI_18q12.1s,188.0436915,151.1987224,111.8686948,142.8651608
L1FLnI_12p13.33d,188.0436915,151.1987224,91.78969833,224.5023955
L1FLnI_1q25.1m,188.0436915,155.9236824,120.4739791,51.02327171
L1FLnI_3p26.1a,188.0436915,118.1240019,200.7899651,163.2744695
L1FLnI_14q12ia,188.0436915,103.9491216,143.4214036,86.73956191
L1FLnI_5p13.2a,188.0436915,51.97456081,246.6848143,102.0465434
L1FLnI_13q14.11a,188.0436915,269.3227242,255.2900985,178.581451
L1FLnI_5p15.2r,188.0436915,99.22416156,154.8951159,188.7861053
L1FLnI_2q24.3v,188.0436915,113.3990418,160.6319721,127.5581793
L1FLnI_6q13y,188.0436915,127.573922,286.8428073,183.6837782
L1FLnI_Xq26.3m,188.0436915,132.2988821,183.5793967,127.5581793
L1FLnI_15q22.2e,188.0436915,85.04928133,206.5268212,117.3535249
L1FLnI_22q12.1f,188.0436915,184.2734429,166.3688282,137.7628336
L1FLnI_Yq11.21o,188.0436915,132.2988821,137.6845475,168.3767967
L1FLnI_11p15.2m,183.9557852,222.0731235,172.1056844,188.7861053
L1FLnI_8q21.3ca,183.9557852,174.8235227,243.8163862,142.8651608
L1FLnI_8q24.13m,183.9557852,160.6486425,152.0266879,66.33025323
L1FLnI_7q33a,183.9557852,51.97456081,169.2372563,76.53490757
L1FLnI_15q22.31d,183.9557852,127.573922,157.763544,107.1488706
L1FLnI_22q11.22b,183.9557852,179.5484828,140.5529756,142.8651608
L1FLnI_7q21.3c,183.9557852,113.3990418,240.9479581,117.3535249
L1FLnI_4p16.3b,183.9557852,113.3990418,229.4742458,168.3767967
L1FLnI_20q13.12d,183.9557852,80.32432126,154.8951159,71.4325804
L1FLnI_6q16.3ja,183.9557852,122.8489619,218.0005335,102.0465434
L1FLnI_8q11.21h,183.9557852,170.0985627,154.8951159,81.63723474
L1FLnI_20p12.1i,183.9557852,222.0731235,111.8686948,158.1721423
L1FLnI_11p14.1k,183.9557852,66.14944104,375.7640775,35.7162902
L1FLnI_4q28.1ja,179.8678789,122.8489619,146.2898317,142.8651608
L1FLnI_4q28.2a,179.8678789,222.0731235,243.8163862,132.6605065
L1FLnI_2q23.1d,179.8678789,174.8235227,157.763544,137.7628336
L1FLnI_Xq13.3j,179.8678789,203.1732832,243.8163862,204.0930869
L1FLnI_4p16.2j,179.8678789,207.8982433,183.5793967,219.4000684
L1FLnI_15q25.1a,179.8678789,278.7726444,232.3426739,280.6279944
L1FLnI_4q12t,179.8678789,99.22416156,123.3424071,66.33025323
L1FLnI_Xq28wa,179.8678789,222.0731235,206.5268212,163.2744695
L1FLnI_12q14.1ma,179.8678789,141.7488022,183.5793967,137.7628336
L1FLnI_4p16.3a,179.8678789,151.1987224,180.7109686,183.6837782
L1FLnI_16p12.3g,179.8678789,122.8489619,134.8161194,127.5581793
L1FLnI_5q14.1aa,175.7799725,165.3736026,109.0002668,209.195414
L1FLnI_5q32m,175.7799725,51.97456081,114.7371229,25.51163586
L1FLnI_5p15.33b,175.7799725,203.1732832,192.1846809,209.195414
L1FLnI_3p14.1h,175.7799725,212.6232033,200.7899651,209.195414
L1FLnI_11p15.4ha,175.7799725,108.6740817,154.8951159,66.33025323
L1FLnI_8q21.11w,175.7799725,259.8728041,100.3949825,229.6047227
L1FLnI_2p13.1b,175.7799725,118.1240019,149.1582598,112.2511978
L1FLnI_7q21.13r,175.7799725,99.22416156,157.763544,117.3535249
L1FLnI_1q32.1m,175.7799725,118.1240019,129.0792633,91.84188909
L1FLnI_18p11.23e,175.7799725,188.998403,154.8951159,214.2977412
L1FLnI_13q31.3n,175.7799725,108.6740817,174.9741124,142.8651608
L1FLnI_7q33i,175.7799725,382.721766,200.7899651,209.195414
L1FLnI_16q12.1b,175.7799725,146.4737623,180.7109686,132.6605065
L1FLnI_2q35g,175.7799725,137.0238421,180.7109686,86.73956191
L1FLnI_8q21.13ma,175.7799725,203.1732832,177.8425405,132.6605065
L1FLnI_5q21.3q,175.7799725,108.6740817,235.211102,81.63723474
L1FLnI_8q22.2c,175.7799725,151.1987224,140.5529756,86.73956191
L1FLnI_2q14.2k,175.7799725,80.32432126,154.8951159,71.4325804
L1FLnI_14q13.3i,175.7799725,151.1987224,149.1582598,193.8884325
L1FLnI_2q14.1a,175.7799725,255.147844,186.4478247,193.8884325
L1FLnI_3p24.1u,171.6920662,118.1240019,60.23698953,71.4325804
L1FLnI_3q26.31b,171.6920662,103.9491216,209.3952493,142.8651608
L1FLnI_18q12.2v,171.6920662,33.07472052,143.4214036,30.61396303
L1FLnI_2p15o,171.6920662,141.7488022,174.9741124,147.967488
L1FLnI_1p31.1za,171.6920662,236.2480037,272.5006669,454.1071183
L1FLnI_15q21.3ea,171.6920662,141.7488022,134.8161194,91.84188909
L1FLnI_12q12sa,171.6920662,89.77424141,100.3949825,35.7162902
L1FLnI_9p24.1t,171.6920662,80.32432126,123.3424071,71.4325804
L1FLnI_8q21.13ia,171.6920662,122.8489619,166.3688282,188.7861053
L1FLnI_9q31.2b,171.6920662,160.6486425,189.3162528,209.195414
L1FLnI_5q12.1n,171.6920662,188.998403,215.1321055,158.1721423
L1FLnI_12q13.12,171.6920662,75.59936119,114.7371229,81.63723474
L1FLnI_9p22.2b,171.6920662,146.4737623,160.6319721,112.2511978
L1FLnI_3q25.32k,171.6920662,155.9236824,177.8425405,137.7628336
L1FLnI_12q23.1m,171.6920662,217.3481634,131.9476913,382.6745379
L1FLnI_4q25qa,167.6041599,226.7980836,252.4216704,301.0373031
L1FLnI_9q13i,167.6041599,170.0985627,186.4478247,127.5581793
L1FLnI_9q21.11e,167.6041599,80.32432126,157.763544,81.63723474
L1FLnI_14q24.2a,167.6041599,108.6740817,223.7373897,81.63723474
L1FLnI_11p13x,167.6041599,188.998403,149.1582598,239.8093771
L1FLnI_Xq22.1bb,167.6041599,146.4737623,137.6845475,86.73956191
L1FLnI_6p12.3f,167.6041599,137.0238421,160.6319721,158.1721423
L1FLnI_2q23.1k,167.6041599,103.9491216,126.2108352,66.33025323
L1FLnI_6q22.32a,167.6041599,335.4721653,252.4216704,219.4000684
L1FLnI_2q23.1a,167.6041599,89.77424141,183.5793967,142.8651608
L1FLnI_Xq24x,167.6041599,80.32432126,223.7373897,45.92094454
L1FLnI_2q33.3e,167.6041599,344.9220854,172.1056844,285.7303216
L1FLnI_10q21.3m,167.6041599,85.04928133,183.5793967,76.53490757
L1FLnI_3p26.2a,167.6041599,99.22416156,169.2372563,66.33025323
L1FLnI_9q33.3f,167.6041599,85.04928133,152.0266879,81.63723474
L1FLnI_11q13.5f,167.6041599,146.4737623,189.3162528,234.7070499
L1FLnI_9p24.1b,167.6041599,359.0969656,174.9741124,377.5722107
L1FLnI_3q22.2a,167.6041599,288.2225645,143.4214036,219.4000684
L1FLnI_3q28a,167.6041599,89.77424141,149.1582598,71.4325804
L1FLnI_3p22.3d,163.5162535,151.1987224,103.2634106,96.94421626
L1FLnI_5p15.2c,163.5162535,85.04928133,180.7109686,117.3535249
L1FLnI_3p14.2p,163.5162535,103.9491216,232.3426739,107.1488706
L1FLnI_Xq25r,163.5162535,85.04928133,215.1321055,81.63723474
L1FLnI_11q25p,163.5162535,118.1240019,137.6845475,76.53490757
L1FLnI_11q13.4d,163.5162535,113.3990418,126.2108352,66.33025323
L1FLnI_Xq24y,163.5162535,108.6740817,232.3426739,81.63723474
L1FLnI_5q32d,163.5162535,122.8489619,197.921537,86.73956191
L1FLnI_14q23.1y,163.5162535,80.32432126,172.1056844,127.5581793
L1FLnI_5q33.3j,163.5162535,141.7488022,111.8686948,132.6605065
L1FLnI_16q23.2g,163.5162535,203.1732832,166.3688282,173.4791238
L1FLnI_8q22.3o,163.5162535,94.49920148,195.0531089,142.8651608
L1FLnI_14q31.2c,163.5162535,184.2734429,226.6058177,178.581451
L1FLnI_4q12z,163.5162535,146.4737623,215.1321055,183.6837782
L1FLnI_5p13.3aa,159.4283472,66.14944104,86.05284218,96.94421626
L1FLnI_1q25.2o,159.4283472,103.9491216,146.2898317,86.73956191
L1FLnI_8q21.13f,159.4283472,188.998403,192.1846809,122.4558521
L1FLnI_7q31.1na,159.4283472,108.6740817,114.7371229,158.1721423
L1FLnI_15q11.2n,159.4283472,56.69952089,232.3426739,51.02327171
L1FLnI_6q21g,159.4283472,245.6979239,109.0002668,137.7628336
L1FLnI_6q14.2i,159.4283472,118.1240019,169.2372563,153.0698151
L1FLnI_1q25.3n,159.4283472,122.8489619,169.2372563,91.84188909
L1FLnI_5q11.2l,159.4283472,51.97456081,200.7899651,56.12559889
L1FLnI_11p13l,159.4283472,179.5484828,215.1321055,117.3535249
L1FLnI_2p24.2e,159.4283472,61.42448096,140.5529756,86.73956191
L1FLnI_6p25.1g,159.4283472,141.7488022,166.3688282,188.7861053
L1FLnI_Xq25ic,159.4283472,56.69952089,106.1318387,66.33025323
L1FLnI_14q23.3h,159.4283472,122.8489619,146.2898317,112.2511978
L1FLnI_1q21.3b,159.4283472,184.2734429,157.763544,122.4558521
L1FLnI_6p25.3c,159.4283472,132.2988821,235.211102,153.0698151
L1FLnI_10q22.3c,159.4283472,155.9236824,301.1849476,76.53490757
L1FLnI_Xq25gc,159.4283472,47.24960074,106.1318387,76.53490757
L1FLnI_4q32.3da,159.4283472,127.573922,286.8428073,102.0465434
L1FLnI_12p13.31p,155.3404408,103.9491216,215.1321055,102.0465434
L1FLnI_8q13.2p,155.3404408,179.5484828,172.1056844,153.0698151
L1FLnI_4q12v,155.3404408,108.6740817,166.3688282,71.4325804
L1FLnI_2p22.3a,155.3404408,141.7488022,154.8951159,102.0465434
L1FLnI_2q31.2b,155.3404408,184.2734429,206.5268212,117.3535249
L1FLnI_1q41la,155.3404408,160.6486425,149.1582598,96.94421626
L1FLnI_2p23.3d,155.3404408,127.573922,140.5529756,132.6605065
L1FLnI_11p14.1h,155.3404408,108.6740817,180.7109686,76.53490757
L1FLnI_15q13.3h,155.3404408,94.49920148,114.7371229,91.84188909
L1FLnI_6q26d,155.3404408,113.3990418,143.4214036,117.3535249
L1FLnI_7q21.3l,155.3404408,170.0985627,126.2108352,81.63723474
L1FLnI_1p31.3d,155.3404408,89.77424141,183.5793967,61.22792606
L1FLnI_3q28c,155.3404408,80.32432126,206.5268212,91.84188909
L1FLnI_2q23.3c,155.3404408,212.6232033,103.2634106,209.195414
L1FLnI_5q13.3s,155.3404408,141.7488022,143.4214036,168.3767967
L1FLnI_2p24.2c,155.3404408,118.1240019,189.3162528,127.5581793
L1FLnI_5p15.1i,155.3404408,103.9491216,117.605551,86.73956191
L1FLnI_6q21l,151.2525345,250.4228839,186.4478247,234.7070499
L1FLnI_Xq24m,151.2525345,70.87440111,100.3949825,91.84188909
L1FLnI_8q12.1i,151.2525345,80.32432126,131.9476913,61.22792606
L1FLnI_Xq13.2w,151.2525345,127.573922,163.5004001,107.1488706
L1FLnI_1p34.2e,151.2525345,146.4737623,154.8951159,96.94421626
L1FLnI_1p33l,151.2525345,103.9491216,77.44755796,96.94421626
L1FLnI_9p24.1f,151.2525345,188.998403,152.0266879,153.0698151
L1FLnI_6q21b,151.2525345,127.573922,149.1582598,61.22792606
L1FLnI_21q11.2k,151.2525345,70.87440111,232.3426739,91.84188909
L1FLnI_8q21.11t,151.2525345,207.8982433,186.4478247,178.581451
L1FLnI_Xq22.1fa,151.2525345,132.2988821,103.2634106,137.7628336
L1FLnI_5q21.3p,151.2525345,146.4737623,166.3688282,117.3535249
L1FLnI_4p15.2v,151.2525345,75.59936119,120.4739791,76.53490757
L1FLnI_1q31.3n,151.2525345,51.97456081,154.8951159,71.4325804
L1FLnI_4q28.1t,151.2525345,127.573922,160.6319721,117.3535249
L1FLnI_7p12.1v,151.2525345,137.0238421,126.2108352,132.6605065
L1FLnI_1p11.2f,151.2525345,118.1240019,100.3949825,117.3535249
L1FLnI_3p14.2n,151.2525345,56.69952089,203.6583932,61.22792606
L1FLnI_3q13.11l,151.2525345,70.87440111,272.5006669,35.7162902
L1FLnI_6p21.1l,151.2525345,80.32432126,177.8425405,81.63723474
L1FLnI_5q23.3h,151.2525345,108.6740817,45.89484916,66.33025323
L1FLnI_8q22.2m,151.2525345,85.04928133,140.5529756,66.33025323
L1FLnI_3q22.3g,151.2525345,113.3990418,131.9476913,112.2511978
L1FLnI_14q22.3e,151.2525345,85.04928133,117.605551,56.12559889
L1FLnI_7q21.12a,151.2525345,94.49920148,94.6581264,56.12559889
L1FLnI_8q22.3t,151.2525345,75.59936119,283.9743792,71.4325804
L1FLnI_1p12t,151.2525345,146.4737623,157.763544,81.63723474
L1FLnI_8q21.13h,151.2525345,137.0238421,238.07953,147.967488
L1FLnI_Xq28ra,151.2525345,174.8235227,160.6319721,183.6837782
L1FLnI_3q25.2j,151.2525345,113.3990418,192.1846809,183.6837782
L1FLnI_2q33.1a,147.1646282,70.87440111,223.7373897,76.53490757
L1FLnI_10q25.3c,147.1646282,103.9491216,206.5268212,137.7628336
L1FLnI_9q22.33d,147.1646282,160.6486425,157.763544,122.4558521
L1FLnI_Xq21.1vb,147.1646282,240.9729638,281.1059511,214.2977412
L1FLnI_2q31.2m,147.1646282,75.59936119,203.6583932,66.33025323
L1FLnI_4q12ca,147.1646282,151.1987224,163.5004001,91.84188909
L1FLnI_10p12.31a,147.1646282,264.5977641,235.211102,295.9349759
L1FLnI_8p11.22b,147.1646282,47.24960074,206.5268212,91.84188909
L1FLnI_1q42.3a,147.1646282,179.5484828,183.5793967,147.967488
L1FLnI_10q22.1d,147.1646282,89.77424141,137.6845475,158.1721423
L1FLnI_7p14.3e,147.1646282,122.8489619,111.8686948,127.5581793
L1FLnI_11p15.4v,147.1646282,344.9220854,195.0531089,346.9582477
L1FLnI_1q24.3j,147.1646282,70.87440111,97.52655447,112.2511978
L1FLnI_2q11.2l,147.1646282,37.79968059,197.921537,40.81861737
L1FLnI_6q14.3f,147.1646282,307.1224048,192.1846809,219.4000684
L1FLnI_1p13.1d,147.1646282,103.9491216,106.1318387,81.63723474
L1FLnI_7q36.3a,147.1646282,127.573922,212.2636774,127.5581793
L1FLnI_5q23.1c,147.1646282,165.3736026,160.6319721,107.1488706
L1FLnI_1p11.2a,147.1646282,99.22416156,120.4739791,81.63723474
L1FLnI_8q22.3m,147.1646282,108.6740817,180.7109686,91.84188909
L1FLnI_8q22.2f,147.1646282,146.4737623,235.211102,81.63723474
L1FLnI_2p23.3c,147.1646282,99.22416156,169.2372563,91.84188909
L1FLnI_14q32.2f,147.1646282,141.7488022,160.6319721,158.1721423
L1FLnI_8q13.3x,147.1646282,47.24960074,169.2372563,30.61396303
L1FLnI_7q22.1g,147.1646282,179.5484828,180.7109686,158.1721423
L1FLnI_7p14.3k,147.1646282,151.1987224,166.3688282,122.4558521
L1FLnI_10p12.2c,147.1646282,307.1224048,103.2634106,295.9349759
L1FLnI_7q21.3i,143.0767218,14.17488022,88.92127025,30.61396303
L1FLI_16p12.3a,143.0767218,118.1240019,177.8425405,127.5581793
L1FLnI_6q22.31o,143.0767218,94.49920148,189.3162528,112.2511978
L1FLnI_7q21.11e,143.0767218,113.3990418,206.5268212,91.84188909
L1FLnI_9p21.3n,143.0767218,137.0238421,172.1056844,107.1488706
L1FLnI_14q24.3a,143.0767218,42.52464067,126.2108352,71.4325804
L1FLnI_18p11.31n,143.0767218,137.0238421,157.763544,71.4325804
L1FLnI_16q12.1e,143.0767218,89.77424141,154.8951159,173.4791238
L1FLnI_18q12.1fa,143.0767218,174.8235227,166.3688282,193.8884325
L1FLnI_18q21.1k,143.0767218,99.22416156,200.7899651,168.3767967
L1FLnI_2q33.1l,143.0767218,188.998403,180.7109686,408.1861737
L1FLnI_2p23.1d,143.0767218,42.52464067,123.3424071,35.7162902
L1FLnI_14q22.1n,143.0767218,56.69952089,111.8686948,61.22792606
L1FLnI_2q32.1da,143.0767218,56.69952089,177.8425405,76.53490757
L1FLnI_8q22.3r,143.0767218,85.04928133,137.6845475,56.12559889
L1FLnI_Xq11.2ia,143.0767218,61.42448096,100.3949825,35.7162902
L1FLnI_15q25.2i,143.0767218,75.59936119,57.36856145,51.02327171
L1FLnI_12q24.32d,143.0767218,56.69952089,71.71070182,25.51163586
L1FLnI_6q16.3la,143.0767218,132.2988821,172.1056844,86.73956191
L1FLnI_5p13.3d,143.0767218,108.6740817,91.78969833,86.73956191
L1FLnI_2p23.1f,143.0767218,51.97456081,94.6581264,51.02327171
L1FLnI_8q22.3p,143.0767218,70.87440111,100.3949825,96.94421626
L1FLnI_5q32g,143.0767218,75.59936119,117.605551,96.94421626
L1FLnI_14q32.2c,143.0767218,75.59936119,149.1582598,91.84188909
L1FLnI_11p14.1o,143.0767218,28.34976044,160.6319721,35.7162902
L1FLnI_Yp11.2o,143.0767218,61.42448096,80.31598604,45.92094454
L1FLI_7p14.3,138.9888155,108.6740817,140.5529756,112.2511978
L1FLnI_Xp11.3q,138.9888155,137.0238421,177.8425405,102.0465434
L1FLnI_Xq12eb,138.9888155,75.59936119,120.4739791,147.967488
L1FLnI_Xq22.1cb,138.9888155,160.6486425,163.5004001,122.4558521
L1FLnI_7q31.1fa,138.9888155,75.59936119,143.4214036,71.4325804
L1FLnI_10q26.3d,138.9888155,28.34976044,94.6581264,56.12559889
L1FLnI_Xq25jc,138.9888155,37.79968059,140.5529756,51.02327171
L1FLnI_1q25.3a,138.9888155,146.4737623,172.1056844,137.7628336
L1FLnI_Xq11.2c,138.9888155,85.04928133,91.78969833,117.3535249
L1FLnI_12q12s,138.9888155,118.1240019,209.3952493,81.63723474
L1FLnI_13q12.3h,138.9888155,66.14944104,114.7371229,117.3535249
L1FLnI_8q21.13da,138.9888155,51.97456081,203.6583932,107.1488706
L1FLnI_4q26f,138.9888155,75.59936119,129.0792633,107.1488706
L1FLnI_10q22.1b,138.9888155,89.77424141,91.78969833,81.63723474
L1FLnI_2q37.1i,138.9888155,212.6232033,83.18441411,127.5581793
L1FLnI_4q32.3g,138.9888155,103.9491216,160.6319721,122.4558521
L1FLnI_Xq13.2aa,138.9888155,23.62480037,86.05284218,35.7162902
L1FLnI_Xq21.1te,138.9888155,132.2988821,157.763544,122.4558521
L1FLnI_6q14.3xa,138.9888155,99.22416156,197.921537,250.0140314
L1FLnI_4q31.21ga,138.9888155,94.49920148,131.9476913,45.92094454
L1FLnI_18q21.1j,138.9888155,89.77424141,180.7109686,35.7162902
L1FLnI_2p15p,138.9888155,37.79968059,152.0266879,45.92094454
L1FLnI_Xp22.12d,138.9888155,75.59936119,163.5004001,132.6605065
L1FLnI_20q12e,138.9888155,47.24960074,117.605551,25.51163586
L1FLnI_8q22.2i,138.9888155,132.2988821,166.3688282,107.1488706
L1FLnI_3q21.3d,134.9009092,103.9491216,63.1054176,132.6605065
L1FLnI_12q13.3c,134.9009092,132.2988821,94.6581264,96.94421626
L1FLnI_Xp11.21wb,134.9009092,89.77424141,117.605551,214.2977412
L1FLnI_7p15.2c,134.9009092,85.04928133,129.0792633,45.92094454
L1FLnI_7q33e,134.9009092,85.04928133,152.0266879,56.12559889
L1FLnI_Xp11.21u,134.9009092,127.573922,117.605551,122.4558521
L1FLnI_Xp11.4c,134.9009092,165.3736026,120.4739791,51.02327171
L1FLnI_5q15i,134.9009092,103.9491216,146.2898317,153.0698151
L1FLnI_5p13.2da,134.9009092,151.1987224,172.1056844,127.5581793
L1FLnI_3p14.3o,134.9009092,118.1240019,120.4739791,158.1721423
L1FLnI_11p15.2k,134.9009092,66.14944104,129.0792633,45.92094454
L1FLnI_7p14.3r,134.9009092,108.6740817,140.5529756,76.53490757
L1FLnI_5q32h,134.9009092,118.1240019,137.6845475,117.3535249
L1FLnI_7p21.3e,134.9009092,56.69952089,152.0266879,61.22792606
L1FLnI_8p21.3i,134.9009092,85.04928133,123.3424071,66.33025323
L1FLnI_11q14.2j,134.9009092,103.9491216,143.4214036,71.4325804
L1FLnI_1p31.3p,134.9009092,28.34976044,123.3424071,66.33025323
L1FLnI_11q21n,130.8130028,226.7980836,263.8953827,163.2744695
L1FLnI_2q37.2c,130.8130028,103.9491216,129.0792633,122.4558521
L1FLnI_4q25na,130.8130028,103.9491216,111.8686948,91.84188909
L1FLnI_5q22.2a,130.8130028,70.87440111,129.0792633,56.12559889
L1FLnI_2q36.3n,130.8130028,33.07472052,140.5529756,5.102327171
L1FLnI_2q14.1j,130.8130028,61.42448096,103.2634106,35.7162902
L1FLnI_11q24.3f,130.8130028,70.87440111,152.0266879,86.73956191
L1FLnI_7q21.11d,130.8130028,85.04928133,143.4214036,71.4325804
L1FLnI_Xq21.31eb,130.8130028,75.59936119,129.0792633,71.4325804
L1FLnI_5q31.2c,130.8130028,61.42448096,220.8689616,147.967488
L1FLnI_11q22.3v,130.8130028,56.69952089,129.0792633,45.92094454
L1FLnI_12p13.33b,130.8130028,75.59936119,143.4214036,91.84188909
L1FLnI_2p24.1ba,130.8130028,108.6740817,123.3424071,86.73956191
L1FLnI_7p21.1l,130.8130028,75.59936119,120.4739791,71.4325804
L1FLnI_4p15.31m,130.8130028,61.42448096,137.6845475,45.92094454
L1FLnI_11p14.1p,130.8130028,18.8998403,177.8425405,30.61396303
L1FLnI_7q21.13u,130.8130028,151.1987224,126.2108352,51.02327171
L1FLnI_Xq11.2oa,130.8130028,85.04928133,117.605551,40.81861737
L1FLnI_7q21.11c,130.8130028,89.77424141,134.8161194,81.63723474
L1FLnI_12q23.3v,130.8130028,94.49920148,88.92127025,142.8651608
L1FLnI_7p14.3q,130.8130028,141.7488022,106.1318387,76.53490757
L1FLnI_4q24ta,130.8130028,66.14944104,197.921537,81.63723474
L1FLnI_3p26.1c,130.8130028,61.42448096,57.36856145,25.51163586
L1FLnI_5q23.1b,130.8130028,174.8235227,169.2372563,102.0465434
L1FLnI_3q25.1c,130.8130028,99.22416156,57.36856145,71.4325804
L1FLnI_4q12ea,130.8130028,75.59936119,154.8951159,45.92094454
L1FLnI_4p15.33o,130.8130028,80.32432126,111.8686948,20.40930869
L1FLnI_Xp11.21vb,126.7250965,75.59936119,80.31598604,81.63723474
L1FLnI_3p14.2ha,126.7250965,94.49920148,143.4214036,81.63723474
L1FLnI_15q23h,126.7250965,66.14944104,74.57912989,117.3535249
L1FLnI_9q13g,126.7250965,99.22416156,88.92127025,56.12559889
L1FLnI_4p11a,126.7250965,42.52464067,131.9476913,45.92094454
L1FLnI_12p12.3f,126.7250965,108.6740817,152.0266879,102.0465434
L1FLnI_3p14.1g,126.7250965,141.7488022,91.78969833,127.5581793
L1FLnI_5q31.1c,126.7250965,85.04928133,131.9476913,112.2511978
L1FLnI_15q15.3b,126.7250965,80.32432126,134.8161194,117.3535249
L1FLnI_5q12.3j,126.7250965,316.572325,249.5532423,311.2419575
L1FLnI_16q12.1a,126.7250965,85.04928133,100.3949825,112.2511978
L1FLnI_8q24.3g,126.7250965,108.6740817,140.5529756,107.1488706
L1FLnI_5q12.1m,126.7250965,198.4483231,157.763544,193.8884325
L1FLnI_12q13.3d,126.7250965,103.9491216,80.31598604,40.81861737
L1FLnI_2q31.1i,126.7250965,137.0238421,106.1318387,91.84188909
L1FLnI_7q22.1a,126.7250965,255.147844,166.3688282,204.0930869
L1FLnI_1p11.2i,126.7250965,146.4737623,180.7109686,86.73956191
L1FLnI_5q12.3k,126.7250965,118.1240019,129.0792633,163.2744695
L1FLnI_4q13.1cb,126.7250965,42.52464067,232.3426739,71.4325804
L1FLnI_11q21i,126.7250965,118.1240019,154.8951159,76.53490757
L1FLnI_2q31.2o,126.7250965,75.59936119,197.921537,86.73956191
L1FLnI_Xq22.1t,126.7250965,146.4737623,120.4739791,71.4325804
L1FLnI_Xq21.1ye,126.7250965,132.2988821,149.1582598,71.4325804
L1FLnI_8q22.1aa,126.7250965,85.04928133,154.8951159,91.84188909
L1FLnI_3q25.32l,126.7250965,127.573922,140.5529756,76.53490757
L1FLnI_9p24.2g,126.7250965,56.69952089,143.4214036,61.22792606
L1FLnI_8q21.11c,126.7250965,51.97456081,109.0002668,56.12559889
L1FLnI_7p21.1m,126.7250965,80.32432126,131.9476913,81.63723474
L1FLnI_14q12va,126.7250965,80.32432126,106.1318387,66.33025323
L1FLnI_9p21.3j,126.7250965,137.0238421,137.6845475,122.4558521
L1FLnI_4p15.2z,126.7250965,66.14944104,88.92127025,71.4325804
L1FLnI_1p22.1h,126.7250965,94.49920148,126.2108352,76.53490757
L1FLnI_9p22.2e,126.7250965,66.14944104,97.52655447,35.7162902
L1FLnI_Xq25kc,126.7250965,51.97456081,131.9476913,81.63723474
L1FLnI_Yq11.21l,126.7250965,184.2734429,94.6581264,178.581451
L1FLnI_8q24.23m,122.6371901,61.42448096,103.2634106,45.92094454
L1FLnI_12q14.2i,122.6371901,113.3990418,160.6319721,66.33025323
L1FLnI_1q24.2e,122.6371901,37.79968059,120.4739791,40.81861737
L1FLnI_18q11.2h,122.6371901,94.49920148,106.1318387,102.0465434
L1FLnI_14q23.3m,122.6371901,151.1987224,117.605551,117.3535249
