baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ADAM8	3795.75982953608	2.32053398628363	0.129651691000951	17.8982161232792	1.21759959207532e-71	5.16830440182905e-69
GRAMD1B	1194.463179307	3.08338731211158	0.172825320727772	17.8410622883693	3.39185997383244e-71	1.41612934120598e-68
PAPPA2	501.495461713269	-4.66427793222839	0.261778979481084	-17.8176182880468	5.15865693142459e-71	2.11904314079873e-68
KCNT2	698.928553023897	-3.8845444077221	0.218104466798269	-17.8104761665199	5.86090946116263e-71	2.36929590725222e-68
ADH1B	1024.2278473868	-4.03687858382598	0.22683747407151	-17.7963478051839	7.54304897133029e-71	3.00166205002875e-68
RRM2	5361.162643825	3.20519956635155	0.180401886293259	17.7669958569126	1.27329559742365e-70	4.98896804233623e-68
GTSE1	1084.3010222598	3.47504051971186	0.19593624177514	17.7355678981527	2.22833451381154e-70	8.59867021178066e-68
SKA1	1008.68614769543	3.08785446127685	0.174549548132663	17.6904179604635	4.97053737215935e-70	1.88939769842021e-67
MSLN	37911.5364345694	-2.28045341726322	0.129047228480101	-17.6714637278309	6.95681592205464e-70	2.60553217504246e-67
IGFBP7	2198.84643805887	2.52355030357818	0.143402914359122	17.5976221603034	2.56885406889547e-69	9.48167759806231e-67
MRGPRX3	474.681887998524	4.68926860304592	0.266903974430141	17.569122427112	4.24691079231246e-69	1.54514748655162e-66
ITGB6	8946.25856510765	2.19122512678787	0.124846856924059	17.5513038996307	5.81300250863004e-69	2.08514856182803e-66
ETNK2	11495.5102689386	-2.29666619088266	0.131071884701038	-17.5221878904169	9.70214442288168e-69	3.43186408558265e-66
PLCH2	6277.73311084986	2.27817632560403	0.130202304581869	17.4972043153933	1.50476137644247e-68	5.2497620185256e-66
POLQ	1598.7347434468	2.67972850896965	0.153573087573796	17.4492064417339	3.49048352563143e-68	1.20129235717272e-65
MYOSLID	825.596648563368	3.49321822552555	0.201121859566395	17.3686651120703	1.42502651506917e-67	4.83901003810422e-65
TICRR	2991.50973202342	2.95102696453475	0.170262932134922	17.3321751689102	2.68960847847342e-67	9.01301956970542e-65
KIF23	2535.57647692123	2.38374603647381	0.137718184224779	17.3088691946674	4.03257054693942e-67	1.33378580116173e-64
SPAG5	3440.19538287135	2.75520524713227	0.159964674481292	17.2238355503577	1.75932837067973e-66	5.74443268518863e-64
GINS2	978.234212314078	3.23745871401592	0.188273214104861	17.1955353787756	2.86796492172507e-66	9.24573805398659e-64
S100A2	31590.6269992808	2.70605948791377	0.158655450697702	17.056202456415	3.1433724944472e-65	1.00069263360727e-62
