DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
SLC27A1	733.532393927892	677.720284226365	622.710098545328	762.099573852723
NXNL1	0	0	0	0
TMEM221	2.03194568955095	3.81814244634572	0	0
HMGB3P29	8.12778275820379	4.77267805793215	6.37587131616377	0
MVB12A	3946.03852910794	3579.50854344911	3828.71072535634	3559.63217413005
BISPR	476.491264199697	520.221908314604	244.408400452945	192.900515576188
BST2	7044.75570567314	7501.69537145775	5933.81090490975	5712.89605735981
CCDC194	178.811220680483	138.407663680032	189.150849046192	155.840810613275
LOC105372298	2.03194568955095	0	0	0
PLVAP	10.1597284477547	0.954535611586429	17.0023235097701	7.60199076162317
GTPBP3	2661.84885331174	2411.15695486732	3547.10974222578	3295.46299516364
ANO8	7658.40330391752	7358.51502971978	5480.06139624276	4979.30394886318
DDA1	5658.96874539939	5961.07489435725	6634.0941044684	6717.30908673927
MRPL34	2978.83238088169	3699.780030509	2768.19079643444	3033.19431388764
ABHD8	1941.52410636593	1526.3024429267	1884.06997392639	1558.40810613275
ANKLE1	55.8785064626511	68.7265640342229	59.5081322841952	67.4676680094056
BABAM1	4537.33472476727	4984.58496370433	6838.12198658564	6819.93596202119
USHBP1	0	0	4.25058087744251	0
NR2F6	14220.5719083223	11828.605298779	15086.3741792628	11396.3344005183
OCEL1	667.494159017486	701.583674516025	398.491957260236	462.77118761381
USE1	1211.03963097236	1459.48495011565	708.784361313539	1031.97024589035
SNORA118	16.2555655164076	1.90907122317286	3.18793565808188	14.2537326780434
MYO9B	8725.17479093177	9417.44834391171	9908.1040253185	9861.68251551566
HAUS8	219.450134471502	243.406580954539	445.248346912103	541.641841765651
RN7SL823P	0	2.86360683475929	0	0
RN7SL835P	0	0	0	0
CPAMD8	221.482080161053	360.81446117967	14.8770330710488	30.4079630464927
F2RL3	11.1757012925302	10.4998917274507	0	3.80099538081158
SIN3B	9174.23478832253	9379.26691944825	9359.77909212841	9039.71726441515
LOC124904648	0	5.72721366951857	0	0
NWD1	1353.27582924093	1646.57392998659	1031.82850799917	1270.48270603627
TMEM38A	2346.89727143134	2287.06732536108	1331.49445985887	1368.35833709217
LOC124904647	197.098731886442	220.497726276465	216.779624749568	165.343299065304
SMIM7	3663.59807826036	3680.68931827727	3274.0099208501	2679.70174347217
LOC105372296	21.335429740285	17.1816410085557	18.0649687291307	21.8557234396666
MED26	1538.18288699007	1566.39293861333	1451.57336964662	1546.05487114511
LOC105372295	70.1021262895077	92.5899543238836	85.0116175488503	91.223889139478
SLC35E1	12688.4848584009	12453.8261243681	12413.8214525709	11937.0259934388
RN7SL146P	5.07986422387737	19.0907122317286	20.1902591678519	13.3034838328405
CHERP	5844.8917759933	6597.7501472854	7912.45630335924	8469.56795729341
C19orf44	1035.27632882621	1099.62502454757	931.939857379271	873.278688741462
CALR3	5.07986422387737	1.90907122317286	4.25058087744251	5.70149307121738
RPS2P51	0	0	2.12529043872126	0
EPS15L1	4142.12128814961	4252.45614961754	4107.12377282883	4219.10487270086
KLF2	245.865428435665	287.315219087515	80.7610366714078	47.5124422601448
AP1M1	4227.46300711075	4658.13378454177	7522.46550785389	6999.53299376453
LOC124904646	189.986921973014	233.861224838675	212.529043872126	257.517437049985
FAM32A	4292.48526917638	4877.67697520665	5168.7063469701	5162.70197598733
CIB3	1.01597284477547	0	0	1.90049769040579
HSH2D	274.312668089378	221.452261888052	638.649776835738	761.14932500752
RAB8A	4869.55784500885	5526.76119108542	6783.92708039825	7719.82161842833
TPM4	14917.5292798383	13560.1328981968	25390.8448714029	25644.3655854906
LINC01855	0	0	0	0
OR1AB1P	0	0	0	0
SNX33P1	0	0	0	0
LINC00905	0	0	0	0
LINC00661	0	0	0	0
LOC105372291	0	0	0	0
CYP4F9P	0	0	0	0
LOC124900424	0	0	0	0
OR10H4	0	0	0	0
CYP4F11	452.107915925086	530.721800042055	544.074352312642	561.597067514912
LOC729654	260.089048262521	219.543190664879	110.515102813505	143.487575625637
LOC100421620	4.0638913791019	3.81814244634572	0	0
LOC89844	2.03194568955095	0	4.25058087744251	0
CYP4F2	16.2555655164076	30.5451395707657	139.206523736242	185.298524814565
CYP4F36P	0	0	0	0
CLEC4OP	0	0	0	0
UCA1	0	0	0	0
LOC124900418	3.04791853432642	3.81814244634572	4.25058087744251	9.50248845202896
ZNF861P	0	1.90907122317286	0	0
OR10H1	0	1.90907122317286	2.12529043872126	0
OR10H5	0	0	0	0
CYP4F24P	1.01597284477547	3.81814244634572	0	0
OR10H3	0	0	0	0
OR10H2	0	1.90907122317286	0	0
CYP4F12	1122.6499934769	1987.34314332295	206.153172555962	328.786100440202
CYP4F10P	0	0	0	0
CYP4F3	1032.22841029188	1908.11668756127	677.967649952081	1028.16925050953
CYP4F8	0	1.90907122317286	2.12529043872126	0
RPL23AP2	13.2076469820812	22.9088546780743	11.6890974129669	7.60199076162317
LOC124904644	0	0	0	0
CYP4F23P	0	5.72721366951857	0	17.1044792136521
LOC100422106	0	1.90907122317286	0	0
CYP4F22	43.6868323253454	48.6813161909079	56.3201966261133	62.7164237833911
PGLYRP2	4.0638913791019	0	0	0
RASAL3	0	1.90907122317286	0	0
MIR1470	0	0	0	0
WIZ	7988.59447846955	7721.23856212262	6737.17069074638	6791.4284966651
AKAP8L	4540.38264330159	4828.04112340416	4671.38838430932	4833.91587554713
AKAP8	3522.37785283657	4390.86381329757	4955.11465787861	5621.67216822033
LOC124904643	112.772985770078	91.6354187122972	70.1345844778015	79.8209029970433
BRD4	15156.2828983605	14915.5734666495	12073.7749823755	14553.0610642824
EPHX3	144.268143958117	81.1355269848465	138.143878516882	91.223889139478
MIR6795	0	0	0	0
NOTCH3	4924.42037862672	4534.99869064712	1788.43190418394	4287.52278955547
RNU6-782P	0	0	0	0
OR10B1P	0	0	4.25058087744251	0
ILVBL	5108.31146353108	4777.45073599008	4494.98927789546	3715.47298474332
SYDE1	552.689227557858	561.26693961282	1773.55487111289	1306.59216215398
OR1I1	0	0	0	0
CASP14	167.635519387953	259.633686351509	353.860858047089	803.91052304165
CCDC105	0	0	0	0
SLC1A6	0	3.81814244634572	2.12529043872126	1.90049769040579
OR7C2	0	0	0	0
OR7A15P	0	0	0	0
OR7A11P	0	0	0	0
OR7A3P	0	0	0	0
OR7A1P	0	0	0	0
OR7A18P	0	0	0	0
OR7A17	0	0	0	0
OR7A2P	0	0	0	0
OR7A8P	0	0	0	0
OR7A10	0	0	0	0
OR7A5	3.04791853432642	7.63628489269143	0	0
OR7C1	0	4.77267805793215	0	0
TMEM167AP2	0	0.954535611586429	2.12529043872126	0.950248845202896
ADGRE2	2599.87450978044	1786.8906648898	2078.53404906939	2279.64697964175
ZNF333	1219.16741373057	944.990255470565	721.536103945867	744.044845793868
ITGB1P1	81.2778275820379	70.6356352573957	75.4478105746046	94.0746356750867
SNORA104	1028.16451891278	985.080751157195	1613.09544298943	1099.43791389975
ADGRE3	0	0	0	0
RN7SL842P	0	0	0	0
RN7SL337P	0	0	0	0
CLEC17A	0	0	1.06264521936063	0
NDUFB7	3731.66825886032	3993.77699887762	4245.26765134571	4099.37351820529
MIR639	0	0	0	0
TECR	8070.88827889637	9438.44812736661	8234.43780482551	11109.3592492671
DNAJB1	13646.5472510242	14791.4838371433	14327.6454926394	14005.7177294455
SNRPGP15	44.7028051701209	64.9084215878772	94.5754245230959	115.930359114753
GIPC1	9656.82188959088	9540.58343780636	17629.2841891928	16317.6731698241
PTGER1	25.3993211193868	8.59082050427786	27.6287757033763	21.8557234396666
PKN1	17001.2895844728	15593.2937508759	10825.1668496267	9919.64769507303
DDX39A	3140.37206320099	3981.368035927	7733.93190650665	7911.77188515931
ADGRE5	7405.42606556843	7140.88091027808	7231.30071774908	7148.72206246139
LINC01842	1.01597284477547	0	0	0
LINC01841	0	0	0	0
LOC124904642	6.09583706865284	19.0907122317286	13.8143878516882	2.85074653560869
C19orf53	804.650493062175	1049.98917274507	771.480429255816	1480.48770082611
MRI1	3815.99400497668	4089.23056003626	5117.69937644079	4403.45314867022
YJU2B	1601.17320336615	1700.98245984702	1346.37149292992	1355.05485325933
LOC105372284	0	0.954535611586429	0	0
LOC107985287	0	0	0	0
CACNA1A	14.2236198268566	13.36349856221	7.4385165355244	4.75124422601448
RPL12P42	0	3.81814244634572	0	0.950248845202896
IER2	10664.6669516082	10394.8928101762	9135.56095084332	8497.1251738043
STX10	3482.75491189032	3640.59882259064	3894.5947289567	4040.45808980271
NACC1	13203.5830907021	13218.4091492489	18567.5999178883	17754.4494237709
TRMT1	6536.7692832854	6681.749281105	6350.36783089911	6463.5926450701
LOC105372282	3.04791853432642	0	3.18793565808188	5.70149307121738
LYL1	2.03194568955095	0	2.12529043872126	1.90049769040579
LOC107985286	0	1.90907122317286	4.25058087744251	3.80099538081158
NFIX	9924.02274776683	10213.5310439748	10119.5704239713	10921.2099779169
DAND5	0	0.954535611586429	2.12529043872126	3.80099538081158
GADD45GIP1	2465.76609427008	1870.8897987094	3196.43681983677	2621.73656391479
RAD23A	8819.66026549589	9554.90147198015	8627.61653598894	10105.8964687328
MIR6515	0	0	0	0
CALR	46249.1158398691	49942.2577338136	62995.7338941368	60260.0305185417
FARSA-AS1	61.9743435313039	83.0445982080193	114.765683690948	105.477621817521
FARSA	7593.38104185189	7504.55897829251	9264.14102238596	9420.76705134151
MIR5695	0	0	0	0
SYCE2	14.2236198268566	28.6360683475929	22.3155496065732	18.054728058855
RPS6P25	34.5430767223661	52.4994586372536	88.1995532069322	89.3233914490722
GCDH	2736.01487098035	2495.15608868693	1854.3159077843	1767.46285207739
KLF1	2.03194568955095	8.59082050427786	2.12529043872126	9.50248845202896
DNASE2	8603.25804955871	8827.5453359513	5203.773639209	5330.89602158825
MIR6794	0	0	0	0
MAST1	125.980632752159	106.90798849768	94.5754245230959	92.1741379846809
LOC105372281	0	0	0	0
RTBDN	8.12778275820379	10.4998917274507	10.6264521936063	5.70149307121738
RNASEH2A	537.449634886226	561.26693961282	1777.80545199033	1689.54244677075
THSD8	4.0638913791019	1.90907122317286	0	2.85074653560869
PRDX2	22106.5531294695	23883.435537504	25181.5037631888	26370.3557032256
JUNB	23745.3173280924	22204.4073967235	15350.9728388836	14911.3048789238
MIR5684	0	0	0	0
HOOK2	3856.6329187677	4361.27320933839	2550.34852646551	2624.5873104504
BEST2	113.788958614853	128.862307564168	6.37587131616377	7.60199076162317
GET3	4310.77278038234	4817.54123167671	5672.40018094703	5590.31395632864
TRIR	5935.31335917832	7344.19699554599	5196.33512267347	6264.99063642269
SNORD41	1.01597284477547	2.86360683475929	5.31322609680314	2.85074653560869
SNORD135	4.0638913791019	5.72721366951857	4.25058087744251	2.85074653560869
TNPO2	12115.4761739475	11842.9233329528	16387.0519277603	14121.6480885602
FBXW9	2721.79125115349	2407.33881242097	2470.65013501346	2208.37831625153
GNG14	11.1757012925302	2.86360683475929	2.12529043872126	2.85074653560869
DHPS	7851.43814442486	8026.68995783028	7329.06407793025	6773.37376860624
WDR83OS	6509.33801647646	6568.15954332622	5675.58811660512	5004.96066768365
WDR83	506.970449542961	642.402466597667	800.171850178553	755.447831936302
MAN2B1	11269.1707942496	11867.7412588541	11326.7353931649	10096.3939802808
RPL10P16	12812.4335454635	18331.8564205174	8925.15719740992	8352.68734933346
LOC105372279	8.12778275820379	13.36349856221	21.2529043872126	16.1542303684492
ZNF791	2672.0085817595	2711.83567251705	2829.82421915735	2865.00026828673
VN2R16P	10.1597284477547	9.54535611586429	10.6264521936063	10.4527372972319
ZNF490	1751.53718439292	1820.29941129532	1589.7172481635	1630.62701836817
PGK1P2	4.0638913791019	1.90907122317286	4.25058087744251	8.55223960682607
LINC02926	2.03194568955095	3.81814244634572	10.6264521936063	5.70149307121738
ZNF564	579.10452152202	568.903224505512	722.598749165227	877.079684122273
PPIAP20	0	0	0	0
MTATP6P27	0	0	0	1.90049769040579
MTCO2P27	0	0	0	0
MTCO1P27	0	0	0	0
MTND2P40	0	0	0	0
ZNF709	12.1916741373057	10.4998917274507	15.9396782904094	12.3532349876377
ZNF443	184.907057749136	232.906689227089	255.034852646551	263.218930121202
ZNF799	214.370270247625	182.316301813008	314.542984930746	237.562211300724
RPS29P23	0	0	0	0
ZNF442	0	0	2.12529043872126	0
ZNF563	13.2076469820812	32.4542107939386	43.5684539937858	58.9154284025796
RPS2P53	3.04791853432642	3.81814244634572	2.12529043872126	3.80099538081158
RPL28P5	2.03194568955095	14.3180341737964	12.7517426323275	5.70149307121738
ZNF44	1338.0362365693	1390.75838608143	1466.45040271767	1413.02003281671
LOC100289333	9.14375560297927	5.72721366951857	18.0649687291307	12.3532349876377
ZNF136	411.469002134067	485.858626297492	534.510545338396	546.393085991665
ZNF625	0	0	0	0
RPL17P47	0	0	0	0
ZNF20	0	0	0	0
ZNF625-ZNF20	0	0	0	0
RNA5SP467	0	0	0	0
RSL24D1P8	0	0	0	0
ZNF788P	0	0	2.12529043872126	0
RNA5SP466	0	0	0	0
ZNF844	0	0	2.12529043872126	3.80099538081158
ZNF878	0	0	0	0
RNA5SP465	4.0638913791019	3.81814244634572	3.18793565808188	1.90049769040579
ZNF433	93.4695017193436	97.3626323818158	75.4478105746046	126.383096411985
RNA5SP464	0	0	0	0
ZNF433-AS1	101.597284477547	107.862524109266	143.457104613685	119.731354495565
ZNF763	15.2395926716321	7.63628489269143	19.1276139484913	17.1044792136521
VN2R21P	0	0	2.12529043872126	0
ZNF700	814.81022150993	748.35591948376	805.485076275356	786.806043827998
VN2R15P	0	0	0	0
LOC107985276	0	0	1.06264521936063	0
ZNF69	0	0	2.12529043872126	0
VN2R14P	0	0	0	0
ZNF439	0	0	0	5.70149307121738
VN2R13P	0	0	0	0
ZNF440	89.4056103402417	164.180125192866	174.273815975143	177.696534052942
ZNF491	4.0638913791019	0	17.0023235097701	12.3532349876377
LOC124904639	0	0	0	1.90049769040579
ZNF441	326.127283172927	327.405714774145	394.241376382793	450.417952626173
ZNF823	117.852849993955	254.861008293577	175.336461194504	214.756239015855
ZNF833P	7.11180991342832	5.72721366951857	38.2552278969826	14.2537326780434
HNRNPA1P10	105.661175856649	171.816410085557	181.712332510667	206.203999409028
ZNF887P	35.5590495671416	38.1814244634572	97.7633601811778	90.2736402942751
VN2R12P	2.03194568955095	3.81814244634572	0	0
ZNF627	1065.75551416947	1233.26001016967	997.82386097963	933.144365989244
GAPDHP76	7.11180991342832	10.4998917274507	0	0
LOC124904638	11.1757012925302	2.86360683475929	14.8770330710488	2.85074653560869
ACP5	32.5111310328152	20.045247843315	77.5731010133259	49.4129399505506
ELOF1	2614.09812960729	2816.83458979155	3279.3231469469	3177.63213835848
CNN1	0	0	0	0
RPS12P32	0	3.81814244634572	2.12529043872126	0
RPL18AP13	0	5.72721366951857	0	1.90049769040579
RN7SL833P	8.12778275820379	10.4998917274507	12.7517426323275	27.557216510884
ECSIT	3981.59757867508	4515.9079784154	3369.64799059255	3209.94059909538
MIR7974	7.11180991342832	0.954535611586429	5.31322609680314	4.75124422601448
ZNF653	594.344114193652	490.631304355425	553.638159286887	582.502542109375
ELAVL3	2.03194568955095	1.90907122317286	2.12529043872126	0
LOC124904800	8.12778275820379	6.681749281105	26.5661304840157	14.2537326780434
PRKCSH	27948.3969869285	32291.9397399689	29382.1403153214	31821.9333281546
ODAD3	102.613257322323	140.316734903205	137.081233297521	126.383096411985
RGL3	17.2715383611831	24.8179259012472	14.8770330710488	15.2039815232463
EPOR	50.7986422387737	50.5903874140807	93.5127793037353	76.0199076162317
SWSAP1	154.427872405872	193.770729152045	163.647363781537	133.985087173608
PLPPR2	4170.56852780332	4052.00367118439	4384.47417508195	4396.8014067538
CCDC159	519.162123680267	639.538859762907	392.116085944072	296.477639703304
TMEM205	2873.17120502504	2883.6520826026	2523.78239598149	2406.98032489894
RAB3D	29325.0401915993	29456.0144379456	26786.0980444234	26285.7835560025
HSPC102	0	0	0	5.70149307121738
TSPAN16	0	1.90907122317286	2.12529043872126	5.70149307121738
ANGPTL8	10.1597284477547	0	0	1.90049769040579
LOC105372273	11.1757012925302	41.9995669098029	9.56380697424565	6.65174191642027
DOCK6	5818.47648202914	5049.49338529221	3518.41832130304	3615.69685599702
KANK2	7445.04900651467	8221.41522259391	3984.91957260236	3473.15952921659
SPC24	411.469002134067	735.946956533137	2610.91930396906	2005.97531222331
MIR6886	0	0	0	0
LDLR	22681.5937596125	24008.4797026219	40827.8919730547	40433.0883633832
LDLR-AS1	175.763302146157	214.770512606947	246.533690891666	321.184109678579
RN7SL192P	34.5430767223661	28.6360683475929	40.3805183357039	26.6069676656811
SMARCA4	19430.4806563309	21041.7830218112	22035.011268662	24708.3704729657
TIMM29	1480.27243483787	1451.84866522296	1437.75898179493	1200.16429149126
YIPF2	5897.72236392163	5898.07554399255	4358.9706898173	4451.91583977557
CARM1	10255.2298951636	9880.39811553113	9662.63297964619	10354.861666176
HIKESHIP2	26.4152939641623	27.6815327360064	18.0649687291307	8.55223960682607
C19orf38	65.0222620656303	42.9541025213893	13.8143878516882	19.0049769040579
TMED1	2926.00179295337	3030.65056678691	2382.45058180653	2166.5673670626
MIR6793	0	0.954535611586429	2.12529043872126	0
MIR199A1	0	0	0	1.90049769040579
MIR4748	8.12778275820379	7.63628489269143	2.12529043872126	11.4029861424348
LOC124904637	93.4695017193436	66.81749281105	99.8886506198991	87.4228937586664
MIR638	0	0	0	2.85074653560869
DNM2	18423.6515671584	17677.0449909691	19311.4515714407	18656.2355778685
QTRT1	4515.99929502698	4749.76920325407	4193.19803559704	3561.53267182045
ILF3	37680.4008670328	38998.5069469751	40693.9986754153	39679.5410291373
ILF3-DT	768.075470650258	986.989822380368	675.84235951336	628.114486679114
SLC44A2	1370.54736760211	1587.39272206823	379.364343311744	1757.96036362536
LOC100820734	0	0	0	0
AP1M2	5164.18996999373	5718.6228490143	4381.28623942387	4685.67705569548
CDKN2D	126.996605596934	104.998917274507	153.02091158793	146.338322161246
KRI1	2467.79803995963	2609.7003620773	2882.95648012538	3072.15451654096
MIR1238	0	0	0	0
RNU7-140P	0	0	0	0.950248845202896
ATG4D	3796.69052092595	3758.96123842736	3621.49490758102	3137.72168685996
S1PR5	4.0638913791019	11.4544273390371	2.12529043872126	1.90049769040579
KEAP1	8788.16510730785	8870.49943847269	8099.48186196671	7962.13507395507
PDE4A	141.220225423791	182.316301813008	229.531367381896	250.865695133565
MIR1181	0	0	0	0
CDC37	6895.40769749114	7382.37842000944	7074.0292252837	7628.59772928885
TYK2	9611.10311157598	9784.94455437249	11725.2273504252	10194.2696113367
ICAM3	592.312168504101	574.63043817503	764.041912720292	616.71150053668
RAVER1	6432.12408027353	6810.61158866917	8512.85085229799	9314.33918067879
FDX2	1110.45831933959	1186.48776520193	1310.24155547165	1384.51256746062
ZGLP1	145.284116802893	140.316734903205	144.519749833045	106.427870662724
ICAM5	946.886691330742	922.081400792491	1230.54316401961	934.094614834447
ICAM4	56.8944793074265	18.1361766201422	105.201876716702	114.98011026955
ICAM1	7705.13805477719	8935.40786006056	9078.17810899785	9827.47355708835
LOC105372272	8.12778275820379	4.77267805793215	5.31322609680314	7.60199076162317
MRPL4	6835.46529964939	7061.6544545164	5808.41876902519	5850.68213991423
MIR4322	0	0	0	0
S1PR2	453.123888769861	564.13054644758	540.88641665456	687.980163926897
LOC103689916	0	0	0	0
DNMT1	6692.21312853605	6769.56655737095	12524.3365553844	12487.2200748113
EIF3G	10366.9869080889	13164.955155	11618.9628284891	12214.498656238
P2RY11	0	0	0	0
SNORD105B	1.01597284477547	7.63628489269143	5.31322609680314	4.75124422601448
SNORD105	2.03194568955095	5.72721366951857	8.50116175488503	6.65174191642027
PPAN-P2RY11	0	0	0	0
PPAN	1371.56334044689	1312.48646593134	1559.9631820214	1616.37328569013
ANGPTL6	64.0062892208549	52.4994586372536	59.5081322841952	51.3134376409564
SHFL	1288.2535671753	1743.93656236841	1329.36916942015	1313.2439040704
C3P1	0	0	0	2.85074653560869
MIR5589	0	0	0	0
RDH8	0	0	0	0
COL5A3	56.8944793074265	100.226239216575	162.584718562176	161.542303684492
LOC124904636	0	0	0	0
OLFM2	8.12778275820379	13.36349856221	10.6264521936063	11.4029861424348
PIN1	2817.29269856239	2880.78847576784	3840.39982276931	3579.58739987931
PIN1-DT	0	0	8.50116175488503	1.90049769040579
UBL5	2723.82319684305	3307.46589414698	4959.36523875605	4978.35370001797
RPL10P15	11.1757012925302	9.54535611586429	5.31322609680314	0.950248845202896
LOC124900430	0	0	0	0
FBXL12	1688.54686801684	1468.07577061993	1675.79151093171	1532.75138731227
LOC124904635	0	0	0	0
LOC100505555	0	0	0	0
UBE2L4	0	1.90907122317286	2.12529043872126	1.90049769040579
ZNF846	305.807826277418	317.860358658281	327.294727563074	280.323409334854
LOC100130854	0	0	0	0
LOC105372270	0	0	0	7.60199076162317
ZNF812P	3.04791853432642	0	38.2552278969826	43.7114468793332
RPS4XP22	0	0	2.12529043872126	0
ZNF562	5023.98571741472	4357.45506689205	6599.0268122295	6896.90611848262
ZNF561-AS1	141.220225423791	146.99848418431	98.8260054005384	114.98011026955
ZNF561	2472.8779041835	2624.01839625109	4256.95674875868	4507.03027279734
LOC105376914	2.03194568955095	0	1.06264521936063	1.90049769040579
ZNF121	14876.8903660473	12590.324716825	18401.827263668	16799.449334342
ZNF426-DT	4.0638913791019	24.8179259012472	38.2552278969826	22.8059722848695
ZNF426	1791.16012533916	1644.66485876342	1710.85880317061	1651.53249296263
LOC100418883	0	0	0	0
LOC105372268	12.1916741373057	3.81814244634572	14.8770330710488	7.60199076162317
ZNF560	1.01597284477547	0	2.12529043872126	3.80099538081158
LOC105372269	4.0638913791019	5.72721366951857	11.6890974129669	7.60199076162317
ZNF266	2869.10731364594	2904.6518660575	2220.92850846371	2314.80618691425
LOC112268250	0	0	0	1.90049769040579
ZNF177	0	1.90907122317286	0	0.950248845202896
LOC100128428	0	0	0	3.80099538081158
ZNF559-ZNF177	1.01597284477547	1.90907122317286	5.31322609680314	0.950248845202896
ZNF559	614.663571089162	673.902141780019	590.830741964509	491.278652969897
ZNF699	694.925425826424	492.540375578597	706.659070874818	715.537380437781
OR7H1P	0	0	0	0
OR7E19P	0	0	0	0
OR7E18P	0	0	0	0
OR7D1P	0	0	0	0
OR7D11P	0	0	0	0
OR7D4	0	0	0	1.90049769040579
OR7E24	0	0	0	0
OR7E25P	0	0	0	0
OR7E16P	0	0	0	0
ELOCP29	0	0	0	0
OR7D2	0	3.81814244634572	15.9396782904094	0
ZNF317	4125.8657226332	3848.68758591648	4702.20509567078	4340.73672488683
OR7G3	0	0	0	0
OR7G15P	0	0	0	0
OR7G1	0	0	0	0
OR7G2	0	0	0	0
OR1M1	2.03194568955095	0	0	1.90049769040579
RPL23AP78	0	0	0	0
OR2Z1	0	0	0	0
ACTL9	0	0	0	0
NFILZ	0	0	0	0
ADAMTS10	0	0	0	0
LOC124904633	50.7986422387737	29.5906039591793	21.2529043872126	21.8557234396666
MYO1F	76.1979633581605	62.0448147531179	80.7610366714078	58.9154284025796
ZNF414	916.407505987478	752.174061930106	871.369079875715	903.686651787954
PRAM1	14.2236198268566	10.4998917274507	0	5.70149307121738
HNRNPM	12123.6039567057	13417.9070920704	14943.9797198685	17495.0314890305
MARCHF2	820.906058578583	950.717469140083	1502.58034017593	1288.53743409513
RAB11B	4848.22241526856	5346.35396049559	5007.18427362728	5386.96070345522
MIR4999	5.07986422387737	2.86360683475929	0	0.950248845202896
LOC124904632	1.01597284477547	3.81814244634572	6.37587131616377	8.55223960682607
RAB11B-AS1	625.839272381692	637.629788539735	365.549955460056	418.109491889274
ANGPTL4	1967.93940033009	1132.0792353415	33605.0924170605	25173.9924071151
LOC100129682	0	0	0	0.950248845202896
KANK3	27.4312668089378	28.6360683475929	136.01858807816	141.587077935232
RPS28	13310.2602394035	17808.770905368	14539.1118912921	15101.3546479644
NDUFA7	1454.87311371848	1664.71010660673	1297.48981283933	1873.89072274011
CD320	4504.82359373445	4292.54664530417	5849.86193258026	4405.35364636063
LOC107985282	0	0	0	0
CERS4	61.9743435313039	97.3626323818158	35.0672922389007	73.169161080623
LOC100422633	4.0638913791019	7.63628489269143	35.0672922389007	19.0049769040579
FBN3	0	0	0	0
CCL25	0	0	0	0
LOC105372266	129.028551286485	60.135743529945	75.4478105746046	75.0696587710288
ELAVL1	10285.7090805069	10014.0331011532	12220.4200226472	11988.3394310797
TIMM44	6065.35788330958	6007.84713932498	4514.11689184395	4806.35865903625
LOC124904629	109.725067235751	81.1355269848465	148.770330710488	130.184091792797
CTXN1	231.641808608808	203.316085267909	730.037265700752	595.806025942216
SNAPC2	1970.98731886442	1637.98310948231	2189.04915188289	1924.25391153586
TGFBR3L	395.213436617659	279.678934194824	286.91420922737	209.054745944637
MAP2K7	6871.02434921653	6764.79387931302	7289.74620481391	6443.63741932084
LOC124904630	57.910452152202	39.1359600750436	21.2529043872126	33.2587095821014
LRRC8E	4061.85943341234	4067.27624096977	3749.0123339043	3941.63220990161
RNA5SP463	0	0	0	0
LYPLA2P2	3.04791853432642	0	0	3.80099538081158
PRR36	101.597284477547	85.9082050427786	102.01394105862	123.532349876377
EVI5L	5616.29788591882	5271.90018279185	5100.69705293102	4529.83624508221
EXOSC3P2	0	1.90907122317286	2.12529043872126	3.80099538081158
LOC124904628	0	0	0	0
CLEC4GP1	0	12.4089629506236	0	1.90049769040579
LOC105372263	0	0	0	0.950248845202896
CLEC4M	0	0	0	0
RPL21P129	0	0	0	0
LOC100129391	0	0	0	0
CD209	0	0	0	0
CLEC4G	0	0	0	0
LOC105372262	0	0	0	0
FCER2	0	0	0	0
TRAPPC5	4237.6227355585	4903.44943671949	3717.13297732348	4103.17451358611
MCEMP1	30.4791853432642	11.4544273390371	37.192582677622	29.4577142012898
RETN	0	0	0	0
RPS27AP19	0	0	0	1.90049769040579
STXBP2	8501.66076508117	9348.72177987749	9805.02743904052	9823.67256170754
PCP2	218.434161626727	188.043515482527	109.452457594145	137.78608255442
PET100	238.753618522236	339.814677724769	287.97685444673	490.328404124694
XAB2	7942.87570045466	8125.96166143527	9478.7953566968	9065.37398323563
MIR6792	0	0	0	0
CAMSAP3	5265.78725447128	5836.98526485101	3120.98900926217	3615.69685599702
PNPLA6	16454.6961939836	16534.4658639001	20971.303404082	18780.71817659
MCOLN1	1452.84116802893	1629.39228897803	1735.29964321591	1737.05488903089
LOC105372261	22.3514025850604	2.86360683475929	23.3781948259338	9.50248845202896
ZNF358	1217.13546804102	1553.98397566271	669.466488197196	781.104550756781
TEX45	2.03194568955095	0	0	0
PEX11G	342.382848689335	329.314785997318	142.394459394324	108.32836835313
LOC107985284	40.638913791019	49.6358518024943	36.1299374582614	43.7114468793332
ARHGEF18	5933.28141348877	5570.6698292184	8449.09213913636	7335.92108496636
LOC124904626	0	0	0	0
INSR	9458.70718485966	9782.08094753772	5072.00563200828	5193.10993903383
LOC124904625	45.7187780148963	20.9997834549014	0	5.70149307121738
ZNF557	2199.5812089389	2057.97877858034	3272.94727563074	2958.12465511662
MBD3L3	0	0	0	0
MBD3L2	0	0	0	0
MBD3L4	0	0	0	0
MBD3L5	0	0	0	0
MBD3L2B	0	0	0	0
LOC112268245	0	0	0	0
FLJ25758	0	0	0	0
ADGRE4P	0	0	0	0
LOC105372256	0	0	0	0
ADGRE1	6.09583706865284	0	2.12529043872126	1.90049769040579
VAV1	14.2236198268566	3.81814244634572	24.4408400452945	13.3034838328405
SH2D3A	6187.27462468264	4763.13270181628	8506.47498098183	7345.42357341839
LOC124904623	41.6548866357944	41.0450312982165	37.192582677622	28.5074653560869
TRIP10	5499.46100876964	5647.9872137569	5524.69249545591	5644.4781405052
MIR6791	3.04791853432642	3.81814244634572	14.8770330710488	11.4029861424348
