DMSO_rep1	DMSO_rep2	GSK_rep1	GSK_rep2
LOC105369759	0	0	0	0.950248845202896
DHH	12.1916741373057	7.63628489269143	20.1902591678519	25.6567188204782
RHEBL1	27.4312668089378	8.59082050427786	41.4431635550645	37.0597049629129
KMT2D	29379.9027252172	25412.6015872655	22624.7793654071	24981.0918915389
PRKAG1	5931.24946779922	6005.93806810181	5888.11716047724	5934.30403829209
DDN-AS1	27.4312668089378	24.8179259012472	10.6264521936063	17.1044792136521
DDN	119.884795683506	98.3171679934022	56.3201966261133	76.0199076162317
LOC105369756	0	0	0	0
LOC105369757	0	0	0	0
WNT1	0	0	0	0
RNU6-940P	0	0	0	0
WNT10B	193.03484050734	170.861874473971	176.399106413864	132.084589483203
LOC124903110	0	2.86360683475929	0	0
ARF3	4286.38943210773	4097.82138054054	5895.55567701277	5500.99056487957
FKBP11	484.619046957901	525.949121984122	1265.61045625851	1125.09463272023
CCDC65	3.04791853432642	3.81814244634572	15.9396782904094	9.50248845202896
RPL32P27	11.1757012925302	26.72699712442	37.192582677622	23.7562211300724
RNU6-600P	0	0	0	0
RND1	26.4152939641623	29.5906039591793	37.192582677622	45.611944569739
LOC105369755	33.5271038775906	24.8179259012472	62.6960679422771	68.4179168546085
DDX23	8818.64429265111	10476.0283371611	16361.5484424956	17367.6981437733
CACNB3	403.341219375863	492.540375578597	827.800625881929	815.313509184085
LOC101927241	2.03194568955095	8.59082050427786	7.4385165355244	7.60199076162317
LOC390314	0	6.681749281105	2.12529043872126	0
ADCY6-DT	0	0	0	1.90049769040579
MIR4701	8.12778275820379	2.86360683475929	21.2529043872126	5.70149307121738
ADCY6	9312.40709521199	9645.58235508087	13720.8750723844	11926.5732561415
TEX49	29.4632124984887	28.6360683475929	44.6310992131464	33.2587095821014
CCNT1	11543.4834623389	11121.2944105935	14192.6895497806	12790.349456431
SNORA2B	22.3514025850604	23.8633902896607	35.0672922389007	19.9552257492608
SNORA2A	13.2076469820812	22.9088546780743	17.0023235097701	17.1044792136521
MIR1291	0	0	2.12529043872126	0.950248845202896
SNORA2C	3.04791853432642	8.59082050427786	8.50116175488503	12.3532349876377
KANSL2	3404.52500284261	3146.14937578887	4999.74575709176	4342.63722257724
LOC124902928	73.1500448238341	53.45399424884	66.9466488197196	54.1641841765651
OR11M1P	0	0	1.06264521936063	5.70149307121738
LALBA	0	0	2.12529043872126	0
OR5BS1P	0	0	0	0
OR8S1	0	0	0	2.85074653560869
RPS10P20	0	0	0	0
ANP32D	0	0	0	0
OR8T1P	0	0	2.12529043872126	1.90049769040579
OR8S21P	0	0	0	0
C12orf54	0	2.86360683475929	20.1902591678519	11.4029861424348
OR5BJ1P	0	0	0	1.90049769040579
OR5BT1P	0	0	0	0
OR5BK1P	0	0	4.25058087744251	1.90049769040579
ZNF641	1442.68143958117	1128.26109289516	1296.42716761997	1329.39813443885
H1-7	0	0	0	0
LOC105369753	0	0	0	0
OR10AD1	0	0	0	0
LOC102725258	0	0	0	0
CCDC184	0	0	0	0
LOC100533659	0	0	0	0
PHB1P18	0	0	0	0
LOC100421855	0	0	0	0
ASB8	2497.26125245811	2735.69906280671	2049.84262814665	1947.05988382073
MIR6505	5.07986422387737	3.81814244634572	6.37587131616377	5.70149307121738
PFKM	13780.6556665345	15249.6609307048	14229.8821324582	12700.0758161367
LOC101927180	0	0.954535611586429	0	0
RNU6-1203P	0	0	0	0
RPL37P19	8.12778275820379	8.59082050427786	4.25058087744251	11.4029861424348
SENP1	2617.14604814162	2524.7466926461	3186.87301286252	3021.79132774521
LOC124902927	0	0	0	0
LOC105369750	0	0	0	0
LOC105369752	1.01597284477547	0	0	0
COL2A1	87.3736646506908	149.862091019069	303.91653273714	385.801031152376
TMEM106C	2899.5864989892	3029.69603117533	4790.40464887771	4496.5775355001
VDR	7364.78715177741	8633.77460679925	12096.090531982	13267.3743767228
LINC02354	131.060496976036	127.907771952581	72.2598749165227	65.5671703189998
LOC124902926	40.638913791019	34.3632820171114	48.8816800905889	41.8109491889274
HDAC7	11071.0560895183	9939.57932344949	14021.6036694635	12262.9613473434
SLC48A1	1744.42537447949	1310.57739470817	1328.30652420079	1075.68169276968
RAPGEF3	154.427872405872	88.7718118775379	822.487399785126	607.209012084651
ENDOU	0	1.90907122317286	2.12529043872126	14.2537326780434
RPAP3-DT	297.680043519214	313.087680600349	160.459428123455	123.532349876377
RPAP3	2088.84016885837	2086.61484692793	1879.81939304895	2066.7912383163
LOC100127978	0	0	0	0
ADI1P3	0	0	0	0
LINC02156	0	0	0	0
MIR4494	0	0	0	0
LINC02416	0	0	0	0
LOC124900322	0	0	0	0
PPIAP45	0	0	0	0
LOC105369747	0	0	0	0
LOC105369746	2.03194568955095	0	4.25058087744251	13.3034838328405
PCED1B-AS1	0	0	2.12529043872126	0
MIR4698	0	0	0	0.950248845202896
IFITM3P6	0	0	0	1.90049769040579
PCED1B	122.932714217832	39.1359600750436	273.099821375681	202.403004028217
AMIGO2	344.414794378886	164.180125192866	1795.87042071946	1481.43794967131
LOC107984466	6.09583706865284	2.86360683475929	0	0
LOC124902925	0	0	0	0
LOC124902924	22.3514025850604	16.2271053969693	0	1.90049769040579
SLC38A4	0	7.63628489269143	2.12529043872126	2.85074653560869
MARK3P1	0	0	0	0
OR7A19P	4.0638913791019	15.2725697853829	3.18793565808188	7.60199076162317
LOC124902923	0	0	0	11.4029861424348
SLC38A4-AS1	122.932714217832	119.316951448304	92.4501340843747	49.4129399505506
SLC38A2-AS1	1.01597284477547	0.954535611586429	15.9396782904094	16.1542303684492
SLC38A2	78280.7076899503	62844.7155956273	93230.1156753854	86752.9683227984
LOC105378248	141.220225423791	76.3628489269143	136.01858807816	86.4726449134636
SLC38A1	94275.1681852506	78507.690446149	78897.1569566492	81223.4702925627
RPL13AP21	0	0	0	0
SCAF11	18078.2207999348	18837.7602946582	18157.4188632151	19197.8774196341
KNOP1P2	0	0	0	0
RN7SL246P	7.11180991342832	10.4998917274507	8.50116175488503	9.50248845202896
LOC105369745	1.01597284477547	3.81814244634572	6.37587131616377	3.80099538081158
ARID2	9167.1229784091	8674.81963809747	6774.36327342401	7404.33900182097
LINC00938	666.478186172711	684.40203350747	405.93047379576	380.099538081158
LOC105369744	0	0	0	0
LOC124903092	0	0	0	0
LOC100128248	4.0638913791019	0	0	0.950248845202896
LOC105369743	3.04791853432642	3.81814244634572	0	1.90049769040579
ANO6	12227.2331868728	12074.8754865683	9294.95773374742	9199.35907040924
LOC100419293	0	0	0	0
PLEKHA8P1	179.827193525259	204.270620879496	181.712332510667	219.507483241869
RNA5SP361	0	0	0	0
SSBL3P	0	0	0	0
RACGAP1P1	1.01597284477547	0.954535611586429	1.06264521936063	11.4029861424348
LOC105369742	0	0	0	0
DBX2	0	0	0	0
NELL2	0	3.81814244634572	2.12529043872126	5.70149307121738
LOC124902922	57.910452152202	32.4542107939386	37.192582677622	48.4626911053477
LOC100294713	0	0	0	0
ZNF75BP	0	1.90907122317286	0	0
TMEM117	785.347009011441	776.991987831353	969.132440056893	1086.13443006691
TWF1	13987.9141268687	12507.280118617	16593.2051003162	14936.0113488991
IRAK4	2701.47179425799	2739.51720525305	2255.99580070261	2333.81116381831
PUS7L	11040.5769041751	9631.26432090707	11457.4407551463	11428.6428612552
EEF1A1P17	0	0	0	0
LOC400026	0	0	0	0
RPL21P101	0	0	0	0
ADAMTS20	0	0	0	0
LINC02461	92.4535288745681	80.18099137326	31.8793565808189	28.5074653560869
MRPS36P5	0	0	0	0
LOC100420897	0	0	0	0
LINC02450	0	0	0	3.80099538081158
RPS27P21	0	0	0	0
LINC02451	0	0	0	0
LOC390308	0	0	0	0
LINC02402	0	0	0	0
PRICKLE1	3800.75441230505	4044.3673862917	2712.93324502768	2921.0649501537
LOC100132797	2.03194568955095	5.72721366951857	4.25058087744251	1.90049769040579
RNU6-249P	3.04791853432642	13.36349856221	2.12529043872126	1.90049769040579
PPHLN1	4190.88798469883	5218.44618854301	5566.13565901097	6394.22447937029
MIR7851	5.07986422387737	11.4544273390371	2.12529043872126	4.75124422601448
ZCRB1	2687.24817443113	2720.42649302132	2255.99580070261	2644.54253619966
LOC124902921	0	0	0	0
LOC727884	8.12778275820379	5.72721366951857	3.18793565808188	12.3532349876377
LOC124902920	0	3.81814244634572	2.12529043872126	5.70149307121738
YAF2	1474.17659776921	1265.7142209636	2036.02824029496	1705.6966771392
GXYLT1	3856.6329187677	3096.51352398638	3815.95898272402	3623.29884675864
LOC101929308	3.04791853432642	7.63628489269143	10.6264521936063	9.50248845202896
LOC105378247	2.03194568955095	1.90907122317286	18.0649687291307	6.65174191642027
LOC100129078	0	0	0	0
LINC02400	0	0	0	0
MTND1P24	0	0	0	0
MTND2P17	0	0	0	0
RNA5SP360	0	0	0	0
LOC107984498	0	0	0	0
LOC107984499	0	0	0	0
PDZRN4	0	0	0	0
LOC124903069	0	0	0	0
LOC100420117	0	0	0	0
CNTN1	0	0	2.12529043872126	0
RNU6-713P	0	0	0	0
LOC100420584	0	0	2.12529043872126	5.70149307121738
MUC19	76.1979633581605	101.180774828161	919.188114746943	1135.54737001746
LOC105369736	0	0	0	0
LRRK2	2707.56763132664	2156.29594657374	2582.22788304633	2432.63704371941
LOC105369735	4.0638913791019	0	0	0
LINC02471	7.11180991342832	11.4544273390371	2.12529043872126	0
LINC02555	68.0701805999568	38.1814244634572	56.3201966261133	45.611944569739
LOC112268095	0	0	0	0
RPL30P13	2.03194568955095	0	0	0
LOC124900327	1.01597284477547	1.90907122317286	1.06264521936063	2.85074653560869
SLC2A13	2669.97663606995	2058.93331419193	2816.00983130567	2475.39824175354
C12orf40	6.09583706865284	1.90907122317286	0	0
LOC124902918	2.03194568955095	0	0	0
ABCD2	813.794248665155	744.537777037415	659.90268122295	516.935371790375
RPL7AP74	0	0	2.12529043872126	0
LOC124902919	0	0	0	0
LOC101927019	0	0	2.12529043872126	0
KIF21A	9229.09732194041	8680.54685176699	8846.52145117723	8629.2097632875
LINC02406	0	0	0	0
LOC107984484	0	1.90907122317286	3.18793565808188	4.75124422601448
LOC100421126	4.0638913791019	0	1.06264521936063	0
CPNE8-AS1	65.0222620656303	49.6358518024943	31.8793565808189	58.9154284025796
CPNE8	3997.85314419149	3712.18899345962	4491.80134223738	4483.27405166726
LOC124902917	0	0	0	0
ALG10B	1562.56623526468	1275.25957707947	1113.65218988994	1003.46278053426
NF1P12	0	0	0	0
LOC100421618	0	0	0	0
TUBB8P5	0	0	0	0
LOC124902916	0	0	0	0
RNA5SP359	0	0	0	0
RNA5SP358	0	0	0	0
LOC107984469	0	0	2.12529043872126	0
CLUHP8	0	0	0	0
AK6P2	0	0	0	0
ZNF970P	0	0	0	0
AK6P1	0	0	0	0
DUX4L27	0	0	0	0
RNA5SP357	0	0	0	0
LOC124903068	2.03194568955095	0	0	0
TUBB8P4	0	0	0	0
LOC124902915	0	1.90907122317286	2.12529043872126	17.1044792136521
ALG10	916.407505987478	852.400301146681	1047.76818628958	845.721472230578
RNU6-472P	0	0	0	0
LOC105369726	0	0	0	0
RNU6-400P	0	0	0	0
ST13P9	0	0	0	0
SYT10	0	0	0	0
ASS1P14	0	1.90907122317286	4.25058087744251	0
RPL35AP27	0	0	0	0
PKP2	20020.7608791455	15988.4714940727	22164.653985424	21297.9273675325
YARS2	3852.5690273886	3763.73391648529	5432.24236137153	4543.13972891505
LOC100420981	183.891084904361	275.860791748478	157.271492465373	166.293547910507
DNM1L	11344.3527847629	10635.435784296	11856.9953576259	11954.1304726524
LOC124902914	30.4791853432642	1.90907122317286	25.5034852646551	19.0049769040579
RNU6-494P	0	0	0	0
FGD4	8786.1331616183	7583.78543405418	7322.68820661409	6492.10011042619
LOC100420186	4.0638913791019	0	0	1.90049769040579
BICD1	2224.98053005829	1805.98137712152	2071.09553253386	2260.64200273769
RESF1	2841.676046837	3328.46567760188	2640.67337011116	3304.01523477047
LOC105369725	7.11180991342832	15.2725697853829	7.4385165355244	19.0049769040579
LOC100132543	0	0	0	0
RPL12P32	0	0	0	0
RPLP2P4	0	0	0	0
LINC02422	0	0	0	0
RNU6-1069P	0	0	0	0
H3-5	27.4312668089378	28.6360683475929	27.6287757033763	29.4577142012898
LOC107984470	0	0	0	0
IFITM3P2	0	5.72721366951857	0	0
LOC105369724	5.07986422387737	15.2725697853829	5.31322609680314	8.55223960682607
LOC105369722	0	1.90907122317286	1.06264521936063	0
STMN1P1	0	0	8.50116175488503	3.80099538081158
AMN1	126.996605596934	149.862091019069	178.524396852586	137.78608255442
ETFBKMT	556.75311893696	585.130329902481	214.654334310847	216.65673670626
LOC124902913	0	0	0	0
AK4P3	359.654387050518	331.223857220491	405.93047379576	366.796054248318
RPL31P50	0	0	0	0
RNU5F-4P	0	0	0	0
DENND5B-AS1	6.09583706865284	10.4998917274507	5.31322609680314	6.65174191642027
ANKRD49P2	4.0638913791019	0.954535611586429	8.50116175488503	19.0049769040579
MRPL30P2	0	0	0	0
LOC100422622	0	0.954535611586429	0	0
LOC124903111	0	0	0	0
RNU6-618P	0	0	0	0
DENND5B	2859.96355804296	2885.56115382578	5118.76202166015	4895.68205048532
LOC124903091	0	0	0	0
LINC02387	0	0	0	0
DDX11	2651.68912486399	2730.92638474877	4551.30947452157	4194.39840272558
DDX11-AS1	65.0222620656303	74.4537777037415	110.515102813505	81.7214006874491
LOC124902910	85.3417189611398	69.6810996458093	29.7540661420976	32.3084607368985
TSPAN11	1.01597284477547	1.90907122317286	2.12529043872126	1.90049769040579
LOC124902911	0	0.954535611586429	0	1.90049769040579
LOC107984476	0	0	0	0
PPIAP44	0	0	0	0
LINC00941	543.545471954879	381.814244634572	723.661394384588	708.885638521361
LOC645485	12.1916741373057	7.63628489269143	0	5.70149307121738
CAPRIN2	2292.03473781347	2101.88741671332	6086.83181649768	5649.22938473122
IPO8	9406.89256977611	9315.31303347196	11538.2017918177	11481.8567965866
LOC105369719	68.0701805999568	67.7720284226365	17.0023235097701	33.2587095821014
LOC100422352	0	1.90907122317286	0	0
LOC105369718	0	0	0	0
RNA5SP356	0	0	0	0
LINC02386	0	0	0	0
LOC105369716	0	0	0	0
LOC105369715	0	0	0	0
RPL21P99	60.9583706865284	54.4085298604265	19.1276139484913	19.9552257492608
LOC124902909	1.01597284477547	0	2.12529043872126	0
LOC105369714	1.01597284477547	2.86360683475929	5.31322609680314	0
TMTC1	75747.887387925	68367.6586442664	39399.696798234	34949.2022777173
OVCH1	1297.39732277828	1474.75751990103	930.87721215991	897.985158716737
OVCH1-AS1	14.2236198268566	1.90907122317286	6.37587131616377	3.80099538081158
ERGIC2	5448.66236653087	5353.99024538828	6463.00822415134	6993.83150069332
LOC100506606	128.01257844171	152.725697853829	82.886327110129	115.930359114753
FAR2	155.443845250648	192.816193540459	388.92815028599	426.6617314961
LOC124902908	0	0	0	1.90049769040579
LOC101928735	0	0	0	0
LOC124902907	0	0	0	0
LOC105369711	0	0	0	0
RPL29P27	0	0	0	0
RNA5SP355	0	0.954535611586429	0	0
RNU4-54P	0	0	0	0
CCDC91	2006.54636843156	1830.79930302277	1793.74513028074	1833.03002239639
LOC729291	165.603573698402	238.633902896607	141.331814174964	131.134340638
LOC100129646	0	0	0	0
LOC107984462	0	0	2.12529043872126	1.90049769040579
LOC105369710	143.252171113342	118.362415836717	14.8770330710488	15.2039815232463
PTHLH	36.5750224119171	26.72699712442	134.9559428588	93.1243868298838
LOC105369709	0	0	0	0
RN7SKP15	0	0	0	0
KLHL42	8249.69949957685	6675.0675318239	9885.78847571193	8929.48839837162
MANSC4	15.2395926716321	15.2725697853829	41.4431635550645	34.2089584273043
MRPS35	8863.34709782124	8028.59902905346	7979.40295217896	8369.79182854711
HMGB1P49	0	3.81814244634572	1.06264521936063	5.70149307121738
REP15	40.638913791019	51.5449230256672	56.3201966261133	31.3582118916956
MRPS35-DT	0	0	0	0
LOC100506578	5.07986422387737	0	0	0
PPFIBP1	7027.48416731195	7031.10931494564	8541.54227322073	8806.90629734044
RARS1P1	0	0	0	7.60199076162317
SMCO2	183.891084904361	132.680450010514	136.01858807816	149.189068696855
ARNTL2-AS1	8.12778275820379	0.954535611586429	10.6264521936063	7.60199076162317
ARNTL2	7635.03592848769	6888.88350881926	8941.09687570033	7969.73706471669
LOC124902906	3.04791853432642	6.681749281105	4.25058087744251	9.50248845202896
LOC124902905	0	0	0	0
STK38L	2499.29319814767	2293.74907464219	1824.5618416422	2054.43800332866
LOC124902904	34.5430767223661	43.9086381329757	14.8770330710488	23.7562211300724
C12orf71	0	1.90907122317286	3.18793565808188	1.90049769040579
MED21	5196.70110102655	4948.31261046405	6989.01760773485	6559.56777843559
TM7SF3	15313.7586893007	16641.3738523978	37417.8634641264	33552.3364752691
FGFR1OP2	2675.05650029382	2584.88243617605	2348.44593478699	2721.51269266109
INTS13	4197.99979461226	3693.09828122789	3778.76640004639	4014.80137098224
LOC101929091	0	0	0	0
LOC124902902	6.09583706865284	3.81814244634572	11.6890974129669	15.2039815232463
LOC124902903	8.12778275820379	0	0	0
RNA5SP354	4.0638913791019	1.90907122317286	1.06264521936063	2.85074653560869
ITPR2	9720.82817881173	10443.5741263671	9982.48919067374	10649.4388081889
LOC107984482	9.14375560297927	1.90907122317286	5.31322609680314	8.55223960682607
LOC105369704	0	0	6.37587131616377	0
LOC105369705	0	0	0	0
LOC101928554	0	0	4.25058087744251	0
SSPN	69.0861534447322	85.9082050427786	75.4478105746046	65.5671703189998
BHLHE41	232.657781453584	294.951503980207	285.851564008009	254.666690514376
LOC124902901	0	0	2.12529043872126	0
LOC107984501	0	0	0	0
RASSF8	3919.62323514378	3226.33036716213	4935.98704393012	4720.83626296799
RASSF8-AS1	140.204252579015	141.271270514791	180.649687291307	236.611962455521
MIR4302	0	0	0	0
TDGP1	55.8785064626511	90.6808831007108	95.6380697424566	75.0696587710288
RN7SKP262	0	0	0	0
LMNTD1	19.303484050734	26.72699712442	72.2598749165227	61.7661749381883
LOC124902900	0	0	2.12529043872126	3.80099538081158
TUBB4BP1	0	0	0	0.950248845202896
FAM133GP	0	4.77267805793215	4.25058087744251	0.950248845202896
RPL39P27	0	0	1.06264521936063	0
RNU4-67P	0	0	0	0
LOC105369701	0	0.954535611586429	0	0
LOC124902899	0	13.36349856221	2.12529043872126	1.90049769040579
KRAS	7894.10900390543	6562.4323296567	8170.67909166387	7406.23949951137
ETFRF1	2503.35708952677	2425.47498904112	1462.19982184022	1452.93048431523
DNAI7	27.4312668089378	29.5906039591793	19.1276139484913	14.2537326780434
CENPUP2	0	1.90907122317286	0	0
IRAG2	2.03194568955095	0	6.37587131616377	3.80099538081158
LINC02909	0	0	2.12529043872126	0
BRI3P2	0	0	0	0
LOC107984475	0	0	0	0
DAD1P1	0	0	0	0
LOC124902898	0	0	0	0
LOC105369699	0	0	0	0
BCAT1	2.03194568955095	1.90907122317286	2.12529043872126	9.50248845202896
RN7SL38P	0	0	0	0
LOC124902897	0	3.81814244634572	0	0
RPL21P102	0	0	0	0
LOC105369698	0	0	0	0
KNOP1P1	0	0	0	0
LINC00477	0	0	0	0
SOX5-AS1	2.03194568955095	0.954535611586429	6.37587131616377	3.80099538081158
MIR920	0	0	0	0
LOC105369697	0	0	0	0
SOX5	756.899769357728	739.765098979483	418.682216428088	547.343334836868
LOC101928441	0	0	0	0
RPS27P22	0	0	4.25058087744251	0
LINC02955	2.03194568955095	6.681749281105	12.7517426323275	1.90049769040579
ETNK1	7511.08724142508	6199.70879725386	6528.8922277517	5441.12488763178
LOC112268094	0	0	0	0
ETNK1-DT	0	0	0	2.85074653560869
C2CD5-AS1	0	0	0	0
LRRC34P1	0	0	0	0
C2CD5	4400.17839072258	4129.32105572289	3379.2117975668	3312.5674743773
LOC105369151	178.811220680483	216.679583830119	147.707685491127	177.696534052942
LOC112268093	30.4791853432642	30.5451395707657	54.194906187392	44.6616957245361
RNU1-149P	0	0	0	0
ST8SIA1	419.596784892271	352.223640675392	202.96523689788	215.706487861057
SULT6B2P	4.0638913791019	0	0	5.70149307121738
LOC105369690	0	0	1.06264521936063	0
CMAS	3476.65907482167	3494.55487401792	4007.23512220893	3949.23420066324
THEM4P1	4.0638913791019	2.86360683475929	12.7517426323275	0.950248845202896
ABCC9	483.603074113126	282.542541029583	222.092850846371	195.751262111797
KCNJ8	0	0	0	0
LOC102724261	0	0	0	0
LOC105369689	0	0	0	0
LDHB	66930.2590681187	69478.738096153	76122.5902888986	71064.3598884986
LOC124902896	72.1340719790586	35.3178176286979	6.37587131616377	9.50248845202896
GYS2	270.248776710276	195.679800375218	99.8886506198991	94.0746356750867
SPX	12311.5589329892	7024.42756566453	2651.29982230477	2217.88080470356
GOLT1B	5017.88988034607	3831.50594490793	5036.93833976938	4187.74666080916
RECQL	5419.19915403238	5528.6702623086	9325.77444510887	9524.34417546863
ELOCP31	0	1.90907122317286	0	0
PYROXD1	3174.91513992336	2880.78847576784	2365.44825829676	2436.43803910023
IAPP	0	0	0	0
SLCO1A2	0	0	0	0
LOC124902895	0	0	0	0
LOC124903123	0	0	0	0
SLCO1B1	14.2236198268566	9.54535611586429	26.5661304840157	23.7562211300724
LOC124902894	28.4472396537133	51.5449230256672	43.5684539937858	43.7114468793332
SLCO1B3-SLCO1B7	18.2875112059585	10.4998917274507	18.0649687291307	16.1542303684492
SLCO1B3	72.1340719790586	58.2266723067722	43.5684539937858	35.1592072725072
SLCO1C1	0	0	0	0
LOC728688	85.3417189611398	129.816843175754	462.250670421873	381.049786926361
UBE2L2	0	0	0	0
PDE3A	0	0	0	0
LOC105369688	0	0	0	0
LOC105369687	0	0	0	0
LOC105369686	0	0	0	0
LINC02468	0	0	0	0
LOC105369685	0	0	0	0
LOC124902893	3.04791853432642	5.72721366951857	3.18793565808188	3.80099538081158
LINC02398	0	6.681749281105	1.06264521936063	0.950248845202896
TCP1P3	16.2555655164076	13.36349856221	21.2529043872126	24.7064699752753
LOC124903095	0	0	0	0
LOC105369682	0	0	0	0
RNU1-146P	1.01597284477547	2.86360683475929	1.06264521936063	0
LOC101928387	143.252171113342	182.316301813008	96.7007149618172	126.383096411985
RPL34P25	22.3514025850604	12.4089629506236	20.1902591678519	14.2537326780434
EEF1A1P4	0	1.90907122317286	5.31322609680314	3.80099538081158
RNU6-254P	0	0	0	0
PDCD5P1	0	0	0	0
AEBP2	4679.57092303583	4455.77223488545	4509.86631096651	4290.37353609108
SRSF11P1	70.1021262895077	44.8631737445622	99.8886506198991	77.9204053066375
RN7SL67P	28.4472396537133	21.9543190664879	22.3155496065732	29.4577142012898
LOC124902892	0	3.81814244634572	0	0
RN7SL459P	0	0	0	0
PLEKHA5	4054.74762349892	4338.36435466032	4432.29320995318	4819.66214286909
BORCS8P1	0	0	0	0
RPL7P6	2.03194568955095	0.954535611586429	0	0
LOC107984527	0	0	0	0
LOC102724227	2.03194568955095	0.954535611586429	0	0
CAPZA3	7.11180991342832	3.81814244634572	12.7517426323275	2.85074653560869
PSMC1P9	16.2555655164076	34.3632820171114	8.50116175488503	5.70149307121738
PLCZ1	0	0	6.37587131616377	2.85074653560869
ZKSCAN7P1	3.04791853432642	7.63628489269143	0	0
LOC124902891	0	0	0	0
NDFIP1P1	4.0638913791019	0	0	3.80099538081158
LOC124902890	0	0	5.31322609680314	0
PIK3C2G	1434.55365682297	1412.71270514792	1233.73109967769	1124.14438387503
LOC124903122	0	0	0	0
RERGL	0	1.90907122317286	0	11.4029861424348
MIR3974	0	0	0	0
LOC124902889	0	1.90907122317286	0	0
LOC124902888	0	0	0	0
LINC02378	0	0	0	0
TIMM17BP1	0	0	0	0
PSMC1P8	0	0	0	0
RPL7P40	0	1.90907122317286	0	0
RNU6-837P	0	0	0	0
EEF1A1P16	4.0638913791019	11.4544273390371	0	5.70149307121738
SKP1P2	2.03194568955095	6.681749281105	6.37587131616377	6.65174191642027
LOC105369677	0	0	0	0
LMO3	3.04791853432642	7.63628489269143	6.37587131616377	3.80099538081158
GOT2P4	53.8465607731001	36.2723532402843	8.50116175488503	0
SUPT16HP1	33.5271038775906	35.3178176286979	27.6287757033763	47.5124422601448
MGST1	44085.0936804974	44690.402798865	36441.292507534	33982.799202146
SLC15A5	7.11180991342832	0	0	0
LOC101928362	0	9.54535611586429	5.31322609680314	1.90049769040579
EGLN3P1	0	0	2.12529043872126	0
DERA	3461.41948215004	2995.33274915821	3433.40670375419	3303.06498592527
STRAP	21669.6848062161	20319.1995638403	24265.5035840999	22373.6090603022
LOC102724146	11.1757012925302	14.3180341737964	17.0023235097701	13.3034838328405
MRPS7P2	0	1.90907122317286	0	0
RNU6-251P	3.04791853432642	5.72721366951857	0	6.65174191642027
EPS8	8599.19415817961	7360.42410094296	7467.20795644714	7609.59275238479
LOC105369672	0	0	4.25058087744251	0
RPS2P42	0	0	0	0
PTPRO	24.3833482746114	45.8177093561486	201.902591678519	230.910469384304
LOC105369673	0	0	0	2.85074653560869
METTL8P1	18.2875112059585	34.3632820171114	24.4408400452945	54.1641841765651
LOC124902886	8.12778275820379	5.72721366951857	9.56380697424565	5.70149307121738
LOC124902887	2.03194568955095	1.90907122317286	0	1.90049769040579
RERG-AS1	0	0	0	0
RERG	806.682438751726	809.446198625292	843.740304172339	843.820974540172
LINC01489	0	0	0	0
PDE6H	0	0	0	0
ARHGDIB	235.70569998791	284.451612252756	3793.64343311744	4681.87606031467
ERP27	0	0	5.31322609680314	3.80099538081158
LOC124902885	2.03194568955095	0	0	0
MGP	6.09583706865284	17.1816410085557	6.37587131616377	16.1542303684492
ART4	2.03194568955095	5.72721366951857	0	0
SMCO3	0	1.90907122317286	0	1.90049769040579
WBP11	4959.97942819386	6167.25458645992	6209.03601672415	7805.34401449659
H2AJ	1659.08365551835	1889.02597532954	2027.52707854008	2295.8012100102
H4-16	3325.27912095013	3315.10217903967	3808.52046618849	3334.42319781696
LOC105369669	248.913346969991	282.542541029583	320.91885624691	196.701510956999
C12orf60	214.370270247625	187.08897987094	165.772654220258	172.945289826927
GUCY2C	0	0	2.12529043872126	0
PLBD1-AS1	0	0	0	1.90049769040579
RN7SKP134	0	0	0	0
LOC101928317	0	0	2.12529043872126	1.90049769040579
PLBD1	0	0	6.37587131616377	0
ATF7IP	15198.9537578411	15126.5258368101	15418.9821329227	16602.747823385
RPL30P11	0	0	0	0
LOC124902884	11.1757012925302	14.3180341737964	14.8770330710488	13.3034838328405
LOC124902883	0	0	0	0
GNAI2P1	0	0	0	0
RNU6-491P	0	0	0	0
MRPS18CP4	0	0	0	0
HMGN1P23	0	0	0	0
LOC105369667	0	0	0	0
RN7SKP162	0	0	0	0
LOC105369668	4.0638913791019	1.90907122317286	0	1.90049769040579
GRIN2B	0	0	0	0
RNU6-590P	0	0	0	0
RNA5SP353	0	0	0	0
LINC01559	2.03194568955095	1.90907122317286	4.25058087744251	7.60199076162317
EMP1	21616.8542182878	22722.7202338149	17860.9408470134	23965.275876017
LOC124902882	0	0	2.12529043872126	0
LOC105369666	71.1180991342832	40.09049568663	6.37587131616377	47.5124422601448
GSG1	25.3993211193868	36.2723532402843	17.0023235097701	17.1044792136521
FAM234B	2384.48826668804	2107.61463038284	2643.86130576924	2317.65693344986
RPS26P46	0	0	0	0
HTR7P1	299.711989208765	371.314352907121	308.167113614582	308.830874690941
HEBP1	2705.53568563709	3054.51395707657	2048.77998292729	2062.03999409028
LOC124903100	3.04791853432642	1.90907122317286	0	2.85074653560869
GPRC5D	4.0638913791019	17.1816410085557	8.50116175488503	12.3532349876377
GPRC5D-AS1	317.999500414723	413.313919816924	143.457104613685	154.890561768072
MIR614	0	0	0	0
GPRC5A	16523.7823474283	15714.5197735474	35894.0302195633	34660.3266287756
LOC124902881	9.14375560297927	3.81814244634572	7.4385165355244	11.4029861424348
