Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NM_003529.2	344.9087846	1.191380087	0.213199738	5.588093577	2.30E-08	5.09E-07
NM_003530.4	1357.116194	1.199837031	0.141130806	8.501595563	1.87E-17	1.34E-15
NM_003531.2	589.3223763	1.945860777	0.196358176	9.909751748	3.78E-23	4.54E-21
NM_003533.2	526.312869	0.654040117	0.18747466	3.488685448	0.000485402	0.004221334
NM_003534.2	1755.926948	2.529831174	0.160773445	15.73537952	8.65E-56	8.07E-53
NM_003536.2	1051.313597	1.06200635	0.149868204	7.086268635	1.38E-12	5.76E-11
NM_003537.3	2238.644192	2.659715743	0.455186436	5.843134884	5.12E-09	1.26E-07
NM_003538.3	172.8573758	1.479797235	0.275362342	5.374000034	7.70E-08	1.57E-06
NM_003539.3	1673.001445	1.186375419	0.125738333	9.435272372	3.90E-21	4.03E-19
NM_003542.3	2363.246483	0.771153059	0.128669732	5.993274765	2.06E-09	5.44E-08
NM_003543.3	2469.192133	0.719683445	0.126594927	5.684931176	1.31E-08	3.01E-07
NM_003544.2	2266.998364	0.478795106	0.169828641	2.819283628	0.004813097	0.029336537
NM_003546.2	193.1365175	1.29559318	0.261431638	4.955762784	7.20E-07	1.25E-05
NM_003562.4	728.4192143	-0.43824286	0.154325817	-2.839724858	0.004515246	0.027797985
NM_003564.2	7970.347053	0.452722789	0.111664102	4.054327061	5.03E-05	0.000573258
NM_003565.2	1083.943973	-0.871935958	0.143886179	-6.059900698	1.36E-09	3.72E-08
NM_003573.2	243.7086935	-1.27578859	0.221797225	-5.752049364	8.82E-09	2.09E-07
NM_003579.3	132.0446394	3.192322972	0.349195387	9.14193913	6.13E-20	5.67E-18
NM_003580.3	2386.94968	-0.381177844	0.116387102	-3.275086652	0.001056296	0.008206411
NM_003583.3	627.5797996	-0.636237082	0.158866441	-4.004855128	6.21E-05	0.000690559
NM_003597.4	434.6697303	-0.515593785	0.174020755	-2.962829256	0.003048256	0.020129509
NM_003600.3	168.0547839	2.5900503	0.277819542	9.322779398	1.13E-20	1.13E-18
NM_003617.3	37.22623684	-1.915555245	0.525670051	-3.644025829	0.000268406	0.002519873
NM_003627.5	34.97559776	-4.236520646	0.727467633	-5.823655175	5.76E-09	1.41E-07
NM_003629.3	771.834345	0.744835088	0.146629446	5.079710157	3.78E-07	6.88E-06
NM_003633.3	80.09046135	3.339909696	0.430413753	7.759765273	8.51E-15	4.52E-13
NM_003637.4	243.6369476	1.212869954	0.219251506	5.531866023	3.17E-08	6.86E-07
NM_003640.4	1275.316913	0.373675856	0.134220553	2.784043485	0.005368584	0.032065866
NM_003641.3	398.4294309	-1.347880682	0.199762467	-6.74741708	1.51E-11	5.47E-10
NM_003642.3	269.5504708	0.646005996	0.209868528	3.07814613	0.002082927	0.014534299
NM_003644.2	5.29325321	5.86314861	1.899485603	3.086703368	0.002023895	0.014207859
NM_003645.3	1058.854164	-0.42614284	0.138873785	-3.068562142	0.002150916	0.014929332
NM_003655.2	2615.105786	-1.396360595	0.120058698	-11.6306492	2.88E-31	6.11E-29
NM_003661.3	64.172508	-1.050294377	0.401945376	-2.613027642	0.008974404	0.048902757
NM_003670.2	5427.265277	1.334912642	0.129063098	10.34310087	4.50E-25	6.49E-23
NM_003676.3	2464.545445	0.435564055	0.115939855	3.756810431	0.000172093	0.001695112
NM_003680.3	4078.570266	-0.832778692	0.112374818	-7.410723367	1.26E-13	5.89E-12
NM_003681.4	3348.478002	-0.810877648	0.125640192	-6.453966967	1.09E-10	3.50E-09
NM_003686.4	110.5081814	2.965893664	0.360381264	8.229877533	1.87E-16	1.23E-14
NM_003688.3	361.0708343	-0.596770953	0.189595729	-3.147597028	0.001646185	0.011934551
NM_003692.4	50.96943916	1.221080015	0.436795127	2.79554404	0.005181244	0.031182193
NM_003695.2	250.9956349	2.509623629	0.240474939	10.43611296	1.70E-25	2.50E-23
NM_003701.3	5.89215691	-5.989109817	1.863269219	-3.214301914	0.001307621	0.009807748
NM_003702.4	103.2934366	1.067392852	0.312897678	3.411315992	0.000646501	0.005386574
NM_003709.3	110.9882956	1.262979084	0.305104383	4.139498335	3.48E-05	0.00041334
NM_003713.4	733.3547016	-1.020181403	0.194768424	-5.237919899	1.62E-07	3.13E-06
NM_003714.2	8665.878605	-1.454333277	0.366202601	-3.971389809	7.15E-05	0.000784993
NM_003721.3	156.8958047	-0.701080815	0.261824359	-2.677676046	0.007413488	0.041792162
NM_003722.4	525.2882198	0.623652928	0.184360333	3.382793452	0.000717526	0.005887359
NM_003724.3	1514.970146	-1.145766224	0.133706116	-8.569288087	1.04E-17	7.66E-16
NM_003732.2	502.4568814	-1.427663439	0.16878523	-8.458461906	2.71E-17	1.91E-15
NM_003735.2	123.2321093	-0.907221044	0.295581377	-3.069276739	0.002145777	0.014901961
NM_003736.2	88.54505688	-1.1897839	0.353189726	-3.368682072	0.000755285	0.006144105
NM_003739.5	2490.802538	-0.547760148	0.14605272	-3.750427557	0.000176533	0.001732883
NM_003740.3	776.0840462	-1.502009048	0.160790284	-9.341416723	9.51E-21	9.58E-19
NM_003747.2	1597.781158	-0.54907323	0.135111674	-4.063847435	4.83E-05	0.000553141
NM_003761.4	1276.714284	0.680638439	0.145915947	4.664592538	3.09E-06	4.73E-05
NM_003763.5	658.7341746	-0.606459148	0.155047264	-3.91144695	9.17E-05	0.000972237
NM_003768.4	509.7663664	1.039633525	0.169749487	6.124516427	9.10E-10	2.61E-08
NM_003769.2	4875.96556	0.575453228	0.111630728	5.154971552	2.54E-07	4.74E-06
NM_003773.4	564.4581495	0.651559617	0.163366519	3.988330166	6.65E-05	0.000736028
NM_003784.3	45.29921961	1.840739449	0.490699778	3.751253889	0.000175952	0.00172832
NM_003790.2	173.5095432	1.677186457	0.267313114	6.274239352	3.51E-10	1.07E-08
NM_003793.3	1043.479455	-1.202987224	0.15508208	-7.757100137	8.69E-15	4.61E-13
NM_003798.3	421.8593303	0.602911112	0.176113923	3.423415378	0.000618395	0.005183573
NM_003801.3	7694.389319	-0.357359497	0.126973324	-2.814445473	0.004886147	0.029729101
NM_003803.3	31.92089513	-2.782227412	0.614910419	-4.524606068	6.05E-06	8.62E-05
NM_003806.2	109.5071924	-1.005349458	0.306311911	-3.282110235	0.001030333	0.00803492
NM_003807.4	353.8867198	1.195294131	0.193082575	6.190585206	5.99E-10	1.77E-08
NM_003811.3	1051.282248	0.860833054	0.142471706	6.042133412	1.52E-09	4.12E-08
NM_003813.3	219.7274365	2.160207112	0.258361596	8.361177299	6.21E-17	4.27E-15
NM_003819.3	7178.606176	0.447187252	0.108696712	4.114082615	3.89E-05	0.000456136
NM_003823.3	1478.364264	0.815194299	0.168688521	4.832541612	1.35E-06	2.24E-05
NM_003831.3	1634.223952	-0.38075018	0.12438597	-3.061037989	0.002205711	0.015263986
NM_003839.3	63.55044437	1.20234757	0.397445537	3.025188251	0.002484784	0.016897541
NM_003840.4	8276.728367	0.742755782	0.110571606	6.717418804	1.85E-11	6.64E-10
NM_003841.3	142.3305547	0.929744233	0.295516695	3.146164828	0.001654267	0.011985119
NM_003842.4	5063.755476	0.495685844	0.115071308	4.307640634	1.65E-05	0.000212085
NM_003844.3	2732.727602	0.684890655	0.120824099	5.668493803	1.44E-08	3.29E-07
NM_003847.2	301.8456376	-0.742628272	0.201952528	-3.677241779	0.00023577	0.002245811
NM_003849.3	3623.458746	-0.454885671	0.118152205	-3.849997289	0.000118119	0.001218085
NM_003851.2	22179.39628	-0.9756021	0.116710045	-8.359195648	6.31E-17	4.34E-15
NM_003855.3	47.76731687	-1.249448654	0.450504804	-2.773441356	0.005546684	0.032908915
NM_003856.3	348.9368924	-1.505580263	0.213807628	-7.041751857	1.90E-12	7.78E-11
NM_003862.2	49.08575226	1.57758257	0.463315845	3.404982989	0.000661682	0.00550181
NM_003864.3	522.6459935	0.547082999	0.175133097	3.123812737	0.00178524	0.012803743
NM_003872.2	299.0710913	1.108987089	0.202836286	5.467399896	4.57E-08	9.61E-07
NM_003873.5	191.2551858	1.297859587	0.242124791	5.360292024	8.31E-08	1.68E-06
NM_003878.2	514.667993	2.095425552	0.174404157	12.01476835	2.97E-33	7.25E-31
NM_003883.3	1473.128645	0.399969246	0.127632063	3.133767781	0.001725774	0.012429085
NM_003887.2	545.7968291	1.100590652	0.170145471	6.468527468	9.90E-11	3.19E-09
NM_003890.2	227.5511001	-2.255153554	0.240726058	-9.368132297	7.38E-21	7.46E-19
NM_003893.4	725.0246655	0.948918914	0.149685698	6.339409359	2.31E-10	7.19E-09
NM_003897.3	5368.225957	1.685533116	0.141329763	11.92624317	8.64E-33	2.01E-30
NM_003900.4	7213.075918	-0.979875563	0.115074486	-8.515141743	1.66E-17	1.19E-15
NM_003901.3	1843.044338	-0.913085815	0.124003361	-7.363395678	1.79E-13	8.29E-12
NM_003904.4	1513.066512	0.335456	0.12494848	2.684754544	0.007258309	0.041082227
NM_003913.4	255.7975174	0.674103058	0.21075585	3.198502239	0.001381435	0.01027025
NM_003914.3	183.0931097	-1.215730076	0.295823908	-4.109641045	3.96E-05	0.000464054
NM_003920.3	499.2811272	0.729783007	0.197770979	3.690040934	0.000224218	0.00214788
NM_003921.4	467.3195089	0.55717146	0.170645985	3.265072197	0.001094362	0.008462765
NM_003940.2	602.1196509	-0.540604296	0.157791059	-3.426076853	0.000612367	0.005144259
NM_003942.2	537.1428953	0.967636852	0.171620488	5.63823623	1.72E-08	3.88E-07
NM_003944.3	624.7081729	-2.051467702	0.166879644	-12.29309733	9.87E-35	2.70E-32
NM_003955.4	2530.748956	-1.637115352	0.14386545	-11.37948933	5.29E-30	1.06E-27
NM_003959.2	1322.922255	0.578765807	0.131568426	4.398971889	1.09E-05	0.000144934
NM_003972.2	482.1525016	-0.495792657	0.170803912	-2.902700822	0.003699599	0.023604022
NM_003975.3	56.45856473	2.062803748	0.439604906	4.692403842	2.70E-06	4.20E-05
NM_003979.3	7210.202423	1.293613549	0.105097778	12.30866696	8.14E-35	2.23E-32
NM_003981.3	147.9568551	2.702052943	0.300811482	8.982545902	2.65E-19	2.37E-17
NM_003986.2	147.8667858	-2.001296708	0.35453186	-5.644899475	1.65E-08	3.74E-07
NM_003994.5	653.425634	0.544909399	0.173205041	3.146036596	0.001654993	0.011989443
NM_004000.2	402.6208254	-0.808963714	0.212005626	-3.81576531	0.000135761	0.001377937
NM_004004.5	881.1470562	0.885568603	0.141242949	6.269825196	3.61E-10	1.10E-08
NM_004029.2	56.41552725	-1.312735665	0.429680334	-3.055144864	0.002249518	0.01552191
NM_004031.2	56.41552725	-1.312735665	0.429680334	-3.055144864	0.002249518	0.01552191
NM_004035.6	1589.075458	-0.558129109	0.124068393	-4.498559994	6.84E-06	9.61E-05
NM_004036.4	997.789779	-0.488775499	0.157425794	-3.104799321	0.001904082	0.013493684
NM_004037.7	527.8950509	0.744844615	0.174693071	4.263733011	2.01E-05	0.000252989
NM_004039.2	7123.344712	1.400918672	0.10469985	13.38033126	7.88E-41	3.09E-38
NM_004040.3	2294.132131	-0.410257704	0.135292695	-3.032371443	0.002426404	0.016550091
NM_004045.3	1390.264585	0.592841049	0.138670309	4.275183725	1.91E-05	0.000241274
NM_004051.4	94.15075608	-1.159471066	0.334007969	-3.471387429	0.000517776	0.00445719
NM_004052.3	2833.575405	0.779447657	0.126733527	6.150287719	7.73E-10	2.24E-08
NM_004053.3	2049.45343	0.710091161	0.127089535	5.587329902	2.31E-08	5.11E-07
NM_004054.2	133.5245505	2.142533969	0.304600434	7.033916346	2.01E-12	8.20E-11
NM_004059.4	42.25005621	-1.533294884	0.483350382	-3.172222351	0.001512771	0.011101856
NM_004060.3	8007.634032	0.571085327	0.112555567	5.073807912	3.90E-07	7.08E-06
NM_004064.4	1958.282202	-0.786603167	0.120096431	-6.549763072	5.76E-11	1.92E-09
NM_004068.3	5556.476659	0.338730985	0.110241983	3.072613325	0.002121932	0.014764976
NM_004069.4	858.9681838	0.527062021	0.141813894	3.716575353	0.000201941	0.001959514
NM_004073.3	1052.878553	0.978046251	0.136339113	7.17362927	7.30E-13	3.16E-11
NM_004083.5	87.25265886	-2.095977605	0.376318708	-5.569687509	2.55E-08	5.62E-07
NM_004089.3	932.2312817	-1.993722304	0.180236454	-11.06170401	1.92E-28	3.51E-26
NM_004090.3	3583.447	-0.439165557	0.120852775	-3.633888888	0.000279181	0.002608262
NM_004091.3	82.50511819	1.559626037	0.370080997	4.214282949	2.51E-05	0.000307864
NM_004093.3	2236.37241	0.566141455	0.130483863	4.338785222	1.43E-05	0.00018658
NM_004095.3	4074.582427	-1.608033625	0.12314245	-13.05832083	5.70E-39	1.92E-36
NM_004097.2	14.46611661	3.414640882	0.976119227	3.498180127	0.000468445	0.004096284
NM_004103.4	832.5530972	0.55947434	0.148945649	3.756231511	0.000172491	0.0016987
NM_004104.4	102199.7795	-0.405773538	0.122351948	-3.316445277	0.000911704	0.007239993
NM_004109.4	2912.918855	0.456033111	0.136291686	3.346008281	0.000819839	0.006598209
NM_004111.5	1437.171653	2.095510213	0.175006218	11.97391863	4.87E-33	1.17E-30
NM_004117.3	24607.45054	-1.204826241	0.101466886	-11.87408314	1.61E-32	3.72E-30
NM_004120.4	870.8399398	-0.648937728	0.199722944	-3.249189679	0.001157343	0.008863216
NM_004121.3	162.1399008	-2.064042395	0.27022863	-7.638133649	2.20E-14	1.12E-12
NM_004126.3	112.0757987	1.861245329	0.340430181	5.467333489	4.57E-08	9.62E-07
NM_004134.6	44605.10899	-0.563122386	0.101659159	-5.539317753	3.04E-08	6.60E-07
NM_004140.3	296.2246894	-0.536581225	0.200289349	-2.679030257	0.007383572	0.04164941
NM_004153.3	72.27635125	2.247114179	0.394065768	5.702383622	1.18E-08	2.74E-07
NM_004159.4	1094.449163	-0.419825874	0.134674585	-3.117335567	0.001824937	0.01303241
NM_004163.4	982.3188436	1.119411806	0.152999434	7.316444103	2.55E-13	1.16E-11
NM_004169.4	447.9067955	-1.346097997	0.193080654	-6.971687559	3.13E-12	1.25E-10
NM_004170.5	34.59391056	1.93040605	0.551425188	3.500757839	0.000463937	0.004065861
NM_004176.4	2883.752472	-0.572751935	0.121206611	-4.725418285	2.30E-06	3.64E-05
NM_004184.3	945.175536	-1.324635334	0.149986648	-8.831688345	1.03E-18	8.58E-17
NM_004192.3	94.73499093	-1.01305678	0.329079809	-3.078453167	0.002080782	0.014528426
NM_004203.4	108.4190696	3.096611821	0.362416157	8.544353669	1.29E-17	9.40E-16
NM_004204.3	781.0642295	-0.644957221	0.153612281	-4.198604539	2.69E-05	0.000327509
NM_004205.4	27.55190579	-2.176088192	0.6422665	-3.388139026	0.000703686	0.005796691
NM_004207.3	4764.859287	0.594345098	0.149964216	3.963246111	7.39E-05	0.000807782
NM_004209.5	39.35884237	-1.917275594	0.54344032	-3.528033391	0.000418659	0.00372968
NM_004217.3	24.708956	3.343447525	0.743502431	4.496888489	6.90E-06	9.66E-05
NM_004219.3	896.837464	2.20174913	0.165268124	13.32228552	1.72E-40	6.42E-38
NM_004220.2	351.4856498	-0.895284638	0.195367083	-4.582576678	4.59E-06	6.73E-05
NM_004223.4	908.3967612	-0.642216833	0.139747169	-4.595562378	4.32E-06	6.36E-05
NM_004226.3	1045.351838	-0.874604533	0.136691372	-6.398388727	1.57E-10	4.96E-09
NM_004229.3	1183.348377	0.46372683	0.135529199	3.421600917	0.000622536	0.005210841
NM_004235.5	1054.246388	-1.314644255	0.166543121	-7.89371694	2.93E-15	1.65E-13
NM_004237.3	629.0370072	1.821306573	0.170403714	10.68818592	1.16E-26	1.90E-24
NM_004252.4	2447.535707	0.381065251	0.118912671	3.204580697	0.001352594	0.010083642
NM_004257.5	1391.866733	0.571732533	0.12705583	4.499852822	6.80E-06	9.56E-05
NM_004260.3	112.5691977	1.704858003	0.310520887	5.490316671	4.01E-08	8.52E-07
NM_004265.3	1950.112169	1.720983136	0.177050745	9.720281819	2.47E-22	2.82E-20
NM_004267.4	677.0380851	2.388132478	0.166821861	14.31546479	1.75E-46	9.50E-44
NM_004277.4	155.4613845	-0.840774143	0.266629016	-3.153348253	0.001614091	0.011734899
NM_004281.3	1740.37621	0.682118168	0.151596545	4.499562767	6.81E-06	9.57E-05
NM_004285.3	3392.447392	-2.125941937	0.127160794	-16.71853311	9.61E-63	1.65E-59
NM_004287.4	183.1466531	-0.87350248	0.244588198	-3.571319	0.000355188	0.003228677
NM_004289.6	230.3572724	-0.683917128	0.231905611	-2.949118494	0.003186818	0.020877266
NM_004298.3	1160.516295	0.485275027	0.135559313	3.579798507	0.000343859	0.003141026
NM_004308.3	2045.912762	0.348979115	0.124437138	2.804461115	0.005040077	0.030500078
NM_004309.5	1808.295794	0.541801143	0.122285121	4.430638315	9.40E-06	0.000127239
NM_004324.3	385.6676606	1.218269761	0.186829168	6.520768539	6.99E-11	2.31E-09
NM_004335.3	3356.980733	-0.317842469	0.114212041	-2.782915575	0.005387282	0.032162143
NM_004336.4	364.0717014	3.349655176	0.226636072	14.77988541	1.98E-49	1.24E-46
NM_004343.3	28470.27277	0.351665415	0.104422946	3.367702482	0.000757973	0.006164194
NM_004345.4	48.99585651	-5.582229562	0.883950491	-6.315093003	2.70E-10	8.33E-09
NM_004346.3	769.5184815	0.528270988	0.14724535	3.58769216	0.000333618	0.003061212
NM_004355.3	22.04539458	-2.166802149	0.752708683	-2.87867298	0.003993522	0.025135223
NM_004362.2	885.4363724	-3.215285221	0.162985004	-19.72749118	1.25E-86	5.00E-83
NM_004364.4	113.7302077	-0.899170248	0.302596878	-2.971511981	0.002963373	0.019671867
NM_004368.3	2733.148985	1.193540744	0.116389291	10.25472994	1.13E-24	1.55E-22
NM_004376.6	526.9222003	-0.433934047	0.164617285	-2.636017517	0.00838854	0.046279185
NM_004377.3	513.15531	0.529735197	0.167148431	3.169250188	0.001528328	0.011192961
NM_004383.2	1317.75162	0.658584649	0.12787415	5.150256308	2.60E-07	4.85E-06
NM_004385.4	3202.59342	0.95903819	0.129388204	7.412099082	1.24E-13	5.84E-12
NM_004387.3	174.7246745	0.674766077	0.253016534	2.666885302	0.007655779	0.042929954
NM_004396.4	10374.44798	-0.343605795	0.108152739	-3.177042001	0.001487855	0.010942349
NM_004403.2	307.0848755	0.7722636	0.202709853	3.809699379	0.000139136	0.001408316
NM_004406.2	6.612975419	4.678687161	1.796845326	2.603834115	0.009218736	0.049963918
NM_004415.3	42251.01297	-0.913610474	0.312509728	-2.923462505	0.003461619	0.022347272
NM_004419.3	1523.353144	1.783879831	0.131300208	13.58626809	4.83E-42	2.14E-39
NM_004420.2	39.96086319	-1.72951874	0.512598139	-3.374024618	0.000740777	0.006041858
NM_004421.2	2642.573407	-0.36394167	0.134472424	-2.706440909	0.006800868	0.038966304
NM_004422.2	376.8338797	-0.684342611	0.18747983	-3.650219926	0.000262016	0.002466248
NM_004425.3	42.80552599	2.149895132	0.506846508	4.241708479	2.22E-05	0.00027639
NM_004428.2	1930.016022	-1.131947668	0.152697183	-7.413022605	1.23E-13	5.80E-12
NM_004429.4	3853.888425	1.147319237	0.113710039	10.08986763	6.13E-24	7.69E-22
NM_004431.3	2738.204298	1.809722142	0.462530397	3.91265559	9.13E-05	0.000968105
NM_004442.7	100.9600596	1.161038736	0.339632826	3.41851154	0.000629646	0.005263289
NM_004444.4	4922.018352	0.34416398	0.111019135	3.100041979	0.001934932	0.013672635
NM_004445.5	84.24368598	-3.569561053	0.435891428	-8.189105869	2.63E-16	1.68E-14
NM_004446.2	33359.26538	-0.829262604	0.106705211	-7.771528634	7.75E-15	4.14E-13
NM_004453.3	635.1747881	-0.748193184	0.165128884	-4.53096494	5.87E-06	8.40E-05
NM_004454.2	3372.155177	1.374001479	0.159378556	8.620993412	6.64E-18	4.99E-16
NM_004458.2	2993.185553	0.660868169	0.140242785	4.712314938	2.45E-06	3.86E-05
NM_004460.3	213.5254206	3.793877471	0.291375596	13.02057385	9.35E-39	3.10E-36
NM_004461.2	4459.699888	0.311883313	0.108263137	2.880789553	0.003966804	0.024996948
NM_004462.4	680.5875112	0.509216491	0.156939929	3.244658603	0.001175915	0.008982687
NM_004463.2	2157.254951	0.522473593	0.120460285	4.337309945	1.44E-05	0.000187787
NM_004464.3	16.43549216	3.089137018	0.874576819	3.532150579	0.000412195	0.00367768
NM_004467.3	42.69638778	-2.899877747	0.544525983	-5.325508492	1.01E-07	2.01E-06
NM_004472.2	1429.842558	-1.252491896	0.141093062	-8.877062244	6.86E-19	5.91E-17
NM_004481.4	7342.897066	0.397101218	0.120006061	3.309009682	0.000936266	0.007404385
NM_004485.3	31.58684661	1.523143565	0.554174129	2.748492732	0.005986996	0.035054241
NM_004493.2	1449.783528	0.385436566	0.135622028	2.841990872	0.004483278	0.027636995
NM_004496.3	252.5147381	1.167408065	0.223115336	5.232307586	1.67E-07	3.21E-06
NM_004508.3	318.2912262	0.920802695	0.198381062	4.641585667	3.46E-06	5.24E-05
NM_004514.3	3602.074664	-0.347032606	0.109646276	-3.165019551	0.001550725	0.011341171
NM_004515.3	5548.834965	0.29828953	0.106808723	2.792745037	0.005226287	0.031400221
NM_004519.3	437.0247514	0.892712821	0.196561092	4.541655793	5.58E-06	8.03E-05
NM_004523.3	2254.569335	1.76329662	0.155009938	11.37537791	5.55E-30	1.11E-27
NM_004526.3	1440.68743	2.066997637	0.151529954	13.64085175	2.29E-42	1.03E-39
NM_004528.3	3051.877774	0.544822189	0.123961762	4.39508265	1.11E-05	0.000147258
NM_004539.3	7102.895552	-0.294641919	0.112126832	-2.627755681	0.008595022	0.047209434
NM_004557.3	9.857296634	5.276155796	1.685766678	3.129825655	0.001749101	0.012568953
NM_004558.3	70.31234293	-3.942064478	0.498592144	-7.906391076	2.65E-15	1.50E-13
NM_004563.3	1000.586036	-3.901571268	0.172908618	-22.56435396	9.71E-113	1.08E-108
NM_004564.2	663.1010721	-0.451073337	0.154442757	-2.920650632	0.003493013	0.022520789
NM_004567.3	48.83023996	1.682109444	0.459040531	3.664402883	0.000247916	0.002347614
NM_004581.5	3075.01984	0.658532263	0.116080388	5.673070852	1.40E-08	3.21E-07
NM_004583.3	1039.103497	0.451796134	0.137473593	3.286421212	0.001014692	0.007937753
NM_004587.2	3344.69058	0.645944228	0.134684278	4.795988348	1.62E-06	2.65E-05
NM_004593.2	1323.972556	0.56006356	0.133334155	4.200450814	2.66E-05	0.000325207
NM_004595.4	896.7998998	0.622794689	0.139687362	4.458489887	8.25E-06	0.000113178
NM_004596.4	2502.482454	0.483802734	0.119838701	4.037115971	5.41E-05	0.00061186
NM_004603.3	99.8480707	0.916831188	0.330049229	2.777861926	0.005471786	0.032540034
NM_004613.3	295.6358639	2.205948173	0.213386809	10.33779072	4.75E-25	6.83E-23
NM_004618.4	650.3847173	0.605352398	0.15422089	3.925229584	8.66E-05	0.00092401
NM_004625.3	14.80242461	5.877860484	1.607929192	3.655546845	0.000256634	0.002420746
NM_004629.1	1021.833622	1.299048877	0.163439351	7.948201395	1.89E-15	1.09E-13
NM_004631.4	242.0448571	0.603287359	0.221972126	2.717851872	0.006570725	0.03787394
NM_004633.3	64.19056534	-1.924084976	0.409280609	-4.701138866	2.59E-06	4.04E-05
NM_004636.3	79.55003201	1.423764799	0.378002353	3.766550099	0.000165519	0.001638125
NM_004640.6	2468.601568	0.476645654	0.116790624	4.081197936	4.48E-05	0.000517943
NM_004649.7	250.0180907	-0.737341921	0.216791801	-3.401152248	0.000671024	0.005565792
NM_004650.2	346.1182737	-0.64956461	0.190879947	-3.40300079	0.000666501	0.005535176
NM_004657.5	2704.717005	1.342554321	0.155165461	8.652404439	5.04E-18	3.83E-16
NM_004663.4	3859.234576	0.56017324	0.111830341	5.009134701	5.47E-07	9.69E-06
NM_004670.3	90.89087023	1.236032528	0.348413184	3.547605497	0.00038875	0.003495267
NM_004695.3	651.9733068	-1.037888477	0.197890284	-5.244767223	1.56E-07	3.03E-06
NM_004696.2	135.6099716	-0.945129998	0.286150012	-3.30291791	0.000956844	0.007541412
NM_004697.4	655.2548461	0.750597904	0.154488764	4.858592191	1.18E-06	1.99E-05
NM_004701.3	926.5031521	2.83715636	0.192751894	14.71921392	4.85E-49	2.95E-46
NM_004712.4	2526.353182	0.656396421	0.119146475	5.509155166	3.61E-08	7.71E-07
NM_004718.3	678.8493164	-0.496576891	0.153760095	-3.229556341	0.001239824	0.009392476
NM_004723.3	272.6481932	-0.675303318	0.233935328	-2.886709439	0.003892936	0.024612404
NM_004725.3	4759.192124	0.53731345	0.124762857	4.306677997	1.66E-05	0.000212982
NM_004729.3	481.7458793	-0.649287583	0.194329564	-3.341167288	0.000834269	0.00669813
NM_004730.3	3154.091795	0.301839096	0.115671696	2.609446452	0.009068884	0.049312519
NM_004731.4	547.0181965	-1.12229634	0.184304536	-6.089358228	1.13E-09	3.18E-08
NM_004733.3	385.1073771	-0.52767679	0.18356817	-2.874554931	0.004045974	0.025407636
NM_004739.3	6291.376906	0.768829297	0.106605097	7.211937524	5.52E-13	2.41E-11
NM_004747.3	5077.293389	-0.930508928	0.118496723	-7.852613208	4.07E-15	2.26E-13
NM_004748.4	824.5278146	-0.98084031	0.146988395	-6.672909847	2.51E-11	8.87E-10
NM_004750.4	144.5850816	-1.378614671	0.279706686	-4.928786984	8.27E-07	1.43E-05
NM_004753.6	566.7547109	1.617290358	0.166004053	9.742475135	1.99E-22	2.30E-20
NM_004756.4	363.2742152	-0.615571642	0.18901275	-3.256773111	0.001126865	0.00867644
NM_004760.2	1898.002648	1.42012985	0.133948336	10.60207158	2.91E-26	4.50E-24
NM_004761.4	503.1636903	0.78177735	0.167685621	4.662160926	3.13E-06	4.78E-05
NM_004775.3	102.40459	0.897121917	0.334528135	2.681753262	0.007323745	0.041400912
NM_004781.3	4792.180427	0.392248518	0.109139355	3.594015345	0.000325621	0.002993891
NM_004793.3	2718.602056	-0.683514268	0.118136413	-5.785805169	7.22E-09	1.75E-07
NM_004805.3	2671.974688	0.357211587	0.113864779	3.137156092	0.001705953	0.012305882
NM_004816.3	27.53793356	1.569563828	0.599957239	2.616126158	0.008893369	0.04853012
NM_004818.2	6927.429231	0.819589914	0.122311362	6.700848538	2.07E-11	7.41E-10
NM_004822.2	44.41658632	2.319077266	0.496308317	4.672654452	2.97E-06	4.57E-05
NM_004823.1	174.5375638	0.841011693	0.259548082	3.24029246	0.001194072	0.009092831
NM_004832.2	1164.917482	0.822397108	0.139609358	5.890701881	3.85E-09	9.70E-08
NM_004834.4	411.5376298	0.634372873	0.182991055	3.466687884	0.000526913	0.004527035
NM_004838.3	252.6912398	0.930744603	0.215535095	4.318297233	1.57E-05	0.000203122
NM_004856.6	123.6575066	2.416916564	0.31115482	7.767569094	8.00E-15	4.27E-13
NM_004862.3	829.1775936	0.400245722	0.147286152	2.717470154	0.006578309	0.037908892
NM_004863.3	5837.303819	0.289620478	0.109866754	2.636106634	0.008386337	0.046269591
NM_004864.2	3744.228548	0.756816331	0.159123245	4.756164515	1.97E-06	3.18E-05
NM_004878.4	7967.994149	1.058775312	0.107502511	9.848842657	6.93E-23	8.25E-21
NM_004879.4	1439.245872	0.807593448	0.130237663	6.200920891	5.61E-10	1.66E-08
NM_004887.4	15.69207702	3.001256244	0.896166092	3.34899554	0.000811051	0.006533805
NM_004892.5	1260.208812	-0.458012109	0.132848253	-3.447633657	0.000565521	0.004805792
NM_004893.2	428.4052201	0.463820402	0.174144745	2.663418886	0.007735106	0.043296305
NM_004899.4	258.2513347	-0.806630922	0.212877747	-3.78917446	0.000151149	0.001513627
NM_004900.4	54.29289888	2.849591723	0.511139695	5.574976375	2.48E-08	5.47E-07
NM_004904.3	49.39871084	1.987049937	0.482040434	4.12216444	3.75E-05	0.000442084
