Name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
NR_026751.1	128.8883824	-1.181004979	0.286305883	-4.124976285	3.71E-05	0.000437545
NR_026755.1	113.6646761	0.954366885	0.318223355	2.999047271	0.002708253	0.018190158
NR_026757.1	3912.799055	-0.659521498	0.109793154	-6.006945529	1.89E-09	5.03E-08
NR_026774.1	60.34122187	-1.128451458	0.407374479	-2.770059285	0.005604609	0.033203214
NR_026782.2	21.08109731	-2.887053233	0.758587081	-3.805829684	0.00014133	0.001427479
NR_026795.1	60.32454609	-1.822049326	0.420579604	-4.332234158	1.48E-05	0.00019157
NR_026825.2	88.2971072	2.900481202	0.396595363	7.313452131	2.60E-13	1.18E-11
NR_026829.1	106.1847534	1.071094635	0.323506183	3.310893858	0.000929985	0.007361715
NR_026850.1	60.36928832	-1.89174583	0.422313484	-4.479482426	7.48E-06	0.000103697
NR_026857.1	777.3446174	-0.687997388	0.151827844	-4.531430937	5.86E-06	8.38E-05
NR_026873.1	229.2217189	-0.69332062	0.225257149	-3.077907286	0.002084598	0.014542901
NR_026878.1	283.9262608	-0.914992595	0.208980489	-4.378363746	1.20E-05	0.00015807
NR_026885.1	51.56453843	-1.304145353	0.439724473	-2.965823901	0.003018733	0.019966275
NR_026891.1	563.1019724	-0.564152507	0.177517836	-3.178004642	0.001482924	0.010915693
NR_026892.1	279.0268281	0.745388746	0.215800942	3.454056968	0.000552221	0.004703992
NR_026899.1	1183.658241	0.370929193	0.132466937	2.800164346	0.00510766	0.030817438
NR_026906.2	106.3418039	-0.870278849	0.307378978	-2.831289421	0.004636075	0.028410344
NR_026922.1	1182.700098	0.442953802	0.150677024	2.939756769	0.0032847	0.02140323
NR_026928.1	169.4340959	-1.013319104	0.263473115	-3.846005709	0.000120059	0.001236428
NR_026943.1	1199.87547	-0.770817262	0.144820189	-5.322581514	1.02E-07	2.03E-06
NR_026956.1	76.29893761	-1.652351922	0.385900952	-4.28180318	1.85E-05	0.00023474
NR_026963.1	155.5107528	-2.295244883	0.284987904	-8.053832652	8.02E-16	4.89E-14
NR_026966.1	394.1831938	-1.123481073	0.201975008	-5.562475693	2.66E-08	5.85E-07
NR_026972.1	134.9899419	0.823702581	0.279428933	2.94780706	0.003200367	0.020953646
NR_026984.1	3912.58538	0.313839726	0.109810512	2.858011677	0.004263047	0.026515376
NR_027032.1	352.5223247	0.820452882	0.187302622	4.380359823	1.18E-05	0.000156754
NR_027053.2	443.3889105	-1.084726158	0.193400161	-5.608713826	2.04E-08	4.55E-07
NR_027082.1	30.76784667	4.925546767	0.911643526	5.402930668	6.56E-08	1.35E-06
NR_027130.1	87.04794654	1.025748072	0.344243989	2.979712371	0.002885192	0.019207842
NR_027140.1	5054.998138	0.495798611	0.115074242	4.308510788	1.64E-05	0.000211334
NR_027157.1	190.6546767	1.383379562	0.242571424	5.702978283	1.18E-08	2.74E-07
NR_027158.1	2157.528255	-0.513476115	0.13027942	-3.941344788	8.10E-05	0.000875866
NR_027159.1	2162.006304	-0.511669464	0.130098183	-3.932948588	8.39E-05	0.000900795
NR_027160.1	2238.860005	-0.506934766	0.128937616	-3.931628201	8.44E-05	0.000904881
NR_027161.1	2235.621007	-0.508047185	0.129034948	-3.937283619	8.24E-05	0.000887164
NR_027162.1	2238.860005	-0.506934766	0.128937616	-3.931628201	8.44E-05	0.000904881
NR_027163.1	2237.367705	-0.50791386	0.129127034	-3.933443249	8.37E-05	0.00089962
NR_027164.1	2237.367705	-0.50791386	0.129127034	-3.933443249	8.37E-05	0.00089962
NR_027165.1	2229.906101	-0.511122135	0.129128299	-3.958250342	7.55E-05	0.0008222
NR_027166.1	2160.767253	-0.512314578	0.130174441	-3.935600376	8.30E-05	0.000892924
NR_027167.1	2234.128707	-0.50902857	0.12922507	-3.939085283	8.18E-05	0.000881862
NR_027168.2	2237.127512	-0.507649874	0.12910065	-3.932202312	8.42E-05	0.000903064
NR_027169.1	2234.128707	-0.50902857	0.12922507	-3.939085283	8.18E-05	0.000881862
NR_027170.1	2233.157075	-0.509306348	0.129117186	-3.944527941	8.00E-05	0.000865346
NR_027171.1	557.4364423	-0.472811948	0.162668702	-2.906594466	0.003653866	0.023367543
NR_027172.2	555.1974177	-0.476156736	0.162921697	-2.922610961	0.003471099	0.022402673
NR_027173.1	562.7354492	-0.476907662	0.162311719	-2.938220747	0.003301019	0.021498142
NR_027174.1	561.4691361	-0.479451796	0.162392874	-2.952418928	0.003152949	0.020690837
NR_027175.1	555.7039498	-0.475593153	0.162992895	-2.917876594	0.003524238	0.022685448
NR_027176.1	455.8654895	-0.468330382	0.172917468	-2.708404114	0.006760764	0.03877439
NR_027177.1	561.4691361	-0.479451796	0.162392874	-2.952418928	0.003152949	0.020690837
NR_027178.1	562.7354492	-0.476907662	0.162311719	-2.938220747	0.003301019	0.021498142
NR_027179.1	558.7419935	-0.467373276	0.162770741	-2.87135928	0.004087107	0.025615945
NR_027183.2	178.5978765	-0.696583139	0.248612517	-2.801882813	0.005080532	0.030694614
NR_027261.1	1123.637078	0.633131262	0.135691488	4.665961536	3.07E-06	4.70E-05
NR_027264.1	3686.982434	-0.457460219	0.110654748	-4.134121918	3.56E-05	0.000421942
NR_027265.1	3095.831909	-0.490240041	0.112456514	-4.35937433	1.30E-05	0.00017118
NR_027280.1	502.1690648	0.473719215	0.165072333	2.86976749	0.004107737	0.025722616
NR_027287.1	108.5523403	0.803605125	0.305499661	2.630461592	0.0085269	0.046887363
NR_027294.1	453.3187008	-1.278001547	0.174677936	-7.316330718	2.55E-13	1.16E-11
NR_027297.1	277.6085734	0.900642094	0.206575532	4.359868209	1.30E-05	0.000170817
NR_027301.1	595.4407038	-1.3363432	0.196825047	-6.789497687	1.13E-11	4.15E-10
NR_027303.1	652.4348793	-0.483314243	0.158573277	-3.047892126	0.002304526	0.015844473
NR_027310.2	164.3481846	-2.119889652	0.273041804	-7.763974674	8.23E-15	4.39E-13
NR_027328.1	149.2997683	-2.353809726	0.285408438	-8.247162347	1.62E-16	1.07E-14
NR_027329.1	150.0453782	-2.327088718	0.284101006	-8.19106116	2.59E-16	1.66E-14
NR_027331.1	37.43338805	2.140000111	0.531024283	4.029947742	5.58E-05	0.000628754
NR_027383.1	1086.533867	0.364021754	0.133420577	2.72837791	0.006364665	0.036858736
NR_027387.1	223.9023871	-0.802608544	0.226748242	-3.539646159	0.000400664	0.003588597
NR_027405.1	3949.86375	-0.763731023	0.139278171	-5.483494048	4.17E-08	8.83E-07
NR_027406.1	1522.823786	-0.400715091	0.138209721	-2.899326378	0.003739654	0.02382632
NR_027413.2	25.63427904	-1.616197995	0.620183336	-2.606000357	0.009160637	0.049711157
NR_027418.1	6381.154389	-0.437982195	0.105735615	-4.142239052	3.44E-05	0.000409064
NR_027442.1	103.5293388	-0.834835987	0.3147624	-2.652273549	0.007995174	0.044470591
NR_027451.1	30885.19123	-0.335021322	0.099878531	-3.35428763	0.000795696	0.006430629
NR_027455.5	214.2160237	-0.846362578	0.237842981	-3.558492981	0.000372989	0.00336855
NR_027456.1	202.1781674	-1.519708875	0.253058824	-6.005358154	1.91E-09	5.07E-08
NR_027468.3	320.15003	-0.60370596	0.205330074	-2.9401731	0.003280289	0.021375888
NR_027645.1	442.5933139	-0.615090728	0.173327265	-3.5487246	0.000387102	0.003482449
NR_027646.1	358.944829	-0.663048841	0.192471908	-3.444912281	0.000571245	0.004850717
NR_027647.1	38.23182974	-1.455650801	0.526973556	-2.762284342	0.005739847	0.033857593
NR_027650.1	45.11329288	-1.23694518	0.467554684	-2.645562589	0.00815552	0.045208676
NR_027653.1	2351.186188	0.375536291	0.127896622	2.9362487	0.003322079	0.021619323
NR_027655.2	894.7037283	0.658166529	0.142094698	4.63188662	3.62E-06	5.46E-05
NR_027662.1	288.2100774	0.770211569	0.204214392	3.771583191	0.000162215	0.00160974
NR_027667.1	2234.65049	-0.508963544	0.129011642	-3.945097787	7.98E-05	0.000863449
NR_027676.1	237.6330432	1.88395038	0.247595789	7.608975859	2.76E-14	1.38E-12
NR_027696.1	96.45875609	-1.676097319	0.332703012	-5.037818294	4.71E-07	8.43E-06
NR_027697.1	96.45875609	-1.676097319	0.332703012	-5.037818294	4.71E-07	8.43E-06
NR_027752.1	3956.363027	-2.184140802	0.119560156	-18.26813278	1.48E-74	3.70E-71
NR_027763.1	1992.816789	0.410420025	0.123054677	3.335265565	0.00085218	0.006819968
NR_027779.1	39.56147998	-1.611181509	0.509014325	-3.165296988	0.001549247	0.011331193
NR_027783.2	2905.260665	1.294432828	0.114720012	11.28340908	1.58E-29	3.10E-27
NR_027856.1	639.0032417	-0.438409569	0.156923567	-2.793777747	0.005209627	0.03131333
NR_027862.1	269.5504708	0.646005996	0.209868528	3.07814613	0.002082927	0.014534299
NR_027882.1	390.3446682	1.384067005	0.18467994	7.494408995	6.66E-14	3.20E-12
NR_027928.2	2294.514671	0.635698623	0.121637379	5.226178245	1.73E-07	3.31E-06
NR_027992.1	313.4280475	1.695182344	0.207683262	8.162344545	3.29E-16	2.07E-14
NR_028028.1	5466.965861	-0.483075957	0.116357335	-4.151658822	3.30E-05	0.000393756
NR_028033.3	244.0421694	0.75780042	0.215082142	3.52330701	0.000426197	0.003786013
NR_028034.3	236.0456917	0.77033945	0.218119501	3.531731222	0.000412849	0.003682521
NR_028035.3	239.5771767	0.771935335	0.216848219	3.559795595	0.000371144	0.003353708
NR_028036.3	247.3073146	0.757069525	0.213981723	3.538010231	0.000403154	0.003608636
NR_028045.1	81.75632014	-1.192172294	0.350830023	-3.398147865	0.000678437	0.005617002
NR_028052.1	2390.528753	-0.497015839	0.122167635	-4.068310243	4.74E-05	0.000543904
NR_028090.1	438.1484059	-0.891910865	0.198464068	-4.494067241	6.99E-06	9.76E-05
NR_028099.1	923.4134211	-0.609556003	0.138923209	-4.387719011	1.15E-05	0.000151927
NR_028100.1	884.4674258	-0.625626634	0.140264834	-4.460324211	8.18E-06	0.000112368
NR_028103.1	2584.963867	-0.406541331	0.115482235	-3.520379819	0.000430929	0.0038243
NR_028104.1	2572.382522	-0.411628488	0.115568935	-3.561757224	0.000368381	0.003333007
NR_028134.1	13.89428525	-2.798806571	0.931541695	-3.004488781	0.002660276	0.01790167
NR_028272.1	37306.52655	-0.878940647	0.124925062	-7.035743151	1.98E-12	8.10E-11
NR_028370.1	95.98236454	1.887234672	0.358001041	5.271589903	1.35E-07	2.64E-06
NR_028379.1	310.7373153	-0.661300899	0.203434913	-3.250675559	0.001151312	0.008825159
NR_028388.2	1415.253614	0.73412392	0.179599812	4.087553948	4.36E-05	0.000505564
NR_028406.1	202.3636327	0.812256156	0.293584596	2.766685195	0.005662941	0.033459357
NR_028408.1	268.0771141	-0.779614145	0.208866203	-3.732600736	0.000189513	0.001849531
NR_028443.1	1031.306727	0.462527587	0.156227745	2.960598252	0.003070422	0.020255766
NR_028500.1	18539.14739	1.089388511	0.102543005	10.62372328	2.31E-26	3.64E-24
NR_028581.1	250.6566983	-0.799996843	0.215047778	-3.720088854	0.000199153	0.00193641
NR_028582.1	249.1251601	-0.817940378	0.21539977	-3.797313147	0.000146273	0.001470326
NR_029402.1	1958.370414	0.355214907	0.119677738	2.968095101	0.002996516	0.019844333
NR_029403.1	1959.863828	0.354936987	0.119637411	2.966772554	0.003009435	0.019917986
NR_029413.1	12.47629122	3.981283507	1.148454612	3.466644188	0.000526999	0.004527035
NR_029415.1	1390.940965	-0.873674386	0.127465197	-6.854219106	7.17E-12	2.73E-10
NR_029416.1	1391.986795	-0.8763244	0.127553298	-6.870260628	6.41E-12	2.45E-10
NR_029417.1	1389.233505	-0.873116435	0.127542871	-6.845670241	7.61E-12	2.89E-10
NR_029434.1	654.4273627	-0.671237127	0.166866674	-4.02259546	5.76E-05	0.000645723
NR_029435.1	637.69743	-0.691872651	0.168720083	-4.100713078	4.12E-05	0.000480482
NR_029467.1	6.995174521	4.777571808	1.779220472	2.685205056	0.007248532	0.041052514
NR_029583.1	95.02430616	1.138486954	0.327898721	3.472068913	0.000516464	0.004448412
NR_029584.1	88.96612578	2.042207762	0.365919747	5.58102639	2.39E-08	5.29E-07
NR_029635.1	39.32970115	1.481095058	0.507467478	2.918600942	0.00351606	0.022647424
NR_030290.1	40.18313236	-1.339606078	0.501033984	-2.673683063	0.007502332	0.042221411
NR_030321.1	73.6322006	1.000673755	0.370505434	2.700834224	0.00691658	0.039501548
NR_030343.1	2103.695706	-0.412128166	0.133556495	-3.08579651	0.002030077	0.01423523
NR_030345.1	451.0103788	1.090993151	0.191591534	5.694370351	1.24E-08	2.86E-07
NR_030346.1	16.75252926	-2.181312076	0.808469529	-2.698075804	0.006974156	0.039765007
NR_030633.1	423.9170071	0.602515309	0.175536365	3.432424427	0.000598211	0.005046188
NR_030684.1	534.0148434	0.700400096	0.168060272	4.167553037	3.08E-05	0.000369364
NR_030697.1	533.7604799	0.702196746	0.168290381	4.172530497	3.01E-05	0.000362766
NR_030725.1	1069.14729	0.392618546	0.13409629	2.92788522	0.00341276	0.022078073
NR_030726.1	1056.456524	0.396436873	0.134463487	2.94828643	0.003195408	0.020926673
NR_030732.1	1118.631254	-1.026229962	0.19122588	-5.366585117	8.02E-08	1.63E-06
NR_030760.1	962.9007092	1.198585376	0.149724418	8.005276575	1.19E-15	7.16E-14
NR_030767.1	168.2432582	0.860252031	0.2517326	3.417324691	0.000632398	0.005282749
NR_030770.1	174.8036552	1.025584895	0.247916769	4.136811317	3.52E-05	0.000417711
NR_031609.1	120.1159822	0.960176443	0.292654706	3.280919199	0.001034694	0.008064499
NR_031731.1	30.83219556	1.651400025	0.577234575	2.860882033	0.004224642	0.02632411
NR_033142.1	1232.240232	0.883802564	0.1363662	6.481096941	9.11E-11	2.96E-09
NR_033149.1	608.1095533	-0.731431531	0.156251198	-4.681125907	2.85E-06	4.40E-05
NR_033151.1	48.01692349	-3.206214811	0.592766687	-5.408898442	6.34E-08	1.31E-06
NR_033172.1	21.29499585	-1.990409866	0.692642857	-2.873645264	0.004057644	0.025468095
NR_033194.1	512.8047632	-0.488622057	0.185143464	-2.639153688	0.008311329	0.045937066
NR_033195.1	512.8047632	-0.488622057	0.185143464	-2.639153688	0.008311329	0.045937066
NR_033231.2	436.9422656	0.682352724	0.173844122	3.925083657	8.67E-05	0.000924352
NR_033232.2	434.4488776	0.686351853	0.174263518	3.938585998	8.20E-05	0.000883316
NR_033240.1	114.9682555	-1.440441642	0.312979898	-4.60234556	4.18E-06	6.19E-05
NR_033248.1	850.7784526	-0.588522401	0.142057041	-4.142859763	3.43E-05	0.000408055
NR_033255.1	194.4706616	1.087334375	0.238605556	4.557037115	5.19E-06	7.53E-05
NR_033265.1	481.0690321	-0.730032775	0.169082435	-4.317614518	1.58E-05	0.000203672
NR_033268.1	558.5332067	-0.55047041	0.167643341	-3.283580521	0.001024974	0.008001244
NR_033289.1	1159.460109	-0.57131542	0.15395384	-3.710952718	0.000206481	0.001998117
NR_033312.1	27.41641483	-2.453084928	0.649606934	-3.776260382	0.000159201	0.001582817
NR_033314.1	25.0831856	-2.286047209	0.659267109	-3.46755841	0.00052521	0.004514385
NR_033315.1	17.36153367	-2.251614108	0.781391545	-2.881543985	0.00395732	0.0249483
NR_033327.1	217.697132	-1.0851774	0.230735792	-4.703116899	2.56E-06	4.01E-05
NR_033339.1	757.3537653	-0.511130946	0.146109415	-3.498275214	0.000468278	0.004095623
NR_033374.1	672.8555452	0.404767497	0.153341881	2.63964088	0.008299392	0.045881258
NR_033399.1	977.4118032	1.959907726	0.170891933	11.46869655	1.89E-30	3.91E-28
NR_033434.1	695.9081011	0.531600156	0.151672521	3.504920689	0.000456743	0.004019768
NR_033437.1	707.6979795	0.538994484	0.151092507	3.567314444	0.000360659	0.003272305
NR_033464.1	309.3832959	-0.559208147	0.1958485	-2.855309835	0.004299486	0.026710374
NR_033465.1	309.8636807	-0.562980189	0.195781375	-2.875555399	0.004033174	0.025335229
NR_033655.1	189.3517393	-1.325692573	0.252492252	-5.250428731	1.52E-07	2.94E-06
NR_033662.1	879.6302113	2.043137381	0.176066583	11.60434508	3.92E-31	8.28E-29
NR_033701.1	288.4938181	-0.818386496	0.20784405	-3.937502646	8.23E-05	0.000886451
NR_033716.1	246.5533559	0.659398051	0.213814329	3.08397502	0.002042547	0.014311607
NR_033740.1	26.19701309	2.382137486	0.648640456	3.672508342	0.000240181	0.002282386
NR_033754.2	66.74738093	-1.765139015	0.421136111	-4.191374162	2.77E-05	0.000336971
NR_033757.2	810.4212008	0.512987445	0.146910975	3.491825197	0.000479732	0.004177489
NR_033758.2	806.5445257	0.515674019	0.147720103	3.490885855	0.000481422	0.004190374
NR_033770.1	77.44421772	-1.523698667	0.367979815	-4.140712632	3.46E-05	0.000411305
NR_033796.2	65.31825	1.313218973	0.395648899	3.319152352	0.000902912	0.007178168
NR_033849.1	1979.982501	-0.6599874	0.126107274	-5.233539488	1.66E-07	3.20E-06
NR_033854.1	199.1402839	-1.232987385	0.237307726	-5.19573217	2.04E-07	3.85E-06
NR_033863.1	911.7082136	-2.907114926	0.200017238	-14.53432193	7.34E-48	4.41E-45
NR_033877.1	18.77330005	-2.513120183	0.790384613	-3.179616786	0.001474699	0.010859209
NR_033896.1	116.1637488	-0.961693498	0.299442125	-3.211617263	0.001319901	0.009875346
NR_033902.1	1387.176602	0.348790345	0.128717191	2.709741743	0.006733562	0.038636148
NR_033904.1	161.8497587	-0.723172331	0.254881938	-2.837283554	0.004549918	0.027973458
NR_033910.1	53.24219772	1.314144827	0.432906884	3.035629316	0.002400343	0.016396999
NR_033934.1	253.6724372	-0.793566495	0.213174151	-3.722620641	0.000197166	0.001919147
NR_033959.1	300.7667962	-0.82273575	0.212286489	-3.875591678	0.000106366	0.001111127
NR_034006.2	877.2413637	-0.558342839	0.159845979	-3.493005217	0.000477617	0.004162343
NR_034010.1	2606.97599	-0.551195216	0.124859837	-4.414511736	1.01E-05	0.000135885
NR_034011.1	1470.749201	-1.081521749	0.140531242	-7.695952417	1.40E-14	7.30E-13
NR_034031.1	1721.110338	0.416340195	0.127851736	3.256429743	0.001128228	0.00868493
NR_034041.1	4076.251339	0.349367426	0.112135416	3.115585064	0.001835804	0.013100875
NR_034072.1	1243.061576	-0.951391439	0.144448834	-6.586355984	4.51E-11	1.54E-09
NR_034081.1	143.0721566	2.974049006	0.339464802	8.760993747	1.94E-18	1.55E-16
NR_034089.1	541.67799	-1.840595543	0.172692767	-10.65820867	1.60E-26	2.59E-24
NR_034105.3	140.7456476	-1.01920584	0.274714622	-3.710053116	0.000207216	0.00200413
NR_034106.2	133.4881269	-1.039467117	0.280536091	-3.705288379	0.00021115	0.002038164
NR_034113.1	78.44219085	-1.181739676	0.396650971	-2.979293541	0.002889139	0.019231552
NR_034115.1	104.5677324	0.819903471	0.310969747	2.636602045	0.008374101	0.046212305
NR_034119.1	327.6317289	0.923164519	0.197682593	4.669933287	3.01E-06	4.62E-05
NR_034125.1	76.61520441	-2.336754832	0.392930246	-5.94699658	2.73E-09	7.09E-08
NR_034137.1	267.2397501	-0.616638796	0.223407314	-2.760154914	0.005777396	0.034028773
NR_034170.1	137.5382176	-1.764069328	0.288828837	-6.107663435	1.01E-09	2.87E-08
NR_034171.1	120.589158	-1.739480456	0.303586161	-5.729775192	1.01E-08	2.36E-07
NR_036137.1	38.28937513	1.522487266	0.510729493	2.981005186	0.002873039	0.019135881
NR_036161.1	15.47070721	3.253242812	0.940306612	3.459768092	0.000540641	0.004620346
NR_036212.1	33.70447335	1.644777468	0.542573794	3.031435517	0.002433939	0.01659581
NR_036437.1	20.89178363	1.877107798	0.699752158	2.682532348	0.007306709	0.041318654
NR_036461.1	843.3481294	-0.52081114	0.143196645	-3.637034528	0.000275795	0.002582195
NR_036470.1	13.69481042	-2.764978759	0.969254752	-2.852685276	0.004335153	0.026901793
NR_036473.1	2612.840315	0.542759781	0.117648359	4.613407141	3.96E-06	5.90E-05
NR_036485.1	457.610198	-1.81761671	0.199107391	-9.128825906	6.92E-20	6.38E-18
NR_036488.1	1397.612544	-0.367615101	0.132278685	-2.779095528	0.005451049	0.032461227
NR_036494.1	32.73161525	2.261561866	0.593446299	3.810895561	0.000138464	0.001402515
NR_036496.1	555.1778535	-0.669485274	0.164276354	-4.075359939	4.59E-05	0.000529467
NR_036505.1	84.81859116	1.229461601	0.352721015	3.485648858	0.000490945	0.004259511
NR_036510.1	687.1121012	0.421589473	0.15445183	2.729585479	0.006341401	0.036764569
NR_036520.1	74.76313767	-1.109700742	0.384192247	-2.888399625	0.003872076	0.024520501
NR_036536.1	839.9858446	0.662534888	0.16048098	4.128432477	3.65E-05	0.000431685
NR_036542.1	454.0655528	-0.709793887	0.173749913	-4.085146716	4.40E-05	0.00051004
NR_036564.1	8149.174398	0.317756057	0.107584478	2.953549266	0.003141425	0.020646338
NR_036565.1	8160.163219	0.316304634	0.107095437	2.953483774	0.003142091	0.020647999
NR_036573.1	1038.109316	-0.88000085	0.144263933	-6.099936618	1.06E-09	3.00E-08
NR_036581.1	3.804262448	5.385531116	2.053946323	2.622040827	0.008740496	0.047829363
NR_036592.1	5198.401315	-0.672586173	0.108850793	-6.178973573	6.45E-10	1.89E-08
NR_036605.1	1549.071853	-0.790734727	0.129238398	-6.118419452	9.45E-10	2.70E-08
NR_036608.1	2162.647818	0.49958957	0.125192663	3.990565895	6.59E-05	0.000729771
NR_036610.1	4802.340008	0.427037656	0.119101724	3.585486766	0.00033645	0.003082686
NR_036623.1	22.41893225	2.116857203	0.680960801	3.10863298	0.00187955	0.01335339
NR_036624.1	4896.93696	0.401730573	0.109757045	3.660180287	0.000252038	0.002381443
NR_036625.1	4897.176038	0.401854514	0.109742541	3.661793404	0.000250456	0.002367391
NR_036641.1	671.9076638	-0.525442228	0.160350564	-3.2768343	0.00104978	0.008163579
NR_036658.1	786.1083315	-0.507078831	0.168560321	-3.008292985	0.002627197	0.017717328
NR_036659.1	789.1485699	-0.503109637	0.167713317	-2.999819251	0.002701399	0.01814901
NR_037162.1	286.8486333	-0.581587601	0.203124227	-2.863211393	0.004193707	0.026157495
NR_037164.1	981.6789159	-0.700830615	0.138164725	-5.072427953	3.93E-07	7.13E-06
NR_037185.1	207.6708693	0.940750461	0.231482481	4.06402444	4.82E-05	0.000552912
NR_037193.1	4014.160189	-0.751956262	0.115022803	-6.5374538	6.26E-11	2.08E-09
NR_037408.1	269.4573082	-0.770725012	0.21656611	-3.558844043	0.000372491	0.003364661
NR_037481.1	35.57123931	1.927389913	0.536510474	3.592455334	0.000327577	0.003010489
NR_037500.1	84.89412987	-0.947753773	0.361627173	-2.620803533	0.00877228	0.047976773
NR_037570.2	891.5497606	0.477545241	0.146213905	3.266072693	0.001090503	0.008444917
NR_037605.1	139.2162574	-1.21834574	0.288060917	-4.22947255	2.34E-05	0.000290119
NR_037606.1	462.6265991	-0.847667676	0.17236451	-4.917878268	8.75E-07	1.50E-05
NR_037613.1	20.39395276	2.17531758	0.719403023	3.023781539	0.002496366	0.01695113
NR_037619.1	20.87210845	2.216347224	0.712599855	3.110226879	0.001869437	0.013305231
NR_037620.1	188.3032178	2.944740665	0.288536027	10.20579888	1.87E-24	2.50E-22
NR_037632.1	241.0759189	0.981683602	0.218069546	4.501699669	6.74E-06	9.49E-05
NR_037633.1	244.3280077	0.971657619	0.217049664	4.476660332	7.58E-06	0.000104901
NR_037634.1	244.3280077	0.971657619	0.217049664	4.476660332	7.58E-06	0.000104901
NR_037635.1	241.5813365	0.986231972	0.21791911	4.52567914	6.02E-06	8.58E-05
NR_037636.1	240.2888761	0.981413631	0.218208282	4.497600279	6.87E-06	9.64E-05
NR_037637.1	239.3161646	0.985906063	0.218757996	4.506834399	6.58E-06	9.29E-05
NR_037638.2	112.0482566	-1.09687828	0.32264157	-3.399680584	0.000674646	0.005592019
NR_037646.1	1020.907311	0.521130713	0.142102846	3.667278522	0.000245146	0.00232491
NR_037654.1	240.2740719	-0.787757098	0.216690838	-3.635396425	0.000277553	0.002595974
NR_037665.1	6189.313631	-0.629050652	0.108094202	-5.819467085	5.90E-09	1.44E-07
NR_037688.1	35787.87694	1.181013286	0.102931788	11.47374695	1.79E-30	3.70E-28
NR_037771.1	778.7358342	0.426963668	0.147159024	2.901376061	0.003715277	0.023687719
NR_037792.1	131.2867429	0.840594456	0.286933758	2.929576719	0.00339424	0.021978392
NR_037793.1	135.068133	0.879101946	0.280638533	3.132506203	0.001733208	0.012473617
NR_037804.1	875.6371353	-0.49282907	0.144704762	-3.405755709	0.000659812	0.005488766
NR_037807.1	80.40990374	-1.798623077	0.365674473	-4.918645433	8.71E-07	1.50E-05
NR_037845.1	96.8955132	-1.664898238	0.330907419	-5.031311307	4.87E-07	8.69E-06
NR_037849.1	1035.085444	-0.391619179	0.144245605	-2.714947049	0.006628637	0.038135021
NR_037852.1	2417.349449	0.483971749	0.117451089	4.120623755	3.78E-05	0.000444684
NR_037853.1	2470.071065	0.474591839	0.116722623	4.065979902	4.78E-05	0.0005488
NR_037868.1	393.4018595	0.887457087	0.19286459	4.601451653	4.20E-06	6.21E-05
NR_037869.1	113.4851818	-1.227648873	0.338213752	-3.629801765	0.000283639	0.002645202
NR_037875.1	163.4023536	-1.248212505	0.257852852	-4.840793861	1.29E-06	2.16E-05
NR_037882.1	1875.702331	0.728249127	0.151943057	4.792908222	1.64E-06	2.69E-05
NR_037884.1	70.25054104	1.91233542	0.406309989	4.706592187	2.52E-06	3.95E-05
NR_037888.1	166.0769615	-1.238765159	0.267608068	-4.629027698	3.67E-06	5.52E-05
NR_037892.1	85.74116857	1.170489904	0.349021926	3.353628576	0.000797593	0.006435788
NR_037894.1	135.9126346	1.187101118	0.285584968	4.156735297	3.23E-05	0.00038622
NR_037909.1	77.45828939	1.137020336	0.357208693	3.183070168	0.001457223	0.010746386
NR_037923.1	618.506841	-0.927297738	0.158950104	-5.833891984	5.41E-09	1.33E-07
NR_037926.1	16609.12551	0.315922352	0.104698514	3.017448281	0.002549125	0.017274923
NR_037928.1	2632.71651	0.683987596	0.118792094	5.757854515	8.52E-09	2.03E-07
NR_037939.1	259.4159262	-0.610378598	0.210667923	-2.897349479	0.003763303	0.023955299
NR_037941.1	658.4798112	-0.605538454	0.154987688	-3.907010056	9.34E-05	0.000988369
NR_037942.1	606.7424879	-0.613937764	0.159357674	-3.852577354	0.000116881	0.00120694
NR_037943.1	607.9598157	-0.621349212	0.159245286	-3.901837406	9.55E-05	0.001007811
NR_037947.1	2786.387359	0.688771478	0.114084586	6.037375443	1.57E-09	4.24E-08
NR_038080.1	66.35142053	-1.716617248	0.408694478	-4.200245762	2.67E-05	0.000325462
NR_038108.1	10383.18035	0.735142487	0.106350472	6.912451569	4.76E-12	1.85E-10
NR_038109.1	10383.18035	0.735142487	0.106350472	6.912451569	4.76E-12	1.85E-10
NR_038110.1	10357.02969	0.735507132	0.106476398	6.907701092	4.93E-12	1.91E-10
NR_038111.1	10357.02969	0.735507132	0.106476398	6.907701092	4.93E-12	1.91E-10
NR_038118.1	429.1443774	-0.865383214	0.178644175	-4.844172577	1.27E-06	2.13E-05
NR_038237.1	286.6596072	-0.560308052	0.209447603	-2.675170519	0.007469125	0.042067762
NR_038244.1	32.30276364	-2.709052046	0.606304459	-4.468138091	7.89E-06	0.000108805
NR_038245.1	32.06368579	-2.794370879	0.614238967	-4.549322051	5.38E-06	7.79E-05
NR_038246.1	18.11818619	-3.21572813	0.850373731	-3.781546879	0.000155857	0.001552359
NR_038253.1	164.205155	1.291806163	0.25978649	4.972568682	6.61E-07	1.15E-05
NR_038254.1	126.0327539	1.214370747	0.291764761	4.162157022	3.15E-05	0.000377841
NR_038255.1	125.0764425	1.198499479	0.292377337	4.099153147	4.15E-05	0.000483336
