pathway	pval	padj	log2err	ES	NES	size	leadingEdge
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_HYPOMETHYLATED_AND_UP	2.37958779702104e-06	2.47658186483439e-05	0.627256739718528	0.676439728147516	2.06326027312121	62	STC1, FAP, DEPDC1, ITGA2, RRM2, DTL, PRC1, CDK1, FOXM1, NCAPG, CKAP2L, PLCG1, KIF18A, NCAPH, SGO1, NCAPD2, NRP2, CDKN3, TNC, PARPBP, GAS2L3, RACGAP1, MTBP, ASAP2, CDH13, NUP93, DLGAP5, CLIC1, VCAN, INPP5D, FBLN1
CARRILLOREIXACH_HEPATOBLASTOMA_VS_NORMAL_UP	1.50545053808338e-08	2.18404377305278e-07	0.73376198835648	0.524088416582963	1.85733144207301	284	E2F7, PRR11, GASK1B, CEP55, BUB1, SHCBP1, ITGA2, TUBA1B, TICRR, PRC1, ERCC6L, NECTIN1, SGO2, KIF4A, PLCG1, KIF18A, H2BC17, HASPIN, TRIP13, HMGA2, CENPE, STRA6, CCNF, CCND2, ECT2, TRAIP, NCAPD2, FAM83D, WDHD1, BLM, MTFR2, CENPI, NDRG1, NRP2, MDFI, PARPBP, INCENP, GAS2L3, MCM8, RACGAP1, OSBPL7, IL31RA, ITGA6, CIP2A, ZNF695, DKK1, CKAP2, SLC39A10, PFKFB4, RHOBTB2, CALM3, BORA, MTBP, ASAP2, SMC2, VIM, PEA15, STMN1, CDH13, SH3BP1, WDR76, FAM72A, PKM, CTSC, SPDL1, NUP93, ANKRD65, MCM6, LAMA3, CDCA7, MATN3, RPSAP52, CLIC1, MAPK13, AFAP1L1, LMNB2, FANCB, VCAN, FER1L4, INPP5D, PIAS3, C5orf34, TTYH3, LPCAT4, FMNL3, ZNF107, C4orf46, INKA2, BIK, ZNF519, RBL1, PLXNA1, C12orf75, ACLY, CDCA4, PASK, CDK6, MMS22L, FLVCR1, SEPTIN8, GSN, ZNF704, HNRNPA1, NAT8L, SLC26A2, GNG4, REEP2, ARHGEF3, EFR3B, MARCKSL1, BCYRN1, CENPL, LDB1, PPP1R14C, STK39, EPHB2, MAP4K4, CENPQ, ASAP1, FERMT1
CARRILLOREIXACH_MRS3_VS_LOWER_RISK_HEPATOBLASTOMA_DN	0.458333333333333	0.602821657509158	0.0605092988656667	0.339519997424441	1.01857524373083	56	FAP, PCDH7, GLIPR1, LTBP1, PAG1, RFTN1, VIM, RGS2, PTGS2, CCN1, MSRB3, TGFB1, DMD, LHFPL6, ACER3, TANC2, ETS1, CLEC2B, OMD, GNB4, OSTF1, RGL1
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_DN	1.24647762355396e-15	3.78889626842195e-14	1.01754479730988	0.608361999626597	2.15309570443087	280	CDC20, PRR11, LIF, CEP55, HMMR, CCNA2, PLK1, CCNB1, ESPL1, AURKA, TYMS, ASPM, RRM2, GTSE1, POLQ, SPAG5, GINS2, BIRC5, KIF20A, PRC1, CDK1, APOBEC3C, BUB1B, MELK, KIF2C, CDC6, ZWINT, KIFC1, NEK2, KPNA2, MCM5, CCNB2, AURKB, HELLS, MCM2, KIF4A, FOXM1, NCAPG, TOP2A, FANCI, NDC80, RECQL4, ACTB, GINS1, TRIP13, HMGA2, NCAPH, CDC25A, CENPE, STIL, NUSAP1, TUBB, RAD54L, ORC1, FEN1, SMC4, GINS4, WDHD1, CDC45, CDC25C, MCM7, CENPA, KIF11, DSCC1, CDKN3, BRCA1, VRK1, FADS2, LDHA, RANGAP1, BAX, YWHAH, MCM3, MREG
CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP	0.676190476190476	0.759474933668482	0.112378519110475	-0.24143580666465	-0.888394990930978	54	TSC22D3, NFIL3, CEBPD, MT1F, FOSB, CITED2, AZI2, STK17B
CASORELLI_APL_SECONDARY_VS_DE_NOVO_UP	0.543417366946779	0.665448126320471	0.0573667426768556	0.386638705681701	0.957467085362694	18	ENC1, EVI2B, NID1, SLFN12, FBN2, TGFA, SLC36A1
CASTELLANO_NRAS_TARGETS_UP	0.393501805054152	0.552055645918462	0.130777137971974	-0.32360161539145	-1.05564064108857	26	HLA-B, CFH, TMEM43, IFI35, NPR3
CAVARD_LIVER_CANCER_MALIGNANT_VS_BENIGN	0.646976090014065	0.735026802642461	0.0494904866135495	0.351686602912721	0.867101487589444	17	GGH, ACTB, FST
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	0.0133578614861314	0.0529612934698585	0.380730400722792	0.712641781778046	1.73859577797327	16	KIF14, CKAP2L, MDM2, CHAF1B, DDB2, CYFIP2
CERVERA_SDHB_TARGETS_1_UP	0.00540737513474366	0.0257590133906321	0.407017918923954	0.5887322369944	1.68367749968598	44	ITGB6, LAMC2, INHBA, FSTL1, UBASH3B, DUSP4, RFTN1, IGFBP2, APLP1, IL18, ARHGAP23, TUBA1A, FHL2, TMEM40, SLC1A1, S100A6, KIF3C, REEP1
